INSTNM,UGDS,UGDS_NRA,TUITFTE
UNIVERSITY OF PHOENIX-PHOENIX CAMPUS,5053,0,3667
Pima Community College,24737,0.0185,1323
Pima Medical Institute-Tucson,167,0,1278
Pima Medical Institute-Albuquerque,30,0,1127
Prescott College,622,0.0064,5990
Refrigeration School Inc,245,0,7359
Rio Salado College,1080,0.0009,1244
Roberto-Venn School of Luthiery,31,0.2258,11668
Scottsdale Community College,1793,0.0151,1627
South Mountain Community College,1396,0.0086,1550
ARIZONA PARALEGAL TRAINING PROGRAM,0,0,8725
Arizona Christian University,259,0.0193,6215
Tucson College,248,0,8980
Universal Technical Institute of Arizona Inc,2328,0,5597
METROPOLITAN COLLEGE OF COURT REPORTING,101,0,22199
Western International University,1044,0.0029,3129
Empire Beauty School-NW Phoenix,72,0,4709
Yavapai College,1526,0.0098,1022
University of Arkansas at Little Rock,7870,0.0305,3298
University of Arkansas for Medical Sciences,537,0.0093,5511
ABC Beauty College Inc,14,0.8571,4780
Arkansas Baptist College,173,0,2257
Arkansas Beauty School-Little Rock,15,0,1833
Lyon College,454,0.0661,2393
Arkansas College of Barbering and Hair Design,68,0,1761
Arthur's Beauty College Inc-Fort Smith,72,0,1444
University of Arkansas,11949,0.0305,3620
University of Arkansas at Pine Bluff,2888,0.0024,2043
Arkansas State University-Beebe,2653,0.0015,1079
Arkansas State University-Main Campus,9273,0.0195,2711
Arkansas Tech University,4202,0.0121,2190
ARKANSAS VALLEY TECHNICAL INSTITUTE,542,0,510
University of Arkansas at Monticello,1941,0.0021,2208
Arthur's Beauty College Inc-Jacksonville,27,0,1011
Baptist Health College-Little Rock,352,0,2024
BEE JAYS ACADEMY,19,0,4538
Black River Technical College,591,0.0017,628
University of Central Arkansas,7653,0.0316,2443
Central Baptist College,319,0.0188,1893
BLYTHEVILLE ACADEMY OF COSMETOLOGY,40,0,1405
Cossatot Community College of the University of Arkansas,567,0,2214
COTTON BOLL TECHNICAL INSTITUTE,222,0,1788
Crowley's Ridge College,153,0,4492
Crowley's Ridge Technical Institute,266,0,934
DE LUXE BEAUTY SCHOOL,30,0,1212
DELTA TECHNICAL INSTITUTE,327,0,1952
East Arkansas Community College,938,0.0011,893
Eastern College of Health Vocations-Little Rock,392,0,3605
Imagine-Paul Mitchell Partner School,21,0,93
FOOTHILLS TECHNICAL INSTITUTE,285,0,966
FOREST ECHOES TECHNICAL INSTITUTE,177,0,698
National Park Community College,827,0.0048,802
University of Arkansas Community College-Batesville,221,0,1441
GREAT RIVERS VOCATIONAL TECHNICAL SCHOOL,329,0,187
HARDING UNIVERSITY GRADUATE SCHOOL OF RELIGION,NULL,NULL,2760
Harding University,3579,0.0458,5254
Henderson State University,3089,0.0146,2131
Hendrix College,1013,0.0049,8478
Hot Springs Beauty College,47,0,2241
Jefferson Regional Medical Center School of Nursing,119,0,1681
John Brown University,1331,0.0902,4711
Lees School of Cosmetology,38,0,25573
Career Academy of Hair Design,55,0,689
MARCEL-ROYALE BEAUTY ACADEMY,25,0,731
MARSHA KAY BEAUTY COLLEGE,19,0,514
Academy of Salon and Spa,19,0,2163
Arkansas State University Mid-South,677,0,1319
Arkansas Northeastern College,1085,0,1141
New Tyler Barber College Inc,85,0,2461
North Arkansas College,1409,0,1333
Northwest Technical Institute,1729,0,374
Ouachita Baptist University,1536,0.0612,7647
College of the Ouachitas,528,0.0038,1671
Ozarka College,709,0,790
University of the Ozarks,517,0.1277,4394
University of Arkansas Community College-Morrilton,1004,0.012,1174
Philander Smith College,921,0.0369,3133
Phillips Community College of the University of Arkansas,1040,0,1176
Southeast Arkansas College,1179,0,1030
PROFESSIONAL BEAUTY COLLEGE INC,0,0,2226
Professional Cosmetology Education Center,68,0,1391
Pulaski Technical College,2933,0.0014,1310
QUAPAW TECHNICAL INSTITUTE,213,0,328
University of Arkansas Community College-Hope,961,0,2081
Rich Mountain Community College,349,0,1193
Paul Mitchell the School-Arkansas,46,0,812
Searcy Beauty College,65,0,737
Williams Baptist College,542,0.0369,3008
SOUTHERN INSTITUTE OF COSMETOLOGY,115,0,941
South Arkansas Community College,1051,0,1251
Southern Arkansas University Main Campus,2322,0.0444,2189
Southern Arkansas University Tech,497,0.002,1164
Velvatex College of Beauty Culture,14,0,NULL
University of Arkansas-Fort Smith,4236,0.0009,1523
Academy of Art University,4023,0.264,13329
ITT Technical Institute-Rancho Cordova,444,0.1171,6122
ACADEMY OF COURT REPORTING INC,163,0,5403
The Academy of Radio and TV Broadcasting,40,0,6285
ACADEMY PACIFIC BUSINESS AND TRAVEL COLLEGE,256,0.0156,5405
Avalon School of Cosmetology-Alameda,51,0,1659
College of Alameda,2246,0,317
Allan Hancock College,4593,0,431
American Academy of Dramatic Arts-Los Angeles,192,0.0938,5594
American Baptist Seminary of the West,NULL,NULL,7317
American Film Institute Conservatory,NULL,NULL,11861
American Beauty College,30,0,1920
AMERICAN INTERCONTINENTAL UNIVERSITY,506,0.5672,10583
American Career College-Los Angeles,887,0.0158,1014
American Conservatory Theater,8,0,11200
American River College,13031,0,255
BRYMAN COLLEGE-SOUTH CAMPUS,380,0.0026,334
Antelope Valley College,5156,0,379
Art Center College of Design,1308,0.2171,12653
Associated Technical College-Los Angeles,278,0,196922
Associated Technical College-San Diego,210,0.0238,2555
ASSOCIATED TECHNICAL COLLEGE,76,0,6266
Azusa Pacific University,2795,0.0408,13035
Bakersfield College,7762,0,395
Barstow Community College,1434,0,175
Bellus Academy-National City,83,0,2494
BETHANY COLLEGE OF THE ASSEMBLIES OF GOD,498,0,6969
Biola University,2341,0.0359,10081
BJORNS HAIRSTYLING ACADEMY,13,0,4695
BROOKS COLLEGE,1119,0.0197,12436
Brooks Institute,333,0.2553,8380
Brownson Technical School,39,0,3091
Bryan University,223,0,3536
Butte College,6804,0,524
Phillips Graduate Institute,NULL,NULL,19295
California Institute of Integral Studies,54,0,86937
CALIFORNIA PARAMEDICAL AND TECHNICAL COLLEGE,487,0,333
Cabrillo College,5820,0,376
California Baptist University,1653,0,5865
California College of the Arts,1004,0.1026,14338
University of California-Hastings College of Law,NULL,NULL,10267
California Institute of Technology,901,0.0943,8226
California Lutheran University,1750,0.0469,8776
California Polytechnic State University-San Luis Obispo,15347,0.0081,2545
CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-FRESNO,NULL,NULL,12804
CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-LA,NULL,NULL,8284
Alliant International University-San Diego,NULL,NULL,9696
CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-ALAMEDA,NULL,NULL,9069
California State University-Bakersfield,4223,0.0225,2355
California State University-Stanislaus,4992,0.0144,2099
California State University-San Bernardino,9636,0.026,3152
California State Polytechnic University-Pomona,15351,0.0479,2664
California State University-Chico,13196,0.0211,2431
California State University-Dominguez Hills,7834,0.0181,3216
California State University-Fresno,14518,0.0333,2487
California State University-Fullerton,21279,0.0383,3000
California State University-East Bay,9626,0.0355,3132
California State University-Long Beach,22868,0.0398,2931
California State University-Los Angeles,13935,0.0413,2494
California State University-Northridge,20955,0.0306,3060
California State University-Sacramento,18702,0.0187,2844
University of California-Berkeley,22259,0.037,7347
University of California-Davis,19258,0.0125,6121
University of California-Irvine,14336,0.0302,6110
University of California-Los Angeles,24101,0.0259,7018
University of California-Riverside,9125,0.0168,6176
University of California-San Diego,15818,0.0106,6024
University of California-San Francisco,36,0,4783
University of California-Santa Barbara,17048,0.0114,5086
University of California-Santa Cruz,9921,0.0077,6620
Sofia University,NULL,NULL,12631
California Beauty School,71,0,654
CALIFORNIA BUSINESS INSTITUTE,183,0,3626
California Christian College,129,0.5969,1921
CALIFORNIA COLLEGE FOR HEALTH SCIENCES,71,0.0282,4871
CALIFORNIA COLLEGE OF PODIATRIC MEDICINE,NULL,NULL,18372
Le Cordon Bleu College of Culinary Arts-San Francisco,533,0,11644
California Hair Design Academy,64,0,3839
California Institute of the Arts,777,0.0991,11905
The California Maritime Academy,436,0.0138,5422
CALIFORNIA PARAMEDICAL AND TECHNICAL COLLEGE,208,0,903
California Western School of Law,NULL,NULL,17449
Canada College,2094,0,664
College of the Canyons,637,0,493
Career Academy of Beauty,141,0,5548
Casa Loma College-Van Nuys,128,0,3264
CET-San Diego,54,0,6777
CET-Sobrato,269,0,9225
CET-El Centro,197,0,5045
CET-San Bernardino,148,0,6676
CET-Watsonville,73,0,8701
CET-Gilroy,67,0,8075
CET-Salinas,38,0,7586
Cerritos College,15703,0,494
Cerro Coso Community College,1889,0,572
Chabot College,8418,0,416
Chaffey College,9408,0,508
Chapman University,2486,0.0358,11001
Charles R Drew University of Medicine and Science,163,0,7067
Concordia University-Irvine,694,0.0375,8068
San Diego Christian College,648,0.0247,6023
Church Divinity School of the Pacific,NULL,NULL,4197
Citrus College,9317,0,542
City College of San Francisco,13679,0,562
Claremont Graduate University,NULL,NULL,16466
Claremont McKenna College,1024,0.042,12107
Milan Institute-Visalia,151,0,6941
CLEVELAND CHIROPRACTIC COLLEGE OF LOS ANGELES,86,0.0116,11337
Clovis Adult Education,366,0,2926
Coastline Community College,4157,0,262
Cogswell College,500,0.014,7528
Coleman University,1044,0,9672
COBA Academy,97,0,5746
COLLEGE OF OCEANEERING,291,0.0172,7773
Western University of Health Sciences,226,0,18011
Columbia College,1328,0,671
Columbia College-Hollywood,144,0.3403,10581
El Camino College-Compton Center,2513,0,38
COMPUTER LEARNING CENTER,1076,0,9608
COMPUTER LEARNING CENTER,229,0,10935
COMPUTER LEARNING CENTER OF ANAHEIM,295,0,11136
CONTEMPO SCHOOL OF BEAUTY,62,0,1948
SAN FERNANDO BEAUTY ACADEMY,133,0,2521
Contra Costa College,3237,0,591
Cosumnes River College,7843,0,451
BRYAN COLLEGE-SAN FRANCISCO,88,0,4864
Crafton Hills College,2514,0,213
Cuesta College,6644,0,594
Cuyamaca College,3463,0,993
CYNTHIAS BEAUTY ACADEMY,329,0,2079
Cypress College,7718,0,298
D-Q UNIVERSITY,131,0.0076,701
DANIEL FREEMAN HOSPITAL PARAMEDIC SCHOOL,69,0,3779
De Anza College,11919,0,338
DEEP SPRINGS COLLEGE,19,0,38016
Dell'Arte International School of Physical Theatre,40,0.375,7464
College of the Desert,4768,0,555
Design Institute of San Diego,265,0.0189,9082
DEVRY INSTITUTE OF TECHNOLOGY-POMONA,3561,0.0118,4650
Diablo Valley College,12229,0,181
Dominican University of California,946,0.0275,13411
Dominican School of Philosophy & Theology,9,0,6602
DON BOSCO TECHNICAL INSTITUTE,103,0,27278
East Los Angeles College,7151,0,324
EAST LOS ANGELES OCCUPATIONAL CENTER,3412,0,34
Marinello Schools of Beauty-Santa Clara,46,0,2636
EDUCATIONAL CULTURAL COMPLEX,14269,0.0102,4
El Camino Community College District,13379,0,366
Elegance International,29,0.4483,10038
ELEGANTE BEAUTY COLLEGE,59,0,1362
Marinello Schools of Beauty-Burbank,31,0,1358
Marinello Schools of Beauty-Moreno Valley,49,0,2190
Emperor's College of Traditional Oriental Medicine,NULL,NULL,29023
Empire College,387,0,3702
Evergreen Valley College,6461,0,425
Fashion Institute of Design & Merchandising-Los Angeles,1904,0.1429,0
FASHION CAREERS OF CALIFORNIA,105,0,6963
Fashion Institute of Design & Merchandising-San Francisco,537,0.0838,0
Fashion Institute of Design & Merchandising-Orange County,217,0.0092,0
Feather River Community College District,486,0,622
Federico Beauty Institute,113,0,2209
Fielding Graduate University,NULL,NULL,10642
Five Branches University,NULL,NULL,3769
Foothill College,5836,0,549
Fredrick and Charles Beauty College,43,0,908
Fresno City College,11491,0,452
Fresno Pacific University,754,0.0464,10848
Fuller Theological Seminary in California,NULL,NULL,29701
Fullerton College,12390,0,213
GALEN COLLEGE OF MEDICAL AND DENTAL ASSISTANTS,149,0,7853
GALEN COLLEGE OF MEDICAL AND DENTAL ASSISTANTS,171,0.0117,6668
GALEN COLLEGE OF MEDICAL AND DENTAL ASSISTANTS,63,0,5632
Gavilan College,1650,0,244
Gemological Institute of America-Carlsbad,13517,0.0174,822
Glendale Community College,8672,0,661
Glendale Career College,1108,0,5535
GOLDEN GATE UNIVERSITY-MONTEREY,119,0.1849,121006
Golden Gate University-San Francisco,164,0.1768,109201
Golden West College,6961,0,349
Graduate Theological Union,NULL,NULL,2981
Grossmont College,10976,0,282
Salon Success Academy-Riverside,60,0,110
Hartnell College,4093,0,446
Harvey Mudd College,705,0.0241,14661
Heald College-Rancho Cordova,532,0,5030
Heald College-Fresno,631,0,7743
HEALD COLLEGE SCHOOL OF BUSINESS-SANTA ROSA,298,0.0034,9558
Heald College-San Jose,737,0,6085
Heald College-San Francisco,1244,0.0338,2392
Heald College-Concord,445,0,8272
HEALD COLLEGE SCHOOL OF TECHNOLOGY,707,0,6094
Hilltop Beauty School,115,0,1765
Holy Names University,397,0.0705,9110
Humboldt State University,6534,0.0063,2360
Humphreys College-Stockton and Modesto Campuses,135,0,11564
HUNTINGTON COLLEGE OF DENTAL TECHNOLOGY,43,0,14614
HUNTINGTON MEMORIAL HOSPITAL SCHOOL OF XRAY TECHN,7,0,0
Imperial Valley College,4103,0,191
Institute for Business and Technology,275,0,4615
INSTITUTE OF COMPUTER TECHNOLOGY,225,0.2044,1977
Interior Designers Institute,227,0.0441,7499
INTERNATIONAL AIR ACADEMY,295,0.0271,6058
Toni & Guy Hairdressing Academy-Santa Monica,41,0,2005
Irvine Valley College,4793,0,630
ITT Technical Institute-National City,828,0.1147,5324
ITT Technical Institute-San Dimas,362,0.1519,6125
ITT Technical Institute-Orange,702,0.2179,5802
Bellus Academy-El Cajon,168,0,1748
JESUIT SCHOOL OF THEOLOGY AT BERKELEY,NULL,NULL,8871
John F. Kennedy University,245,0,39054
American Jewish University,97,0.0206,22990
Reedley College,5004,0,312
Life Pacific College,495,0.0121,5577
Argosy University-The Art Institute of California-San Diego,267,0.0749,2187
University of La Verne,3168,0.0009,7611
Laguna College of Art and Design,210,0.1,3662
LAKE FOREST BEAUTY COLLEGE,0,0,NULL
Lake Tahoe Community College,910,0,466
Lancaster Beauty School,82,0,867
Laney College,4978,0,141
Lassen Community College,837,0,168
Life Chiropractic College West,NULL,NULL,11800
La Sierra University,1148,0.0784,11622
Loma Linda University,1137,0.0369,18118
Long Beach City College,11247,0,383
Southern California University of Health Sciences,NULL,NULL,14591
Los Angeles Harbor College,3375,0,313
Los Angeles Pierce College,6984,0,317
Los Angeles Southwest College,2112,0,443
Los Angeles Trade Technical College,3362,0,363
Los Angeles Valley College,6337,0,288
The Master's College and Seminary,959,0.0104,8541
Los Angeles City College,6772,0,323
Los Angeles County College of Nursing and Allied Health,152,0,4370
Los Angeles Mission College,2097,0,334
Los Medanos College,3632,0,555
Argosy University-The Art Institute of California-San Francisco,77,0.0779,102968
LOYOLA LAW SCHOOL,NULL,NULL,18155
Loyola Marymount University,4327,0.0337,14673
Manchester Beauty College,56,0,1008
Tulare Beauty College,34,0,2608
Lyles Fresno College of Beauty,91,0,9078
Lytles Redwood Empire Beauty College Inc,70,0,1459
MTI Business College Inc,181,0,1721
MTI College,697,0,800
Brightwood College-Sacramento,128,0.0078,8281
Brightwood College-San Diego,341,0,5324
Brightwood College-Vista,483,0,6412
MARIN BEAUTY COLLEGE,45,0,1407
College of Marin,2881,0,849
Marinello Schools of Beauty-Los Angeles,38,0,2440
MARINELLO SCHOOL OF BEAUTY,44,0,2213
MARINELLO SCHOOL OF BEAUTY,62,0,2062
MARINELLO SCHOOL OF BEAUTY,23,0,1726
MARINELLO SCHOOL OF BEAUTY,61,0,2077
MARINELLO SCHOOL OF BEAUTY,89,0,2417
MARINELLO SCHOOL OF BEAUTY,23,0,1566
MARINELLO SCHOOL OF BEAUTY,39,0,2356
MARINELLO SCHOOL OF BEAUTY,77,0,1653
MARINELLO SCHOOL OF BEAUTY,62,0,1514
Marymount California University,923,0.1755,12162
MASTERS INSTITUTE,1222,0,5533
UNIVERSITY OF THE PACIFIC-MCGEORGE SCHOOL OF LAW,1400,0.0514,248
Mendocino College,1647,0,315
Menlo College,534,0.161,12384
MENNONITE BRETHREN BIBLICAL SEMINARY,NULL,NULL,4862
Merced College,4601,0,324
Merritt College,1969,0,285
Mills College,741,0.0067,10656
MiraCosta College,4307,0,510
Marinello Schools of Beauty-San Francisco,77,0,2201
Mission College,3963,0,1052
Modern Beauty Academy,59,0,2346
Brightwood College-North Hollywood,403,0,7759
Modesto Junior College,9790,0,144
MOLER BARBER COLLEGE,17,0,2156
Moler Barber College,51,0,823
Middlebury Institute of International Studies at Monterey,22,0.3182,10245
Monterey Peninsula College,2913,0,584
MONTESSORI WESTERN TEACHER TRAINING PROGRAM,0,0,5223
Moorpark College,7414,0,477
MORO BEAUTY COLLEGE,150,0,1347
Mt San Antonio College,15073,0,738
Mount Saint Mary's University,1687,0.0053,11909
Mt San Jacinto Community College District,4805,0,306
Musicians Institute,559,0.5009,4533
Napa Valley College,2886,0,513
BRYMAN COLLEGE,420,0,2745
Everest College-Reseda,392,0,5946
BRYMAN COLLEGE,367,0.0218,5792
BRYMAN COLLEGE-NORTH CAMPUS,27,0,3462
Everest College-Gardena,393,0,6256
Everest College-Alhambra,493,0.2272,4405
Everest College-San Bernardino,277,0.0144,4419
The National Hispanic University,178,0.0281,3520
National Holistic Institute,477,0.0021,5721
National University,4393,0.0248,6021
NEW COLLEGE FOR ADVANCED CHRISTIAN STUDY-BERKELEY,1,0,0
NEW COLLEGE OF CALIFORNIA,520,0.0596,9189
Newschool of Architecture and Design,81,0.037,14637
MARINELLO SCHOOL OF BEAUTY,93,0,2562
NEWBERRY SCHOOL OF BEAUTY,81,0,5271
Newberry School of Beauty,76,0,5271
North Adrian's College of Beauty Inc,67,0,3365
North-West College-Pomona,166,0,5759
North-West College-West Covina,186,0,1306
North-West College-Pasadena,84,0,1242
Notre Dame de Namur University,983,0.0905,10085
Occidental College,1529,0.0347,12139
Oceanside College of Beauty,75,0,1682
Ohlone College,4667,0,446
Orange Coast College,15759,0,904
Otis College of Art and Design,763,0.1442,23675
Oxnard College,2728,0,471
Hope International University,706,0.0652,7175
Concorde Career College-San Diego,205,0,5202
Palo Alto University,NULL,NULL,18239
Pacific Lutheran Theological Seminary,NULL,NULL,3204
Pacific Oaks College,247,0.004,13035
Pacific School of Religion,NULL,NULL,4211
Pacific States University,31,0.9677,83018
PACIFIC TRAVEL TRADE SCHOOL,584,0,3502
Pacific Union College,1554,0.0534,15844
University of the Pacific,1402,0.0514,58040
PAGE ANTELOPE VALLEY BEAUTY SCHOOL,51,0,713
PALMER COLLEGE OF CHIROPRACTIC-WEST,NULL,NULL,12836
Palo Verde College,370,0,112
Palomar College,12338,0,462
PARAMOUNT SCHOOL OF BEAUTY,50,0,85
Paris Beauty College,144,0,1325
Pasadena City College,16272,0,603
PATTEN COLLEGE,574,0.0801,2132
Pepperdine University,3233,0.0789,16276
Pitzer College,880,0.0568,15494
Platt College-San Diego,290,0.0034,3523
Point Loma Nazarene University,2301,0.0139,9511
Pomona College,1571,0.021,13193
Porterville College,1692,0,387
Westwood College-South Bay,80,0,10360
Professional Institute of Beauty,85,0,2222
LAREI,NULL,NULL,NULL
Santa Ana College,7629,0,471
Pardee RAND Graduate School,NULL,NULL,16028
University of Redlands,2737,0.027,9404
College of the Redwoods,3445,0,419
Salon Success Academy-Upland,106,0,215
Salon Success Academy-Corona,40,0,193
Rio Hondo College,8146,0,444
Riverside City College,13542,0,228
Argosy University-San Francisco Bay Area,NULL,NULL,NULL
Rosemead Beauty School,151,0.0464,5161
EDUCORP CAREER COLLEGE,332,0,2197
Dongguk University-Los Angeles,NULL,NULL,3112
Sacramento City College,10273,0,282
Saddleback College,7673,0,358
SAINT JOHNS SEMINARY COLLEGE,61,0,6933
SAMRA UNIVERSITY OF ORIENTAL MEDICINE,7,0,9164
Samuel Merritt University,275,0.0036,16626
San Diego City College,9574,0,324
Golf Academy of America-Carlsbad,198,0.1768,5481
San Diego Mesa College,14527,0,308
San Diego Miramar College,3905,0,329
San Diego State University,25773,0.017,2994
University of San Diego,4439,0.0419,14154
San Francisco Art Institute,500,0.062,10616
San Francisco Conservatory of Music,155,0.1548,18821
San Francisco State University,21044,0.0543,3214
San Francisco Theological Seminary,NULL,NULL,4363
University of San Francisco,4570,0.0871,14996
San Joaquin College of Law,0,0,19186
San Joaquin Delta College,8432,0,275
SAN JOAQUIN GENERAL HOSPITAL SCHOOL OF RAD TECHN,17,0,NULL
San Joaquin Valley College-Visalia,542,0,4134
SAN JOAQUIN VALLEY COLLEGE,580,0,3747
William Jessup University,366,0.1011,7334
San Jose City College,6230,0,458
San Jose State University,20681,0.0353,2853
College of San Mateo,6349,0,705
Santa Barbara Business College-Bakersfield,358,0,6375
Santa Barbara Business College-Santa Maria,241,0,5081
Santa Barbara City College,7689,0,649
Santa Clara University,4311,0.029,13095
Santa Monica College,12801,0,1084
Santa Rosa Junior College,11727,0,554
Saybrook University,NULL,NULL,30121
SCHOOL OF COMMUNICATIONS ELECTRONICS,56,0,7477
Scripps College,776,0.0245,17041
Wyotech-Fremont,726,0,5681
College of the Sequoias,7788,0,224
Shasta College,5462,0,289
Sierra College,10113,0,598
Sierra College of Beauty,70,0,2260
Sierra Valley College of Court Reporting,151,0,2172
Simpson University,1021,0.0029,5108
College of the Siskiyous,991,0,732
Charles A Jones Career and Education Center,2785,0,167
Skyline College,4687,0,344
San Bernardino Valley College,4968,0,180
Saint Mary's College of California,3234,0.0297,8103
Solano Community College,5602,0,285
Sonoma State University,5856,0.0155,2949
Pinnacle College,31,0,11320
South Baylo University,NULL,NULL,11692
South Coast College,435,0,2925
Vanguard University of Southern California,1180,0.0161,6943
Concorde Career College-Garden Grove,327,0,5319
Southwestern College,9620,0,293
St John's Seminary,NULL,NULL,8931
Starr King School for the Ministry,NULL,NULL,5142
Marshall B Ketchum University,NULL,NULL,18096
Southern California Institute of Architecture,168,0.1607,16834
University of Southern California,15218,0.0772,13544
