INSTNM,UGDS,UGDS_NRA,TUITFTE
Hot Springs Beauty College,62,0,2227
Jefferson Regional Medical Center School of Nursing,98,0,179
John Brown University,1608,0.0628,8032
Lees School of Cosmetology,26,0,32088
Career Academy of Hair Design,71,0,2519
Marsha Kay Beauty College,16,0,528
Academy of Salon and Spa,35,0,2459
Arkansas State University Mid-South,965,0.0041,967
Arkansas Northeastern College,1559,0,846
Margaret's Hair Academy Inc,35,0,1522
New Tyler Barber College Inc,55,0,2941
North Arkansas College,1715,0,651
Northwest Technical Institute,261,0,1228
Ouachita Baptist University,1421,0.038,5756
College of the Ouachitas,773,0.0052,1223
Ozarka College,781,0,874
University of the Ozarks,628,0.1465,8634
University of Arkansas Community College-Morrilton,1653,0,1119
Philander Smith College,785,0.0127,6966
Phillips Community College of the University of Arkansas,1389,0,637
Southeast Arkansas College,1670,0.0006,1017
Professional Cosmetology Education Center,86,0,7236
Pulaski Technical College,6794,0.0031,1129
University of Arkansas Community College-Hope,923,0.0022,1352
Rich Mountain Community College,647,0,956
Paul Mitchell the School-Arkansas,60,0,2879
Searcy Beauty College,63,0,2527
Williams Baptist College,513,0.0136,5055
South Arkansas Community College,1184,0,1638
Southern Arkansas University Main Campus,2683,0.0537,2285
Southern Arkansas University Tech,757,0,1402
Velvatex College of Beauty Culture,15,0,651
University of Arkansas-Fort Smith,5912,0.0007,1639
Abram Friedman Occupational Center,NULL,NULL,NULL
Academy of Art University,6596,0.1507,17493
ITT Technical Institute-Rancho Cordova,697,0,14492
Academy of Chinese Culture and Health Sciences,NULL,NULL,11266
Academy of Professional Careers,125,0,7806
The Academy of Radio and TV Broadcasting,93,0,28014
Academy Pacific Travel College,124,0.0081,8405
Avalon School of Cosmetology-Alameda,93,0,1733
College of Alameda,1921,0.0239,729
Allan Hancock College,5703,0.0011,579
American Academy of Dramatic Arts-Los Angeles,278,0.1763,15838
American Baptist Seminary of the West,NULL,NULL,5406
American Film Institute Conservatory,NULL,NULL,21420
American Intercontinental University,1528,0,12002
American Career College-Los Angeles,1261,0,10988
American Conservatory Theater,3,0,6357
American River College,19249,0.006,618
Bryman College-Hayward,456,0.0044,8513
Antelope Valley College,7225,0.0021,438
Art Center College of Design,1499,0.1594,23692
Associated Technical College-Los Angeles,278,0,10557
Associated Technical College-San Diego,41,0,33836
Azusa Pacific University,4602,0.0174,15700
Bakersfield College,11244,0.0032,558
Barstow Community College,1907,0.001,361
Bellus Academy-National City,186,0,5256
Bethany University,515,0.0175,9183
Bethesda University,223,0.6726,6573
Biola University,3589,0.024,13239
Brooks College,826,0,12791
Brooks Institute,2467,0.0255,10667
Brownson Technical School,38,0,8688
Bryan University,40,0.15,8194
Butte College,7396,0.0118,553
Phillips Graduate Institute,NULL,NULL,16995
California Institute of Integral Studies,55,0,13804
Cabrillo College,7093,0.008,831
California Baptist University,2392,0.0121,11655
California College of the Arts,1312,0.0694,18688
University of California-Hastings College of Law,NULL,NULL,15208
California Institute of Technology,913,0.0701,8827
California Lutheran University,2087,0.0249,11092
California Polytechnic State University-San Luis Obispo,17509,0.0094,3746
Alliant International University,NULL,NULL,15073
Alliant International University,NULL,NULL,10632
Alliant International University-San Diego,250,0.28,16102
Alliant International University,NULL,NULL,12367
California State University-Bakersfield,5998,0.0192,2473
California State University-Stanislaus,6479,0.0134,2049
California State University-San Bernardino,12686,0.0302,2245
California State Polytechnic University-Pomona,18010,0.0509,2823
California State University-Chico,14525,0.0157,2973
California State University-Dominguez Hills,9071,0.0216,3008
California State University-Fresno,17557,0.0318,2993
California State University-Fullerton,29580,0.0385,3789
California State University-East Bay,9381,0.0535,3878
California State University-Long Beach,28719,0.0475,3312
California State University-Los Angeles,14991,0.0414,3101
California State University-Northridge,27039,0.0518,2975
California State University-Sacramento,23256,0.0132,3137
University of California-Berkeley,23447,0.0331,8192
University of California-Davis,22596,0.0155,7068
University of California-Irvine,19930,0.0301,6745
University of California-Los Angeles,24811,0.036,7618
University of California-Riverside,14555,0.0203,6264
University of California-San Diego,20652,0.0253,6805
University of California-San Francisco,NULL,NULL,11238
University of California-Santa Barbara,18044,0.0139,6633
University of California-Santa Cruz,13588,0.0085,6674
Sofia University,NULL,NULL,18339
California Beauty School,155,0,2551
California Christian College,35,0,6718
California College-San Diego,409,0,3031
Le Cordon Bleu College of Culinary Arts-San Francisco,3607,0.0122,16948
California Hair Design Academy,203,0,3347
California Institute of the Arts,821,0.078,18037
The California Maritime Academy,859,0.014,5257
California Western School of Law,NULL,NULL,25348
Canada College,3123,0.0106,788
College of the Canyons,7848,0.0113,973
Career Academy of Beauty,166,0,2640
Casa Loma College-Van Nuys,467,0,6044
CET-San Diego,122,0,1414
CET-Sobrato,338,0,3625
CET-El Centro,222,0,327
CET-San Bernardino,63,0,1897
CET-Watsonville,93,0,386
CET-Gilroy,85,0,632
CET-Salinas,50,0,587
Cerritos College,16339,0.022,592
Cerro Coso Community College,2394,0.0029,636
Chabot College,9260,0.009,761
Chaffey College,10635,0.0115,639
Chapman University,3839,0.0195,15789
Charles R Drew University of Medicine and Science,145,0.0138,17722
Concordia University-Irvine,1419,0.0585,8770
San Diego Christian College,508,0.0236,12556
Church Divinity School of the Pacific,NULL,NULL,5262
Citrus College,10317,0.0399,1006
City College of San Francisco,21718,0.0298,943
Claremont Graduate University,NULL,NULL,21630
Claremont McKenna College,1140,0.0412,18303
Milan Institute-Visalia,518,0,6475
Cleveland Chiropractic College of Los Angeles,126,0.0238,13541
Clovis Adult Education,1092,0,6061
Coastline Community College,4459,0.0031,1275
Cogswell College,282,0,14474
Coleman University,431,0,6219
COBA Academy,79,0,3546
College of Oceaneering,246,0,7044
Western University of Health Sciences,NULL,NULL,27876
Columbia College,1421,0.0028,763
Columbia College-Hollywood,213,0.1408,8585
El Camino College-Compton Center,2452,0.0029,261
San Fernando Beauty Academy,642,0,2518
Contra Costa College,4094,0.0156,808
Cosumnes River College,8486,0.0059,647
Crafton Hills College,3587,0.0014,355
Cuesta College,6899,0.0048,784
Cuyamaca College,4834,0.0081,700
Cynthias Beauty Academy,275,0,1833
Cypress College,15107,0.0127,636
De Anza College,15084,0.0684,1660
Dell'Arte International School of Physical Theatre,22,0.0909,9609
College of the Desert,5446,0.0288,893
Design Institute of San Diego,481,0.0291,18758
DeVry University-California,5233,0.0164,11048
Diablo Valley College,12130,0.0599,1227
Dominican University of California,1364,0.0257,13958
Dominican School of Philosophy & Theology,10,0.1,8481
Don Bosco Technical Institute,86,0,32831
East Los Angeles College,8244,0.0188,430
Marinello Schools of Beauty-Santa Clara,44,0,271
Centers for Education and Technology,NULL,NULL,NULL
El Camino Community College District,14457,0.0331,871
Elegance International,70,0.1,7450
Marinello Schools of Beauty,161,0,3595
Marinello Schools of Beauty-Burbank,242,0,3209
Marinello Schools of Beauty-Moreno Valley,190,0,3112
Emperor's College of Traditional Oriental Medicine,NULL,NULL,17429
Empire College,1024,0,5499
Evergreen Valley College,4844,0.0068,656
Fashion Institute of Design & Merchandising-Los Angeles,3522,0.0704,19072
Fashion Careers College,101,0.0198,59940
Fashion Institute of Design & Merchandising-San Francisco,936,0.0203,20473
Fashion Institute of Design & Merchandising-Orange County,535,0.0168,21091
Feather River Community College District,708,0.0155,537
Federico Beauty Institute,294,0,5136
Fielding Graduate University,NULL,NULL,19174
Five Branches University,NULL,NULL,6292
Foothill College,7100,0.0244,1431
Franciscan School of Theology,NULL,NULL,6932
Fredrick and Charles Beauty College,69,0,3519
Fresno City College,10523,0.0012,321
Fresno Pacific University,1077,0.0269,12768
Fuller Theological Seminary in California,NULL,NULL,9292
Fullerton College,14410,0.016,796
Galen College of Medical and Dental Assistants,86,0,8049
Galen College of Medical and Dental Assistants,136,0,6700
Gavilan College,2424,0.0008,472
Gemological Institute of America-Carlsbad,3478,0.1202,21639
Glendale Community College,9889,0.0408,873
Glendale Career College,455,0,7879
Golden Gate University-San Francisco,567,0.0811,16561
Golden West College,9327,0.0218,768
Graduate Theological Union,NULL,NULL,5459
Grossmont College,12810,0.0336,746
Salon Success Academy-Riverside,57,0,1833
Harbor Occupational Center,NULL,NULL,NULL
Hartnell College,4237,0.0047,629
Harvey Mudd College,742,0.0391,19446
Heald College-Rancho Cordova,471,0,5654
Heald College-Fresno,729,0,5452
Heald College-San Jose,639,0,6420
Heald College-San Francisco,389,0,8437
Heald College-Concord,639,0,6440
Heartwood Institute,27,0,19539
Hilltop Beauty School,150,0,2506
Holy Names University,657,0.0639,10408
Pacifica Graduate Institute,NULL,NULL,32158
Humboldt State University,6575,0.0088,3173
Humphreys College-Stockton and Modesto Campuses,894,0.0022,5549
Imperial Valley College,4883,0.001,479
Institute for Business and Technology,613,0.0147,9912
Institute of Computer Technology,167,0.0958,2352
Interior Designers Institute,498,0.006,8494
Toni & Guy Hairdressing Academy-Santa Monica,65,0,2942
Irvine Valley College,5032,0.0574,1078
ITT Technical Institute-National City,1045,0,14668
ITT Technical Institute-San Dimas,919,0,38692
ITT Technical Institute-Orange,714,0,13509
Bellus Academy-El Cajon,71,0,12739
Jesuit School of Theology at Berkeley,NULL,NULL,9148
John F. Kennedy University,379,0.0422,14798
American Jewish University,125,0,11151
Reedley College,4898,0.0006,379
Life Pacific College,593,0.0051,7672
Argosy University-The Art Institute of California-San Diego,1911,0.0136,14505
University of La Verne,4167,0.0118,11611
Laguna College of Art and Design,327,0.0214,14063
Lake Forest Beauty College,12,0,8438
Lake Tahoe Community College,1007,0.0079,978
Lancaster Beauty School,66,0,7219
Laney College,3103,0.0509,584
Lassen Community College,971,0.001,647
Life Chiropractic College West,NULL,NULL,15446
Lincoln University,24,0.625,27516
Southern California Seminary,66,0.1515,3919
La Sierra University,1586,0.1015,15919
Loma Linda University,976,0.0348,19634
Long Beach City College,11226,0.0233,601
Southern California University of Health Sciences,NULL,NULL,14645
Los Angeles Harbor College,3361,0.0167,712
Los Angeles Pierce College,8750,0.0181,811
Los Angeles Southwest College,2572,0.0047,230
Los Angeles Trade Technical College,3643,0.0091,309
Los Angeles Valley College,7809,0.0095,605
The Master's College and Seminary,1151,0.0295,7870
Los Angeles City College,7368,0.0377,647
Los Angeles County College of Nursing and Allied Health,266,0,3464
Los Angeles Mission College,2788,0.0154,671
Los Medanos College,4589,0.0061,869
Argosy University-The Art Institute of California-San Francisco,1578,0.0076,14631
Loyola Marymount University,5419,0.0151,21049
Manchester Beauty College,104,0,2048
Tulare Beauty College,44,0,3009
Lyles Bakersfield College of Beauty,177,0.0056,2381
Lyles Fresno College of Beauty,73,0,5014
Lytles Redwood Empire Beauty College Inc,63,0,17074
MTI Business College Inc,196,0,1079
MTI College,815,0,9987
Brightwood College-Sacramento,323,0,NULL
Brightwood College-San Diego,585,0,5
Brightwood College-Vista,373,0,13118
College of Marin,2389,0.0134,1446
Marinello Schools of Beauty-Los Angeles,162,0,519
Marinello School of Beauty,108,0,509
Marinello School of Beauty,127,0,541
Marinello School of Beauty,129,0,660
Marinello School of Beauty,168,0,896
Marinello School of Beauty,130,0,895
Marinello School of Beauty,209,0,550
Marinello School of Beauty,144,0,1185
Marinello School of Beauty,239,0,489
Marinello School of Beauty,133,0,836
Marymount California University,723,0.1065,16023
Mendocino College,2288,0,341
Menlo College,769,0.1027,12608
Mennonite Brethren Biblical Seminary,NULL,NULL,15905
Merced College,7371,0.0066,319
Merritt College,1744,0.0172,649
Mills College,881,0.0556,13965
MiraCosta College,6383,0.029,1099
Marinello Schools of Beauty-San Francisco,144,0,1242
Mission College,4388,0.0248,737
Modern Beauty Academy,81,0,1108
Brightwood College-North Hollywood,874,0,3447
Modesto Junior College,11594,0.0032,646
Moler Barber College,24,0,2698
Middlebury Institute of International Studies at Monterey,9,0.2222,12982
Monterey Peninsula College,3343,0.0233,643
Moorpark College,9587,0.0082,827
Mt San Antonio College,19187,0.0147,943
Mount Saint Mary's University,1971,0.003,15539
Mt San Jacinto Community College District,7426,0.0013,544
Musicians Institute,1008,0.1409,17082
Napa Valley College,2360,0.0004,829
Bryman College,649,0,8889
Everest College-Reseda,693,0.0058,3249
Bryman College,946,0.0433,7084
Bryman College-San Jose,605,0,10174
Everest College-Gardena,791,0,9797
Everest College-Alhambra,813,0.0037,10350
Everest College-San Bernardino,943,0,9786
The National Hispanic University,427,0,4214
National Holistic Institute,477,0.0629,9324
National University,6186,0.0099,7900
New College of California,319,0.0063,13835
Newschool of Architecture and Design,175,0.0286,12863
Marinello School of Beauty,193,0,2145
Newberry School of Beauty,289,0,2482
North Adrian's College of Beauty Inc,150,0,1881
North-West College-Pomona,127,0,2753
North-West College-West Covina,291,0,1918
North-West College-Pasadena,76,0,3954
Notre Dame de Namur University,886,0.0384,14772
Occidental College,1808,0.0293,18554
Oceanside College of Beauty,79,0,4086
Ohlone College,4356,0.0115,877
Orange Coast College,17061,0.0192,671
Otis College of Art and Design,1038,0.1118,18163
Oxnard College,3489,0.01,576
Hope International University,826,0.0303,6388
Concorde Career College-San Diego,426,0,181
Palo Alto University,NULL,NULL,22403
Pacific Lutheran Theological Seminary,NULL,NULL,4761
Pacific Oaks College,222,0.0045,16646
Pacific School of Religion,NULL,NULL,5250
Pacific States University,26,0,27426
Pacific Union College,1439,0.0771,13129
University of the Pacific,3436,0.0224,21736
Palmer College of Chiropractic-West,NULL,NULL,20563
Palo Verde College,1009,0,246
Palomar College,13552,0.0138,946
Marinello Schools of Beauty,158,0,612
Paris Beauty College,228,0,3291
Pasadena City College,18528,0.0411,980
Patten University,668,0,4918
Pepperdine University,3169,0.0596,19742
Pitzer College,963,0.0208,34286
Platt College-San Diego,253,0,10399
Point Loma Nazarene University,2360,0.0068,12690
Pomona College,1533,0.0209,17097
Porterville College,2331,0.0017,491
Westwood College-South Bay,554,0.0036,24460
Professional Institute of Beauty,87,0,2247
Santa Ana College,8603,0.0321,730
Pardee RAND Graduate School,NULL,NULL,14436
University of Redlands,3080,0.011,13580
College of the Redwoods,4645,0.0026,929
Salon Success Academy-Upland,53,0,3656
Salon Success Academy-Corona,65,0,2938
Rio Hondo College,10554,0.0169,598
Riverside City College,18663,0.0106,473
Argosy University-San Francisco Bay Area,43,0.0233,12251
Rosemead Beauty School,163,0,3870
Dongguk University-Los Angeles,0,0,11637
Sacramento City College,14702,0.0109,575
Saddleback College,9525,0.0216,1085
Samra University of Oriental Medicine,NULL,NULL,13158
Samuel Merritt University,353,0.0057,16802
San Diego City College,10031,0.0061,740
Golf Academy of America-Carlsbad,184,0.125,6431
San Diego Mesa College,14307,0.0131,648
San Diego Miramar College,5981,0.0057,748
San Diego State University,26271,0.0247,3820
University of San Diego,4959,0.0202,22883
San Francisco Art Institute,369,0.0894,18951
San Francisco Conservatory of Music,175,0.1657,17157
San Francisco State University,23575,0.0542,3835
San Francisco Theological Seminary,NULL,NULL,4511
University of San Francisco,5121,0.0578,18031
San Joaquin College of Law,34,0,18872
San Joaquin Delta College,10908,0.0052,526
San Joaquin Valley College-Visalia,876,0,15059
San Joaquin Valley College-Bakersfield,708,0,14937
William Jessup University,521,0.0019,9274
San Jose City College,4855,0.0058,664
San Jose State University,22733,0.0447,3779
College of San Mateo,6494,0.0174,709
Santa Barbara Business College-Bakersfield,501,0,11441
Westwood College-Los Angeles,1065,0,20834
Santa Barbara Business College-Santa Maria,394,0,10819
Santa Barbara City College,8642,0.0546,1002
Santa Clara University,4553,0.027,18014
Santa Monica College,18326,0.1109,1625
Santa Rosa Junior College,12564,0.0057,1000
Saybrook University,NULL,NULL,15338
Scripps College,879,0.0125,18635
Wyotech-Fremont,1704,0,17298
College of the Sequoias,6740,0.0013,518
Shasta Bible College and Graduate School,96,0.0208,2541
Shasta College,2461,0,760
Sierra College,12023,0.0169,967
Sierra College of Beauty,75,0,810
Sierra Valley College of Court Reporting,161,0,7268
Simpson University,922,0.0065,9484
College of the Siskiyous,1196,0.0067,605
Charles A Jones Career and Education Center,1578,0,301
Skyline College,5260,0.0105,639
San Bernardino Valley College,8575,0.0017,348
Saint Mary's College of California,3115,0.0193,21593
Solano Community College,7494,0.0019,630
Sonoma State University,6674,0.0112,3514
Pinnacle College,25,0,4001
South Baylo University,27,0,7822
South Coast College,368,0,3196
Vanguard University of Southern California,1814,0.0088,9884
Concorde Career College-Garden Grove,527,0,319
Southwestern College,10869,0.0028,451
St John's Seminary,NULL,NULL,16605
Starr King School for the Ministry,NULL,NULL,8818
Marshall B Ketchum University,NULL,NULL,23743
Southern California Institute of Architecture,204,0.1961,20386
University of Southern California,16428,0.0848,17489
Southwestern Law School,NULL,NULL,22447
Taft College,1467,0.0055,272
Claremont School of Theology,NULL,NULL,9306
Thomas Aquinas College,359,0.0696,15365
Marinello Schools of Beauty-Lake Forest,71,0,4183
Epic Bible College,42,0,5427
United Education Institute-Huntington Park Campus,3546,0,11030
Concorde Career College-San Bernardino,717,0,245
Universal College of Beauty Inc-Los Angeles 1,77,0,2794
Vallecitos CET Inc,19,0,8819
Concorde Career College-North Hollywood,487,0,349
Ventura College,6188,0.0115,781
Victor Valley Beauty College Inc,155,0,2197
Victor Valley College,7679,0,434
Berkeley City College,1605,0.0343,674
Walden University,1229,0,7608
West Hills College-Coalinga,2632,0.0148,813
West Los Angeles College,3678,0.0231,630
The University of West Los Angeles,24,0,21121
West Valley College,5288,0.0093,589
West Valley Occupational Center,NULL,NULL,NULL
Carrington College-Sacramento,1053,0,8377
Westminster Theological Seminary in California,NULL,NULL,4519
Westmont College,1358,0.0081,18823
Whittier College,1274,0.0338,21346
Woodbury University,1258,0.0604,11313
The Wright Institute,NULL,NULL,8777
Western State College of Law at Argosy University,NULL,NULL,22623
Thomas Jefferson School of Law,NULL,NULL,23103
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,119,0.084,10678
Yuba College,5065,0.0012,332
The Salon Professional Academy-Grand Junction,52,0,3410
Adams State University,2198,0.0009,1767
Aims Community College,3199,0,2916
Americana Beauty College #2,38,0,5225
Arapahoe Community College,5329,0.0126,2787
Bel-Rea Institute of Animal Technology,670,0,8960
Everest College-Colorado Springs,440,0,8403
Boulder College of Massage Therapy,220,0.0091,12833
University of Colorado Denver/Anschutz Medical Campus,7927,0.015,6701
University of Colorado Colorado Springs,6040,0.005,5151
Redstone College,576,0.0122,11775
University of Colorado Boulder,25364,0.0136,9792
Colorado Christian University,1772,0.0051,9398
Colorado College,1928,0.0171,19714
Concorde Career College-Aurora,503,0.002,258
The Art Institute of Colorado,2886,0,14485
Colorado Mountain College,2400,0.0008,2164
Colorado Northwestern Community College,627,0.008,2138
Colorado School of Mines,3103,0.0267,8245
Colorado School of Trades,122,0,7922
Colorado State University-Fort Collins,20838,0.0088,5790
Colorado Technical University-Colorado Springs,1689,0,8287
Empire Beauty School-Lakewood,59,0,11085
Community College of Aurora,4174,0.017,1985
CollegeAmerica-Denver,444,0,16761
Delta Montrose Technical College,342,0,2433
Prince Institute-Rocky Mountains,246,0,5885
Community College of Denver,5566,0.0598,1589
Lincoln College of Technology-Denver,1100,0,993
Denver Seminary,NULL,NULL,5625
Westwood College-Denver North,4900,0.0016,26030
University of Denver,4813,0.0393,18457
Emily Griffith Technical College,3854,0.0005,1407
Fort Lewis College,3825,0.0092,3429
Front Range Community College,12685,0.0089,2441
Glenwood Beauty Academy,56,0,4645
Hair Dynamics Education Center,147,0,2605
Iliff School of Theology,NULL,NULL,9539
International Salon and Spa Academy,142,0,6667
Lamar Community College,562,0,1149
Colorado Mesa University,5499,0.0051,1946
Metropolitan State University of Denver,19736,0.0071,2476
Morgan Community College,840,0.0012,1494
Naropa University,451,0.0288,15396
National American University-Colorado Springs,299,0.0067,10063
National American University-Denver,161,0.0932,10076
Nazarene Bible College,499,0.008,7441
Northeastern Junior College,1097,0.0073,1728
University of Northern Colorado,10638,0.0032,3565
Otero Junior College,1111,0.0063,1019
Everest College-Thornton,960,0,58071
Pikes Peak Community College,8475,0.0055,2090
IBMC College,439,0.0114,3069
Pueblo Community College,4554,0.002,1369
Red Rocks Community College,4482,0.0094,2732
Regis University,5673,0.0095,9816
Rocky Mountain College of Art and Design,448,0.0112,15189
Montessori Education Center of the Rockies,27,0,176
San Juan Basin Technical College,1102,0,1275
Colorado State University-Pueblo,4246,0.0151,2133
Pickens Technical College,656,0,2174
Intellitec College-Colorado Springs,515,0,1317
Intellitec College-Grand Junction,486,0,2372
Artistic Beauty Colleges-Westminster,38,0,9411
Trinidad State Junior College,1398,0.0057,893
Empire Beauty School-Thornton,77,0,7301
Western State Colorado University,2135,0,3907
Yeshiva Toras Chaim Talmudical Seminary,13,0,16297
Albertus Magnus College,1782,0.0034,8339
Paul Mitchell the School-Danbury,88,0.0227,4430
Asnuntuck Community College,918,0.0022,2901
Branford Hall Career Institute-Branford Campus,456,0,2848
Lincoln College of New England-Southington,647,0.0124,29174
Bridgeport Hospital School of Nursing,256,0,NULL
