INSTNM,UGDS,UGDS_NRA,TUITFTE
Everest College-Phoenix,2254,0.0004,13458
Collins College,892,0,12671
Empire Beauty School-Paradise Valley,87,0,5241
Empire Beauty School-Tucson,188,0,4709
Thunderbird School of Global Management,2,0,56047
American Indian College Inc,81,0,8973
American Institute of Technology,421,0,4936
Carrington College-Phoenix,785,0,12208
Carrington College-Mesa,853,0,12119
Carrington College-Tucson,592,0,11677
CollegeAmerica-Flagstaff,284,0,17538
Arizona Academy of Beauty-East,50,0,9138
Arizona Automotive Institute,1321,0,7623
Brookline College-Phoenix,1585,0,13382
Arizona State University-Tempe,58184,0.0306,10024
Arizona Western College,7915,0.0946,684
University of Arizona,30445,0.0392,10420
Southwest University of Visual Arts-Tucson,254,0,12310
Brillare Hairdressing Academy,173,0.0058,7870
Central Arizona College,6240,0.003,1081
Brown Mackie College-Tucson,726,0,8939
Charles of Italy Beauty College,82,0.0122,7623
Cochise County Community College District,3981,0.001,608
Empire Beauty School-Flagstaff,53,0,4544
Empire Beauty School-Chandler,195,0,4928
Cortiva Institute-Tucson,193,0,7117
DeVry University-Arizona,1760,0.0063,17148
Avalon School of Cosmetology-Mesa,254,0,7461
Eastern Arizona College,5430,0.0068,714
Embry-Riddle Aeronautical University-Prescott,1655,0.0405,32723
Frank Lloyd Wright School of Architecture,6,0.1667,22017
Glendale Community College,16120,0.0068,1366
Grand Canyon University,24736,0.0011,10743
Anthem College-Phoenix,2663,0.0109,6826
International Academy of Hair Design,239,0,10430
Lamson College,180,0,8238
Kaplan College-Phoenix,485,0,9102
Maricopa Beauty College LLC,69,0,10712
GateWay Community College,6576,0.0046,2058
Mesa Community College,21471,0.0113,1651
ITT Technical Institute-Tucson,518,0,20997
ITT Technical Institute-Tempe,721,0,21056
Mohave Community College,5515,0,1084
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,2842,0.0011,7389
Dine College,1969,0.0015,218
Northern Arizona University,20609,0.0379,6145
Northland Pioneer College,1814,0,1066
Ottawa University-Phoenix,409,0,4186
Phoenix College,9649,0.003,1289
Cortiva Institute-Scottsdale,107,0,14933
University of Phoenix-Phoenix-Hohokam Campus,4270,0.0201,8958
Pima Community College,33110,0.0128,1377
Pima Medical Institute-Tucson,1617,0,5510
Pima Medical Institute-Albuquerque,1064,0.0009,4232
Prescott College,710,0.0296,14343
Refrigeration School Inc,782,0.0013,8145
Rio Salado College,12135,0.001,2202
Roberto-Venn School of Luthiery,40,0,10202
Hair Academy of Safford,85,0,5675
Scottsdale Community College,8470,0.0112,2073
South Mountain Community College,3863,0.0031,1082
Arizona Christian University,508,0.0118,9022
Tucson College,497,0.002,21748
Universal Technical Institute of Arizona Inc,3136,0.001,6858
Western International University,2433,0.0082,15812
Empire Beauty School-NW Phoenix,205,0,5053
Yavapai College,5926,0.0013,1919
University of Arkansas at Little Rock,9170,0.0277,5705
University of Arkansas for Medical Sciences,895,0.0034,7750
ABC Beauty College Inc,57,0,980
Arkansas Baptist College,1189,0.0109,2798
Arkansas Beauty School-Little Rock,40,0,190
Arkansas Beauty College,35,0,10422
Lyon College,587,0.0256,9233
Arkansas College of Barbering and Hair Design,88,0,7238
Arthur's Beauty College Inc-Fort Smith,50,0,8328
University of Arkansas,18617,0.0257,5544
University of Arkansas at Pine Bluff,3049,0.0121,1306
Arkansas State University-Beebe,3682,0.0144,1714
Arkansas State University-Main Campus,9455,0.0538,3225
Arkansas Tech University,8369,0.0244,2827
University of Arkansas at Monticello,3280,0.0037,2521
Arthur's Beauty College Inc-Jacksonville,59,0,4299
Baptist Health College-Little Rock,852,0,3945
Black River Technical College,2142,0,1009
University of Central Arkansas,8956,0.0385,3645
Central Baptist College,811,0.0259,6288
Cossatot Community College of the University of Arkansas,1035,0,1182
Crowley's Ridge College,175,0,7608
Crowley's Ridge Technical Institute,270,0,531
East Arkansas Community College,1024,0.001,759
Eastern College of Health Vocations-Little Rock,399,0,5470
Imagine-Paul Mitchell Partner School,478,0,6848
National Park Community College,3560,0,1469
University of Arkansas Community College-Batesville,1368,0,651
Harding University,4228,0.0686,10308
Henderson State University,3365,0.0101,2709
Hendrix College,1413,0.0446,11858
Hot Springs Beauty College,56,0,6012
Jefferson Regional Medical Center School of Nursing,68,0,4430
John Brown University,1699,0.0571,9092
Lees School of Cosmetology,40,0,8333
Career Academy of Hair Design,338,0,3892
Marsha Kay Beauty College,12,0,2174
Academy of Salon and Spa,76,0,3976
Arkansas State University Mid-South,1452,0.0055,1118
Arkansas Northeastern College,1574,0,977
Margaret's Hair Academy Inc,74,0,4170
New Tyler Barber College Inc,63,0,4935
North Arkansas College,2040,0.0015,789
Northwest Technical Institute,216,0,2444
Ouachita Baptist University,1570,0.0255,9319
College of the Ouachitas,800,0.0038,1556
Ozarka College,1447,0,555
University of the Ozarks,602,0.1196,11537
University of Arkansas Community College-Morrilton,2204,0.0073,1298
Philander Smith College,728,0.0467,7250
Phillips Community College of the University of Arkansas,1110,0,626
Southeast Arkansas College,1686,0,1592
Professional Cosmetology Education Center,55,0,7080
Pulaski Technical College,10909,0.0006,1238
University of Arkansas Community College-Hope,1165,0,1009
Rich Mountain Community College,674,0,869
Paul Mitchell the School-Arkansas,121,0,7346
Searcy Beauty College,105,0,2798
Williams Baptist College,541,0.024,6736
South Arkansas Community College,1429,0,1279
Southern Arkansas University Main Campus,2682,0.0324,2913
Southern Arkansas University Tech,986,0.0051,2308
Velvatex College of Beauty Culture,32,0,289
University of Arkansas-Fort Smith,6817,0.0075,1969
Academy of Art University,11735,0.167,21063
ITT Technical Institute-Rancho Cordova,660,0,19447
Academy of Chinese Culture and Health Sciences,NULL,NULL,6642
The Academy of Radio and TV Broadcasting,61,0,16841
Avalon School of Cosmetology-Alameda,140,0,5234
College of Alameda,5168,0.037,715
Allan Hancock College,9750,0.0025,530
American Academy of Dramatic Arts-Los Angeles,195,0.2513,21153
American Baptist Seminary of the West,NULL,NULL,8785
American Film Institute Conservatory,NULL,NULL,25354
American Beauty College,46,0,4003
American Career College-Los Angeles,1828,0.0005,18159
American Conservatory Theater,1,0,21767
American River College,29355,0.0051,441
Everest College-Hayward,263,0,14424
Antelope Valley College,12342,0.0019,434
Art Center College of Design,1642,0.1985,27209
Associated Technical College-Los Angeles,510,0,14054
Associated Technical College-San Diego,156,0,6715
Azusa Pacific University,5998,0.017,16071
Bakersfield College,15787,0.0023,380
Bridges Academy of Beauty,6,0,2576
Barstow Community College,1714,0.0018,233
Bellus Academy-National City,183,0,10490
Bethesda University,234,0.5855,8108
Biola University,4232,0.0144,18008
Brooks Institute,746,0,17468
Brownson Technical School,61,0,8023
Bryan University,994,0.0131,10185
Butte College,11730,0.0094,702
Phillips Graduate Institute,NULL,NULL,17640
California Institute of Integral Studies,79,0.0127,15711
Cabrillo College,13131,0.0041,759
California Baptist University,4403,0.0302,16600
California College of the Arts,1476,0.147,25671
University of California-Hastings College of Law,NULL,NULL,21910
California Institute of Technology,978,0.1207,13951
California Lutheran University,2709,0.0406,17146
California Polytechnic State University-San Luis Obispo,17651,0.0095,6607
Alliant International University-San Diego,146,0.2466,19796
California State University-Bakersfield,6832,0.0202,3158
California State University-Stanislaus,7912,0.0148,4003
California State University-San Bernardino,14557,0.0431,5049
California State Polytechnic University-Pomona,19306,0.0404,4230
California State University-Chico,14614,0.0289,4390
California State University-Dominguez Hills,11154,0.0175,4530
California State University-Fresno,18784,0.0251,3290
California State University-Fullerton,30702,0.0342,5548
California State University-East Bay,10650,0.0815,6618
California State University-Long Beach,29244,0.0414,4591
California State University-Los Angeles,17307,0.0432,3586
California State University-Northridge,31747,0.062,5436
California State University-Sacramento,24741,0.0117,4856
University of California-Berkeley,25885,0.0936,13249
University of California-Davis,24938,0.0322,11457
University of California-Irvine,21994,0.036,10726
University of California-Los Angeles,27199,0.074,12905
University of California-Riverside,18516,0.0159,9498
University of California-San Diego,23022,0.0617,11373
University of California-San Francisco,NULL,NULL,17836
University of California-Santa Barbara,18617,0.0189,11163
University of California-Santa Cruz,15945,0.0036,9917
Sofia University,NULL,NULL,23339
California Beauty School,91,0,2897
California Christian College,22,0,7704
California College-San Diego,1455,0,14436
Le Cordon Bleu College of Culinary Arts-San Francisco,749,0,13199
California Hair Design Academy,242,0,5758
California Institute of the Arts,904,0.094,24725
The California Maritime Academy,881,0.0068,5881
California Western School of Law,NULL,NULL,26299
Canada College,5558,0.0061,633
College of the Canyons,14188,0.0075,748
Career Academy of Beauty,207,0,3738
Casa Loma College-Van Nuys,552,0,10003
CET-San Diego,260,0,2751
CET-Sobrato,459,0,3435
CET-El Centro,195,0,6088
CET-San Bernardino,124,0,3305
CET-Watsonville,83,0,6093
CET-Gilroy,145,0,5622
CET-Salinas,64,0,5256
Cerritos College,19939,0.0361,320
Cerro Coso Community College,4975,0.0026,626
Chabot College,12915,0.0069,757
Chaffey College,16605,0.0084,605
Chapman University,5265,0.0319,21028
Charles R Drew University of Medicine and Science,94,0,17722
Concordia University-Irvine,1624,0.0277,11036
San Diego Christian College,615,0.0114,16443
Church Divinity School of the Pacific,NULL,NULL,9502
Citrus College,10709,0.0256,821
City College of San Francisco,31754,0.0368,1034
Claremont Graduate University,NULL,NULL,29145
Claremont McKenna College,1292,0.0906,26015
Milan Institute-Visalia,321,0,7733
Clovis Adult Education,672,0,3005
Coastline Community College,8687,0.0052,860
Cogswell College,279,0.0072,6167
Coleman University,726,0.0028,3205
COBA Academy,65,0,12301
Western University of Health Sciences,NULL,NULL,37537
Columbia College,2779,0,530
Columbia College-Hollywood,352,0.0881,18990
El Camino College-Compton Center,7138,0.0025,259
Western Beauty Institute,485,0,3176
Contra Costa College,6323,0.018,492
Cosumnes River College,13688,0.0074,453
Crafton Hills College,5033,0.0022,557
Cuesta College,9331,0.004,807
Cuyamaca College,7528,0.0046,369
Marinello Schools of Beauty-Bell,154,0,6656
Cypress College,14365,0.0086,655
De Anza College,21489,0.0733,2109
Marinello Schools of Beauty-Hemet,538,0,6320
International School of Beauty Inc,303,0,7534
Dell'Arte International School of Physical Theatre,31,0.0645,7645
College of the Desert,8420,0.0216,739
Design Institute of San Diego,227,0.0264,12899
DeVry University-California,10093,0.0116,15484
Diablo Valley College,18373,0.0715,1353
Dominican University of California,1637,0.0214,20510
Dominican School of Philosophy & Theology,NULL,NULL,12072
East Los Angeles College,33305,0.0246,638
Marinello Schools of Beauty-Santa Clara,780,0,6555
San Diego Continuing Education,3587,0,359
El Camino Community College District,22430,0.0284,855
Elegance International,121,0,13010
Marinello Schools of Beauty-City of Industry,126,0,8020
Marinello Schools of Beauty-Burbank,501,0,7944
Marinello Schools of Beauty-Moreno Valley,438,0,6693
Emperor's College of Traditional Oriental Medicine,NULL,NULL,29093
Empire College,312,0,5920
Evergreen Valley College,8731,0.0031,490
Fashion Institute of Design & Merchandising-Los Angeles,4419,0.1032,23892
Fashion Careers College,97,0,8368
Fashion Institute of Design & Merchandising-San Francisco,875,0.0343,14431
Fashion Institute of Design & Merchandising-Orange County,316,0.0443,20327
Feather River Community College District,1376,0.0065,390
Federico Beauty Institute,247,0,3448
Fielding Graduate University,NULL,NULL,21536
Five Branches University,NULL,NULL,11257
Hair California Beauty Academy,83,0,1257
Foothill College,14291,0.0664,1712
Franciscan School of Theology,NULL,NULL,8482
Fredrick and Charles Beauty College,74,0,4549
Fresno City College,17730,0.0007,367
Fresno Pacific University,2481,0.0492,13400
Fuller Theological Seminary in California,NULL,NULL,11851
Fullerton College,17334,0.0134,719
Galen College of Medical and Dental Assistants,65,0,7619
Gavilan College,6720,0.0004,415
Gemological Institute of America-Carlsbad,5029,0.2663,28006
Glendale Community College,12576,0.0358,683
Glendale Career College,361,0,13493
Golden Gate University-San Francisco,466,0.0386,20613
Golden West College,12509,0.0175,904
Graduate Theological Union,NULL,NULL,6984
Grossmont College,17812,0.0336,273
Salon Success Academy-Riverside,40,0,7727
Hartnell College,8552,0.0009,372
Harvey Mudd College,778,0.0681,23724
Heald College-Rancho Cordova,1448,0,12671
Heald College-Fresno,2109,0,11993
Heald College-San Jose,1719,0,12942
Heald College-San Francisco,1507,0,12866
Heald College-Concord,1772,0,13069
Hilltop Beauty School,162,0,442
Holy Names University,728,0.0426,15376
Pacifica Graduate Institute,NULL,NULL,34284
Humboldt State University,7371,0.0088,4858
Humphreys College-Stockton and Modesto Campuses,923,0,7829
Imperial Valley College,6558,0.0002,343
Institute for Business and Technology,439,0,16364
LA College International,682,0,12664
Interior Designers Institute,292,0.0377,8418
Toni & Guy Hairdressing Academy-Santa Monica,299,0.0067,5124
Irvine Valley College,11515,0.036,1097
ITT Technical Institute-National City,1656,0,17521
ITT Technical Institute-San Dimas,650,0.0015,20520
ITT Technical Institute-Orange,1002,0,19102
Bellus Academy-El Cajon,121,0,11335
John F. Kennedy University,307,0.0098,13145
American Jewish University,133,0,13921
Reedley College,12140,0.0001,435
Life Pacific College,460,0,9934
Argosy University-The Art Institute of California-San Diego,2101,0.0248,13621
University of La Verne,4557,0.016,15950
Laguna College of Art and Design,434,0.03,14983
Lake Tahoe Community College,2708,0.0007,417
Lancaster Beauty School,119,0,7991
Laney College,10331,0.0392,702
Lassen Community College,2250,0.0018,508
Life Chiropractic College West,NULL,NULL,9440
Lincoln University,72,0.2639,15875
Southern California Seminary,98,0.051,8257
La Sierra University,1841,0.1608,24419
Loma Linda University,1053,0.0285,46950
Long Beach City College,24484,0.0078,266
Southern California University of Health Sciences,35,0,10066
Los Angeles Harbor College,9488,0.0059,680
Los Angeles Pierce College,18243,0.0088,689
Los Angeles Southwest College,5368,0.0048,251
Los Angeles Trade Technical College,13555,0.0061,298
Los Angeles Valley College,16306,0.0054,552
The Master's College and Seminary,1177,0.0467,11545
Los Angeles City College,18095,0.0254,619
Los Angeles County College of Nursing and Allied Health,231,0,3982
Los Angeles Mission College,9016,0.0144,517
Los Medanos College,7870,0.0034,473
Argosy University-The Art Institute of California-San Francisco,1604,0.0405,16322
Loyola Marymount University,5951,0.0386,25713
Lu Ross Academy,114,0.0088,4631
Manchester Beauty College,120,0,5794
Tulare Beauty College,56,0,5182
Lyles Fresno College of Beauty,83,0,5423
Lytles Redwood Empire Beauty College Inc,120,0,9429
MTI Business College Inc,142,0,2645
MTI College,635,0,12251
Brightwood College-Sacramento,468,0,10154
Brightwood College-San Diego,1256,0,11764
Brightwood College-Vista,938,0.0021,9659
College of Marin,5863,0.0109,1110
Marinello Schools of Beauty-Los Angeles,2698,0,6795
Marymount California University,919,0.0729,19058
Mendocino College,3253,0.0003,390
Menlo College,682,0.1114,17146
Merced College,9481,0.0072,422
Merritt College,5295,0.0151,713
Mills College,924,0.0195,17829
MiraCosta College,13413,0.0106,332
Marinello Schools of Beauty-San Francisco,487,0,6405
Mission College,8241,0.0339,728
Modern Beauty Academy,60,0,1647
Brightwood College-North Hollywood,1067,0,8942
Modesto Junior College,16049,0.0011,507
Moler Barber College,33,0,1114
Middlebury Institute of International Studies at Monterey,17,0,14230
Monterey Peninsula College,8335,0.0071,798
Moorpark College,14338,0.005,651
Mt San Antonio College,26091,0.0153,716
Mount Saint Mary's University,2267,0.0049,21433
Mt San Jacinto Community College District,13720,0,420
Mueller College,221,0,9071
Musicians Institute,1337,0.2461,23543
Napa Valley College,6133,0.0018,523
Everest College-San Francisco,349,0,13724
Everest College-Reseda,746,0,13640
Everest College-LA Wilshire,302,0,14767
Everest College-San Jose,407,0,14211
Everest College-Gardena,569,0,14917
Everest College-Alhambra,560,0,14414
Everest College-San Bernardino,755,0,13819
The National Hispanic University,483,0,3393
National Holistic Institute,305,0,11969
National University,7879,0.0115,7882
Newschool of Architecture and Design,400,0.0525,19946
Newberry School of Beauty,203,0,3700
North Adrian's College of Beauty Inc,302,0,6804
North-West College-Pomona,263,0,7573
North-West College-West Covina,527,0,7807
North-West College-Pasadena,221,0,7543
Notre Dame de Namur University,1146,0.0297,18112
Occidental College,2107,0.0256,23001
Oceanside College of Beauty,68,0,5439
Ohlone College,8253,0.0322,1150
Orange Coast College,21488,0.0293,856
Otis College of Art and Design,1138,0.1538,23867
Oxnard College,6705,0.0007,289
Hope International University,856,0.0175,8787
Concorde Career College-San Diego,705,0,10784
Palo Alto University,168,0.0714,25998
Pacific Lutheran Theological Seminary,NULL,NULL,5074
Pacific Oaks College,180,0.0056,22620
Pacific School of Religion,NULL,NULL,9618
Pacific States University,14,0.5714,9408
Pacific Union College,1487,0.0471,17961
University of the Pacific,3872,0.0395,27623
Palo Verde College,3054,0.0003,201
Palomar College,23285,0.0085,777
Marinello Schools of Beauty-Paramount,219,0,5947
Paris Beauty College,119,0,4719
Pasadena City College,24218,0.0414,1051
Patten University,406,0.0616,6488
Pepperdine University,3461,0.0711,23826
Pitzer College,1099,0.0328,41546
Platt College-San Diego,418,0.0263,13506
Point Loma Nazarene University,2365,0.0047,16836
Pomona College,1567,0.0491,21733
Porterville College,3627,0,321
Westwood College-South Bay,735,0,14581
Professional Institute of Beauty,146,0.0068,1221
Santa Ana College,28221,0.0085,533
Pardee RAND Graduate School,NULL,NULL,17123
Shasta School of Cosmetology,71,0,1322
University of Redlands,3184,0.0047,16723
College of the Redwoods,4640,0.0002,706
Salon Success Academy-Upland,212,0,5740
Salon Success Academy-Corona,84,0,9035
Marinello Schools of Beauty-Huntington Beach,175,0,3755
Rio Hondo College,16216,0.0022,441
Riverside City College,16357,0.0144,1121
Argosy University-San Francisco Bay Area,124,0.0081,12835
Rosemead Beauty School,204,0,265
Dongguk University-Los Angeles,3,0,5001
Sacramento City College,22390,0.0051,447
Saddleback College,20933,0.0113,1096
Samuel Merritt University,518,0,44096
San Diego City College,14992,0.0027,363
Golf Academy of America-Carlsbad,289,0.0588,11940
San Diego Mesa College,22802,0.0135,221
San Diego Miramar College,11414,0.0027,233
San Diego State University,25529,0.0314,5665
University of San Diego,5409,0.0488,25476
San Francisco Art Institute,397,0.0605,23152
San Francisco Conservatory of Music,185,0.2216,25521
San Francisco State University,24766,0.0598,5983
San Francisco Theological Seminary,NULL,NULL,6942
University of San Francisco,5977,0.123,23666
San Joaquin College of Law,NULL,NULL,20468
San Joaquin Delta College,17430,0.0035,352
San Joaquin Valley College-Visalia,1679,0.0399,14536
San Joaquin Valley College-Bakersfield,1137,0.0431,12262
William Jessup University,859,0.0035,11879
San Jose City College,8515,0.0058,575
San Jose State University,24608,0.0375,6564
College of San Mateo,8900,0.0124,873
Santa Barbara Business College-Bakersfield,750,0,8446
Westwood College-Los Angeles,3246,0,12912
Santa Barbara Business College-Santa Maria,272,0,8488
Santa Barbara City College,16281,0.0743,1021
Santa Clara University,5182,0.0326,24291
Santa Monica College,27533,0.109,1816
Santa Rosa Junior College,21615,0.002,867
Saybrook University,NULL,NULL,21182
Scripps College,957,0.0449,26552
Wyotech-Fremont,1724,0,12368
College of the Sequoias,10437,0.0015,423
Shasta Bible College and Graduate School,50,0.02,4976
Shasta College,8441,0.0001,734
Sierra College,17491,0.0087,941
Sierra College of Beauty,164,0,3084
Sierra Valley College of Court Reporting,169,0,8635
Trinity Law School,NULL,NULL,42172
Simpson University,1015,0.002,12230
College of the Siskiyous,2073,0.0014,697
Charles A Jones Career and Education Center,1488,0,35
Skyline College,8792,0.0076,583
San Bernardino Valley College,11181,0.0013,482
Saint Mary's College of California,2986,0.0198,20973
Solano Community College,9702,0.0013,574
Sonoma State University,7722,0.0114,5616
Pinnacle College,189,0,18238
South Baylo University,198,0.3737,5545
South Coast College,392,0,7752
Vanguard University of Southern California,1897,0.0132,14507
Concorde Career College-Garden Grove,917,0,13075
Southwestern College,18484,0.0021,551
Starr King School for the Ministry,NULL,NULL,15031
Marshall B Ketchum University,0,0,21665
Southern California Institute of Architecture,243,0.214,29860
University of Southern California,17090,0.1174,26552
Southwestern Law School,NULL,NULL,19036
Taft College,4952,0.001,80
Claremont School of Theology,NULL,NULL,6169
Thomas Aquinas College,358,0.0559,18373
Marinello Schools of Beauty-Lake Forest,260,0,7913
Epic Bible College,307,0,9925
United Education Institute-Huntington Park Campus,12317,0.0001,6995
Concorde Career College-San Bernardino,930,0,12893
Universal College of Beauty Inc-Los Angeles 1,39,0,2651
Concorde Career College-North Hollywood,806,0,13654
Ventura College,12352,0.0041,453
Victor Valley Beauty College Inc,152,0,2513
Victor Valley College,10392,0.0005,345
Berkeley City College,5690,0.0432,665
Walden University,8559,0.083,7006
West Hills College-Coalinga,2524,0.0265,488
West Los Angeles College,9972,0.0137,585
West Valley College,9763,0.009,783
Carrington College-Sacramento,1283,0,11837
Westminster Theological Seminary in California,NULL,NULL,8123
Westmont College,1329,0.0075,18369
Whittier College,1569,0.021,21700
Woodbury University,1261,0.1261,18638
The Wright Institute,NULL,NULL,17847
Western State College of Law at Argosy University,NULL,NULL,13075
Thomas Jefferson School of Law,NULL,NULL,36244
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,140,0.1071,20162
Yuba College,6489,0.0006,314
The Salon Professional Academy-Grand Junction,90,0,8120
Adams State University,2441,0,8812
Aims Community College,4238,0.0021,3619
Arapahoe Community College,8376,0.0068,4145
Bel-Rea Institute of Animal Technology,797,0.0013,6470
Everest College-Colorado Springs,498,0,13460
Boulder College of Massage Therapy,115,0.0087,10488
University of Colorado Denver/Anschutz Medical Campus,10375,0.0795,9653
University of Colorado Colorado Springs,7638,0.0051,8352
Redstone College,831,0,12880
University of Colorado Boulder,25741,0.0249,14909
Colorado Christian University,2844,0.006,11950
Colorado College,2008,0.0543,25583
Concorde Career College-Aurora,795,0,13612
The Art Institute of Colorado,2050,0.0068,16250
Colorado Mountain College,3375,0.0021,2446
Colorado Northwestern Community College,711,0.0042,4187
Colorado School of Mines,3877,0.0454,15732
Colorado School of Trades,162,0,13777
Colorado State University-Fort Collins,22278,0.0202,9771
Colorado Technical University-Colorado Springs,2027,0,13183
Empire Beauty School-Lakewood,67,0,5527
Community College of Aurora,5998,0.0128,3763
CollegeAmerica-Denver,671,0.0015,11494
Delta Montrose Technical College,246,0,2805
Prince Institute-Rocky Mountains,143,0,8700
Community College of Denver,9720,0.0345,2769
Lincoln College of Technology-Denver,1195,0,13883
Denver Seminary,NULL,NULL,10598
Westwood College-Denver North,550,0,13377
University of Denver,5421,0.0836,23967
Emily Griffith Technical College,2966,0.0111,1537
Fort Lewis College,3693,0.0065,5011
Front Range Community College,17874,0.0091,4114
Glenwood Beauty Academy,73,0.0822,9500
Hair Dynamics Education Center,253,0,3698
Iliff School of Theology,NULL,NULL,15508
International Salon and Spa Academy,224,0,13428
Lamar Community College,561,0.0267,2599
Colorado Mesa University,8206,0.0039,5599
Metropolitan State University of Denver,22751,0.0051,4433
Morgan Community College,984,0.001,2937
Naropa University,421,0.019,19265
National American University-Colorado Springs,391,0,12086
National American University-Denver,329,0,14166
Nazarene Bible College,852,0,9735
Northeastern Junior College,1431,0.0112,2931
University of Northern Colorado,10099,0.0072,8135
Otero Junior College,1367,0.0183,2055
Everest College-Thornton,460,0,14683
Pikes Peak Community College,13084,0.0034,3649
IBMC College,493,0,5171
Pueblo Community College,5592,0.0013,2559
Red Rocks Community College,8243,0.0113,4398
Regis University,5345,0.0067,15241
Rocky Mountain College of Art and Design,620,0.0097,12863
Montessori Education Center of the Rockies,15,0,6438
Colorado State University-Pueblo,4977,0.0147,4092
Pickens Technical College,1302,0,875
Intellitec College-Colorado Springs,692,0,11770
Intellitec College-Grand Junction,869,0,5659
Trinidad State Junior College,1450,0.009,2215
Empire Beauty School-Thornton,141,0,5793
Western State Colorado University,1958,0.0051,6137
Albertus Magnus College,1598,0.0013,11113
Paul Mitchell the School-Danbury,109,0.0092,9887
Asnuntuck Community College,1311,0,3076
Branford Hall Career Institute-Branford Campus,584,0.0017,7210
Lincoln College of New England-Southington,1130,0,17560
Bridgeport Hospital School of Nursing,154,0,11409
University of Bridgeport,2503,0.0935,15072
Butler Business School Inc,227,0,6528
Central Connecticut State University,9763,0.0087,7270
Charter Oak State College,2030,0,5855
Connecticut Center for Massage Therapy-Newington,392,0,9473
Connecticut College,1781,0.0432,29177
Marinello Schools of Beauty-East Hartford,170,0,4525
Porter and Chester Institute of Branford,337,0,20147
University of Connecticut,17450,0.0219,10511
Goodwin College,3074,0,22022
Lincoln Technical Institute-East Windsor,1317,0,20848
Eastern Connecticut State University,5047,0.0079,6230
Fairfield University,3655,0.0131,21752
Paul Mitchell the School-North Haven,220,0,10416
Capital Community College,3950,0.0025,1712
Rensselaer Hartford Graduate Center Inc,NULL,NULL,33057
American Institute-West Hartford,306,0,11351
Hartford Seminary,NULL,NULL,10314
University of Hartford,5141,0.0375,15633
Holy Apostles College and Seminary,50,0.32,8482
Housatonic Community College,5560,0.0043,2135
Sanford-Brown College-Farmington,318,0,5183
The Leon Institute of Hair Design,45,0,1576
Lyme Academy College of Fine Arts,71,0.0282,19858
Manchester Community College,6648,0.0039,2991
Naugatuck Valley Community College,6710,0.0007,3207
Middlesex Community College,2323,0.0004,2966
Mitchell College,864,0.0127,16461
Three Rivers Community College,4779,0.0015,2520
