INSTNM,UGDS,UGDS_NRA,TUITFTE
Central Arizona College,3316,0.0048,583
Brown Mackie College-Tucson,383,0,4664
Charles of Italy Beauty College,71,0,21108
Cochise County Community College District,3055,0.0062,1048
Empire Beauty School-Flagstaff,50,0,4854
Empire Beauty School-Chandler,142,0,6086
Cortiva Institute-Tucson,71,0,7977
DEVOE COLLEGE OF BEAUTY,51,0,3714
DEVRY UNIVERSITY-ARIZONA,2010,0.0075,8052
Avalon School of Cosmetology-Mesa,125,0.016,2646
Eastern Arizona College,2367,0.0055,480
Embry-Riddle Aeronautical University-Prescott,1615,0.0204,15451
Glendale Community College,4458,0.0083,1064
Grand Canyon University,1480,0.0162,9839
HIGH-TECH INSTITUTE-PHOENIX,1352,0,13516
International Academy of Hair Design,170,0,1804
LAMSON COLLEGE,265,0,4869
LONG TECHNICAL COLLEGE,107,0,68
MARICOPA BEAUTY COLLEGE,54,0,3058
GateWay Community College,6808,0.0107,918
Mesa Community College,7530,0.0069,1234
ITT Technical Institute-Tucson,413,0,13587
ITT Technical Institute-Tempe,529,0,12625
Mohave Community College,131,0,1011
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,1288,0,5949
MUNDUS INSTITUTE,54,0,7736
Dine College,1635,0,661
Northern Arizona University,12824,0.0169,3145
Northland Pioneer College,1563,0,803
Ottawa University-Phoenix,960,0,6045
ARTISTIC BEAUTY COLLEGES-PHOENIX,143,0,4237
Phoenix College,5286,0.0095,1081
Cortiva Institute-Scottsdale,422,0,10133
UNIVERSITY OF PHOENIX-PHOENIX CAMPUS,4757,0.0568,10732
Pima Community College,22352,0.012,1054
Pima Medical Institute-Tucson,581,0,3347
Pima Medical Institute-Albuquerque,397,0,3706
Prescott College,778,0.0064,7356
Refrigeration School Inc,322,0,5779
Rio Salado College,1384,0.0007,1666
Roberto-Venn School of Luthiery,39,0.1026,7845
Hair Academy of Safford,43,0,3699
Scottsdale Community College,2740,0.0077,1517
South Mountain Community College,1610,0.0037,515
PHOENIX CAREER COLLEGE,50,0.06,7874
Arizona Christian University,259,0.0116,7789
Tucson College,311,0.0032,1
Universal Technical Institute of Arizona Inc,1867,0.0011,5648
METROPOLITAN COLLEGE,168,0,4218
Western International University,1636,0.0196,5884
Empire Beauty School-NW Phoenix,135,0,4496
Yavapai College,4079,0.0002,1572
University of Arkansas at Little Rock,9330,0.016,3423
University of Arkansas for Medical Sciences,750,0.004,5602
ABC Beauty College Inc,33,0,4127
Arkansas Baptist College,375,0,2943
Arkansas Beauty School-Little Rock,45,0,171
Lyon College,472,0.0424,4034
Arkansas College of Barbering and Hair Design,12,0,5040
Arthur's Beauty College Inc-Fort Smith,62,0,21154
University of Arkansas,12720,0.0233,3860
University of Arkansas at Pine Bluff,3045,0.0102,868
Arkansas State University-Beebe,1564,0.0006,1369
Arkansas State University-Main Campus,9000,0.01,2181
Arkansas Tech University,5762,0.0095,1990
University of Arkansas at Monticello,2603,0.0031,1215
Arthur's Beauty College Inc-Jacksonville,139,0,4731
Baptist Health College-Little Rock,891,0,316
BEE JAYS ACADEMY,17,0,2195
Black River Technical College,1561,0,1025
University of Central Arkansas,8580,0.0205,2633
Central Baptist College,417,0.0096,6763
BLYTHEVILLE ACADEMY OF COSMETOLOGY,22,0,3073
Cossatot Community College of the University of Arkansas,759,0,885
Crowley's Ridge College,183,0.0109,4238
Crowley's Ridge Technical Institute,314,0,158
DE LUXE BEAUTY SCHOOL,25,0,0
East Arkansas Community College,1127,0,664
Eastern College of Health Vocations-Little Rock,394,0,1298
Imagine-Paul Mitchell Partner School,20,0,1040
ARKANSAS STATE UNIVERSITY-SEARCY,1557,0.0006,1369
National Park Community College,2287,0.0026,800
University of Arkansas Community College-Batesville,1031,0.001,958
HARDING UNIVERSITY GRADUATE SCHOOL OF RELIGION,NULL,NULL,4631
Harding University,4036,0.0374,6984
Henderson State University,2710,0.0292,1532
Hendrix College,1044,0.0134,7426
Hot Springs Beauty College,57,0,80532
Jefferson Regional Medical Center School of Nursing,107,0,435
John Brown University,1614,0.0774,7184
Lees School of Cosmetology,42,0,1887
Career Academy of Hair Design,66,0,2123
MARSHA KAY BEAUTY COLLEGE,8,0,525
Academy of Salon and Spa,13,0,10727
Arkansas State University Mid-South,862,0.0081,922
Arkansas Northeastern College,1745,0,662
Margaret's Hair Academy Inc,60,0,162
New Tyler Barber College Inc,79,0,2499
North Arkansas College,1678,0,561
Northwest Technical Institute,238,0,894
Ouachita Baptist University,1499,0.0307,6343
College of the Ouachitas,811,0.0012,1173
Ozarka College,769,0,806
University of the Ozarks,696,0.1624,6081
University of Arkansas Community College-Morrilton,1406,0.0007,1093
Philander Smith College,872,0.0172,5975
Phillips Community College of the University of Arkansas,1550,0,454
Southeast Arkansas College,1698,0.0006,1062
Professional Cosmetology Education Center,108,0,16060
Pulaski Technical College,5306,0.0049,1140
University of Arkansas Community College-Hope,924,0.0022,1125
Rich Mountain Community College,657,0,799
Paul Mitchell the School-Arkansas,50,0,4578
Searcy Beauty College,59,0,1427
Williams Baptist College,528,0.0038,4772
SOUTHERN INSTITUTE OF COSMETOLOGY,19,0,1230
South Arkansas Community College,1098,0,5539
Southern Arkansas University Main Campus,2804,0.0456,1791
Southern Arkansas University Tech,620,0,1515
Velvatex College of Beauty Culture,16,0,482
University of Arkansas-Fort Smith,5843,0.0021,1493
ABRAM FRIEDMAN OCCUPATIONAL CENTER,NULL,NULL,NULL
Academy of Art University,5441,0.1823,15006
ITT Technical Institute-Rancho Cordova,553,0,13217
Academy of Chinese Culture and Health Sciences,NULL,NULL,27422
ACADEMY OF COURT REPORTING INC,307,0,3493
The Academy of Radio and TV Broadcasting,113,0,1415
ACADEMY PACIFIC TRAVEL COLLEGE,109,0.0183,3550
Avalon School of Cosmetology-Alameda,93,0,5280
College of Alameda,2073,0.056,417
Allan Hancock College,6172,0.0006,434
American Academy of Dramatic Arts-Los Angeles,255,0.0471,19277
American Baptist Seminary of the West,NULL,NULL,5085
American Film Institute Conservatory,NULL,NULL,18067
American Beauty College,13,0,313
AMERICAN INTERCONTINENTAL UNIVERSITY,1199,0.0275,15419
American Career College-Los Angeles,1197,0,7115
American Conservatory Theater,4,0,17351
American River College,15351,0.0053,333
BRYMAN COLLEGE-HAYWARD,1219,0.0057,1482176
Antelope Valley College,6314,0.0016,236
Art Center College of Design,1379,0.1501,19496
Associated Technical College-Los Angeles,285,0,1673
Associated Technical College-San Diego,129,0,2071
ASSOCIATED TECHNICAL COLLEGE,33,0,1334
Azusa Pacific University,4373,0.0181,12256
Bakersfield College,11204,0.0044,375
Barstow Community College,2061,0.0005,229
Bellus Academy-National City,171,0,2469
BETHANY COLLEGE OF THE ASSEMBLIES OF GOD,535,0.015,8269
Bethesda University,133,0.5714,67
Biola University,3410,0.0243,11666
BROOKS COLLEGE,1339,0.0127,26670163
Brooks Institute,2065,0.03,9362
Brownson Technical School,66,0,5724
Bryan University,229,0,1999
Butte College,7217,0.0087,536
Phillips Graduate Institute,NULL,NULL,15380
California Institute of Integral Studies,46,0,15450
Cabrillo College,6911,0.01,564
California Baptist University,1734,0.0087,10365
California College of the Arts,1269,0.0575,98660
University of California-Hastings College of Law,NULL,NULL,7845
California Institute of Technology,891,0.0752,8167
California Lutheran University,1909,0.021,11255
California Polytechnic State University-San Luis Obispo,17295,0.012,2635
CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-FRESNO,NULL,NULL,16861
ALLIANT INTERNATIONAL UNIVERSITY,NULL,NULL,9624
Alliant International University-San Diego,416,0.2716,10892
CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-ALAMEDA,NULL,NULL,9790
California State University-Bakersfield,5933,0.0216,2111
California State University-Stanislaus,6154,0.0156,1667
California State University-San Bernardino,12297,0.0306,1818
California State Polytechnic University-Pomona,17650,0.0435,2107
California State University-Chico,13903,0.0237,2290
California State University-Dominguez Hills,8326,0.0167,2850
California State University-Fresno,18708,0.0309,2136
California State University-Fullerton,27071,0.0359,2922
California State University-East Bay,9685,0.0591,2922
California State University-Long Beach,28338,0.0526,2455
California State University-Los Angeles,14727,0.049,2553
California State University-Northridge,26065,0.0452,1053
California State University-Sacramento,22832,0.0179,2523
University of California-Berkeley,23205,0.0299,6020
University of California-Davis,23360,0.0173,4897
University of California-Irvine,19967,0.0258,4803
University of California-Los Angeles,25715,0.0341,5638
University of California-Riverside,15280,0.0205,4778
University of California-San Diego,19837,0.0282,5014
University of California-San Francisco,26,0,7499
University of California-Santa Barbara,17838,0.0131,4275
University of California-Santa Cruz,13621,0.0085,5037
Sofia University,NULL,NULL,16838
California Beauty School,89,0,1050
California Christian College,48,0.0417,4092
Le Cordon Bleu College of Culinary Arts-San Francisco,2523,0.0127,4906
California Hair Design Academy,223,0,1926
California Institute of the Arts,788,0.0838,14318
The California Maritime Academy,698,0.0372,4376
California Western School of Law,NULL,NULL,20838
Canada College,2674,0.0191,582
College of the Canyons,7106,0.0197,596
Career Academy of Beauty,170,0,2813
Casa Loma College-Van Nuys,140,0,5459
CET-San Diego,130,0,605
CET-Sobrato,431,0,915
CET-El Centro,202,0,160
CET-San Bernardino,70,0,996
CET-Watsonville,101,0,428
CET-Gilroy,87,0,266
CET-Salinas,59,0,397
Cerritos College,12800,0.0254,416
Cerro Coso Community College,2127,0.0042,338
Chabot College,8292,0.0118,501
Chaffey College,9226,0.0155,583
Chapman University,3413,0.0278,13785
Charles R Drew University of Medicine and Science,254,0,17315
Concordia University-Irvine,1281,0.0172,9172
San Diego Christian College,522,0.0192,10947
Church Divinity School of the Pacific,NULL,NULL,4991
Citrus College,9847,0.0407,693
City College of San Francisco,17917,0.0454,684
CITY UNIVERSITY-LOS ANGELES,3,0,20059
Claremont Graduate University,NULL,NULL,22173
Claremont McKenna College,1137,0.0273,16675
Milan Institute-Visalia,537,0,3326
CLEVELAND CHIROPRACTIC COLLEGE OF LOS ANGELES,113,0.0442,14051
Clovis Adult Education,1690,0,1743
Coastline Community College,4075,0.0032,812
Cogswell College,387,0,35860
Coleman University,746,0,16834
COBA Academy,94,0,1726
COLLEGE OF OCEANEERING,288,0.0174,5288
Western University of Health Sciences,NULL,NULL,18867
Columbia College,1689,0.0024,561
Columbia College-Hollywood,150,0.1267,11059
El Camino College-Compton Center,2681,0.0037,183
SAN FERNANDO BEAUTY ACADEMY,301,0,3058
Contra Costa College,2796,0.02,464
Cosumnes River College,9439,0.0052,388
Crafton Hills College,3540,0.0028,383
Cuesta College,6413,0.0037,1186
Cuyamaca College,4943,0.0154,753
CYNTHIAS BEAUTY ACADEMY,318,0,1629
Cypress College,7678,0.0048,472
D-Q UNIVERSITY,217,0,3064
De Anza College,11163,0.0582,1277
Marinello Schools of Beauty-Hemet,144,0,422
Dell'Arte International School of Physical Theatre,36,0.3056,5703
College of the Desert,3759,0.033,630
Design Institute of San Diego,505,0.0436,12660
DEVRY UNIVERSITY-CALIFORNIA,7157,0.0225,9304
Diablo Valley College,10923,0.0576,769
Dominican University of California,1107,0.037,12704
Dominican School of Philosophy & Theology,9,0.1111,7548
DON BOSCO TECHNICAL INSTITUTE,220,0,25392
East Los Angeles College,8017,0.0309,392
Marinello Schools of Beauty-Santa Clara,67,0,3096
CENTERS FOR EDUCATION AND TECHNOLOGY,NULL,NULL,NULL
El Camino Community College District,15029,0.0377,661
Elegance International,49,0.0408,12647
ELEGANTE BEAUTY COLLEGE,40,0,3579
Marinello Schools of Beauty-Burbank,67,0,6886
Marinello Schools of Beauty-Moreno Valley,51,0,2812
Emperor's College of Traditional Oriental Medicine,0,0,4140
Empire College,1083,0,3114
Evergreen Valley College,10227,0.004,425
Fashion Institute of Design & Merchandising-Los Angeles,3254,0.0888,17537
FASHION CAREERS OF CALIFORNIA,106,0.0283,60497
Fashion Institute of Design & Merchandising-San Francisco,837,0.0299,17440
Fashion Institute of Design & Merchandising-Orange County,415,0.012,24370
Feather River Community College District,594,0,418
Federico Beauty Institute,204,0,3945
Fielding Graduate University,NULL,NULL,15538
Five Branches University,NULL,NULL,299
Foothill College,5945,0.0678,1062
Franciscan School of Theology,NULL,NULL,5963
Fredrick and Charles Beauty College,55,0,3831
Fresno City College,10623,0.0034,133
Fresno Pacific University,1304,0.0268,6615
Fuller Theological Seminary in California,NULL,NULL,6810
Fullerton College,12650,0.0174,455
GALEN COLLEGE OF MEDICAL AND DENTAL ASSISTANTS,125,0,6756
GALEN COLLEGE OF MEDICAL AND DENTAL ASSISTANTS,147,0,4609
GALEN COLLEGE OF MEDICAL AND DENTAL ASSISTANTS,38,0,5829
Gavilan College,2193,0.0023,264
Gemological Institute of America-Carlsbad,1185,0.1502,20900
Glendale Community College,9537,0.0407,652
Glendale Career College,537,0,17
GOLDEN GATE UNIVERSITY-MONTEREY,93,0.1183,15008
Golden Gate University-San Francisco,128,0.1094,15119
Golden West College,9316,0.0173,556
Graduate Theological Union,NULL,NULL,4837
Grossmont College,14154,0.041,496
Salon Success Academy-Riverside,44,0,379
Hartnell College,4677,0.0047,459
Harvey Mudd College,704,0.0298,17758
Heald College-Rancho Cordova,557,0.0072,7725
Heald College-Fresno,754,0,8881
Heald College-San Jose,697,0.01,6840
Heald College-San Francisco,555,0.0144,6374
Heald College-Concord,751,0.004,7117
Hilltop Beauty School,163,0,691
Holy Names University,592,0.027,10050
Pacifica Graduate Institute,NULL,NULL,23413
Humboldt State University,6826,0.0069,2248
Humphreys College-Stockton and Modesto Campuses,349,0,4381
Imperial Valley College,4534,0.0018,253
Institute for Business and Technology,846,0,4805
INSTITUTE OF COMPUTER TECHNOLOGY,184,0.2011,942
Interior Designers Institute,454,0.0198,7827
INTERNATIONAL AIR ACADEMY,83,0,2354
Toni & Guy Hairdressing Academy-Santa Monica,44,0,3782
Irvine Valley College,4863,0.0537,774
ITT Technical Institute-National City,1071,0,14960
ITT Technical Institute-San Dimas,880,0,51575
ITT Technical Institute-Orange,687,0,14886
Bellus Academy-El Cajon,305,0,4579
JESUIT SCHOOL OF THEOLOGY AT BERKELEY,NULL,NULL,11488
John F. Kennedy University,172,0,12662
American Jewish University,142,0.0704,9241
Reedley College,6864,0.0077,206
Life Pacific College,440,0.0045,6331
Argosy University-The Art Institute of California-San Diego,1328,0.0392,11682
University of La Verne,3623,0.0036,10487
Laguna College of Art and Design,324,0.0062,16071
LAKE FOREST BEAUTY COLLEGE,28,0,33948
Lake Tahoe Community College,1070,0.0019,735
Lancaster Beauty School,232,0,3257
Laney College,4212,0.0632,336
Lassen Community College,932,0.0043,677
Life Chiropractic College West,NULL,NULL,14707
Southern California Seminary,84,0.0595,2632
La Sierra University,1504,0.2061,10380
Loma Linda University,926,0.0475,19777
Long Beach City College,11742,0.0155,259
Southern California University of Health Sciences,NULL,NULL,13375
Los Angeles Harbor College,3394,0.0153,542
Los Angeles Pierce College,9295,0.0244,614
Los Angeles Southwest College,2423,0.0037,356
Los Angeles Trade Technical College,3610,0.0083,206
Los Angeles Valley College,7122,0.0097,463
The Master's College and Seminary,1127,0.0284,8964
Los Angeles City College,7111,0.0553,404
Los Angeles County College of Nursing and Allied Health,256,0,2859
Los Angeles Mission College,2599,0.0215,480
Los Medanos College,4437,0.005,474
Argosy University-The Art Institute of California-San Francisco,901,0.0133,13482
Loyola Marymount University,5465,0.0177,19284
Manchester Beauty College,103,0.0388,5153
Tulare Beauty College,73,0,3568
Lyles Bakersfield College of Beauty,155,0,762
Lyles Fresno College of Beauty,60,0,729
Lytles Redwood Empire Beauty College Inc,58,0,NULL
MTI Business College Inc,219,0,872
MTI College,843,0,9264
Brightwood College-Sacramento,173,0,434
Brightwood College-San Diego,1211,0,1606
Brightwood College-Vista,1046,0,818
College of Marin,2574,0.0206,900
Marinello Schools of Beauty-Los Angeles,45,0,1269
MARINELLO SCHOOL OF BEAUTY,41,0,1002
MARINELLO SCHOOL OF BEAUTY,55,0,2512
MARINELLO SCHOOL OF BEAUTY,58,0,1167
MARINELLO SCHOOL OF BEAUTY,109,0,1135
MARINELLO SCHOOL OF BEAUTY,53,0,1598
MARINELLO SCHOOL OF BEAUTY,67,0,1711
MARINELLO SCHOOL OF BEAUTY,45,0,2869
MARINELLO SCHOOL OF BEAUTY,123,0,940
MARINELLO SCHOOL OF BEAUTY,59,0,1373
Marymount California University,661,0.1498,16848
Mendocino College,2240,0,266
Menlo College,666,0.1171,10820
MENNONITE BRETHREN BIBLICAL SEMINARY,NULL,NULL,11937
Merced College,5488,0.0077,445
Merritt College,2253,0.0204,414
Mills College,735,0.0381,43499
MiraCosta College,6509,0.0267,579
Marinello Schools of Beauty-San Francisco,169,0,501
Mission College,4103,0.0251,387
Modern Beauty Academy,79,0,2887
Brightwood College-North Hollywood,515,0,5422
Modesto Junior College,12401,0.0079,337
Moler Barber College,25,0,2980
Middlebury Institute of International Studies at Monterey,7,0.1429,9962
Monterey Peninsula College,3553,0.0318,437
MONTESSORI WESTERN TEACHER TRAINING PROGRAM,0,0,NULL
Moorpark College,7970,0.0123,415
Mt San Antonio College,17210,0.0245,744
Mount Saint Mary's University,854,0.0023,13945
Mt San Jacinto Community College District,4866,0.0006,329
Musicians Institute,753,0.2629,11657
Napa Valley College,3209,0.0103,471
BRYMAN COLLEGE,591,0,8319
Everest College-Reseda,1556,0.0032,8762
BRYMAN COLLEGE,1333,0.0083,9110
BRYMAN COLLEGE-SAN JOSE,1360,0.0037,22733
Everest College-Gardena,1397,0.0007,9506
Everest College-Alhambra,1771,0.0023,5293
Everest College-San Bernardino,1826,0.0011,5502
The National Hispanic University,330,0.0091,4297
National Holistic Institute,467,0.0385,11904
National University,4031,0.0144,12157
NEW COLLEGE OF CALIFORNIA,632,0.038,47952
Newschool of Architecture and Design,2,0,21630
MARINELLO SCHOOL OF BEAUTY,62,0,3061
Newberry School of Beauty,199,0,2272
North Adrian's College of Beauty Inc,99,0,2604
North-West College-Pomona,85,0,2157
North-West College-West Covina,178,0,2972
North-West College-Pasadena,110,0,1658
Notre Dame de Namur University,974,0.0441,13153
Occidental College,1817,0.0314,14488
Oceanside College of Beauty,129,0,2479
Ohlone College,4133,0.0131,558
OPPORTUNITIES INDUSTRIALIZATION CENTER-WEST,204,0,148
Orange Coast College,16407,0.0255,444
Otis College of Art and Design,1017,0.116,21610
Oxnard College,3326,0.0216,624
Hope International University,972,0.0309,8498
Concorde Career College-San Diego,351,0.0028,6736
Palo Alto University,NULL,NULL,24928
Pacific Lutheran Theological Seminary,NULL,NULL,4513
Pacific Oaks College,210,0,14103
Pacific School of Religion,NULL,NULL,5777
Pacific States University,30,1,73467
Pacific Union College,1317,0.0858,12280
University of the Pacific,3337,0.0246,19434
PALMER COLLEGE OF CHIROPRACTIC-WEST,NULL,NULL,15896
Palo Verde College,860,0,285
Palomar College,13502,0.0201,519
PARAMOUNT SCHOOL OF BEAUTY,64,0,104
Paris Beauty College,229,0,2052
Pasadena City College,18120,0.0498,954
PATTEN UNIVERSITY,574,0,5610
Pepperdine University,3083,0.0568,16504
Pitzer College,942,0.0297,21466
Platt College-San Diego,293,0,2714
Point Loma Nazarene University,2375,0.0109,11064
Pomona College,1529,0.0196,16708
Porterville College,2116,0.0009,352
Westwood College-South Bay,177,0.0056,279511
Professional Institute of Beauty,115,0,2302
LAREI,NULL,NULL,0
Santa Ana College,8247,0.0352,391
Pardee RAND Graduate School,NULL,NULL,3181
University of Redlands,3175,0.006,11028
College of the Redwoods,4809,0.0025,592
Salon Success Academy-Upland,29,0,914
Salon Success Academy-Corona,24,0,2954
Rio Hondo College,10444,0.0191,400
Riverside City College,16087,0.0122,287
Argosy University-San Francisco Bay Area,44,0.0455,13097
Rosemead Beauty School,181,0,3181
Dongguk University-Los Angeles,NULL,NULL,3783
Sacramento City College,12324,0.0138,361
Saddleback College,8475,0.023,755
ST JOHNS SEMINARY COLLEGE,40,0.075,8122
SAMRA UNIVERSITY OF ORIENTAL MEDICINE,0,0,3524
Samuel Merritt University,285,0,10776
San Diego City College,9291,0.0097,326
Golf Academy of America-Carlsbad,189,0.1111,4748
San Diego Mesa College,15359,0.0165,187
San Diego Miramar College,5672,0.0086,509
San Diego State University,26861,0.0291,2420
University of San Diego,4794,0.0236,17880
San Francisco Art Institute,393,0.0636,22711
San Francisco Conservatory of Music,153,0.183,14367
San Francisco State University,22798,0.0638,3004
San Francisco Theological Seminary,NULL,NULL,5334
University of San Francisco,4587,0.0669,13784
San Joaquin College of Law,36,0,14616
San Joaquin Delta College,9144,0.0072,306
SAN JOAQUIN GENERAL HOSPITAL SCHOOL OF RAD TECHN,18,0,305
San Joaquin Valley College-Visalia,622,0,11490
SAN JOAQUIN VALLEY COLLEGE,724,0,11486
William Jessup University,358,0.0503,7580
San Jose City College,9944,0.0071,621
San Jose State University,21396,0.1625,2281
College of San Mateo,7116,0.0181,656
Santa Barbara Business College-Bakersfield,313,0,6021
Westwood College-Los Angeles,679,0,11034
Santa Barbara Business College-Santa Maria,279,0,7903
Santa Barbara City College,8476,0.0493,771
Santa Clara University,4257,0.0287,11253
Santa Monica College,14593,0.1388,1238
Santa Rosa Junior College,12055,0.0073,650
Saybrook University,NULL,NULL,29152
Scripps College,810,0.0173,13807
Wyotech-Fremont,1397,0,27668
College of the Sequoias,9315,0.0019,238
Shasta Bible College and Graduate School,88,0.0227,4268
Shasta College,2717,0.0018,514
Sierra College,10624,0.0153,650
Sierra College of Beauty,59,0,2368
Sierra Valley College of Court Reporting,115,0,4476
Simpson University,961,0.0042,9955
College of the Siskiyous,1151,0.0061,534
Charles A Jones Career and Education Center,2696,0,111
Skyline College,5186,0.0162,469
San Bernardino Valley College,7869,0.0067,298
Saint Mary's College of California,3337,0.0228,21112
Solano Community College,6970,0.0022,478
Sonoma State University,7123,0.0115,2608
Pinnacle College,15,0,894
South Baylo University,236,0.5085,0
South Coast College,442,0,2926
Vanguard University of Southern California,1688,0.0089,8823
Concorde Career College-Garden Grove,569,0,7839
Southwestern College,10492,0.0029,441
St John's Seminary,NULL,NULL,15512
Starr King School for the Ministry,NULL,NULL,5884
Marshall B Ketchum University,NULL,NULL,21834
Southern California Institute of Architecture,33,0.2121,22083
University of Southern California,16240,0.0794,15467
Southwestern Law School,NULL,NULL,25260
Taft College,1281,0.0086,402
Claremont School of Theology,NULL,NULL,6088
Thomas Aquinas College,332,0.0783,13069
Marinello Schools of Beauty-Lake Forest,23,0,3109
TRAVEL AND TRADE CAREER INSTITUTE,184,0,0
Epic Bible College,99,0.0101,4110
UNION INSTITUTE & UNIVERSITY,209,0.0048,12025
United Education Institute-Huntington Park Campus,461,0,8580
Concorde Career College-San Bernardino,644,0,6782
Universal College of Beauty Inc-Los Angeles 1,82,0,1941
VALLECITOS CET INC,35,0,0
Concorde Career College-North Hollywood,726,0,8714
Ventura College,5149,0.0227,531
Victor Valley Beauty College Inc,114,0,2726
Victor Valley College,6947,0.001,1817
Berkeley City College,1738,0.0455,332
Walden University,151,0.0066,12762
West Hills College-Coalinga,2419,0.0066,498
West Los Angeles College,3963,0.0227,526
THE UNIVERSITY OF WEST LOS ANGELES,31,0,18700
West Valley College,4673,0.0096,282
WEST VALLEY OCCUPATIONAL CENTER,NULL,NULL,NULL
Carrington College-Sacramento,867,0,2151
Westminster Theological Seminary in California,NULL,NULL,6539
Westmont College,1327,0.0068,17167
Whittier College,1203,0.0499,14247
Woodbury University,1192,0.0638,11014
The Wright Institute,NULL,NULL,7686
Western State College of Law at Argosy University,NULL,NULL,5341
