INSTNM,UGDS,UGDS_NRA,TUITFTE
Thunderbird School of Global Management,NULL,NULL,NULL
American Indian College Inc,102,0.0196,NULL
American Institute of Technology,143,0,NULL
AMERICAN INSTITUTE,243,0,NULL
Carrington College-Phoenix,542,0,NULL
Carrington College-Mesa,521,0,NULL
Carrington College-Tucson,521,0,NULL
CollegeAmerica-Flagstaff,NULL,NULL,NULL
Arizona Academy of Beauty-East,51,0,NULL
Arizona Automotive Institute,440,0,NULL
ARIZONA COLLEGE OF THE BIBLE,73,0.0274,NULL
Brookline College-Phoenix,907,0,NULL
Arizona State University-Tempe,30680,0.037,NULL
Arizona Western College,3414,0.0009,NULL
University of Arizona,25158,0.0322,NULL
Southwest University of Visual Arts-Tucson,163,0,NULL
BEEBES ACADEMY OF BEAUTY CULTURE,20,0,NULL
CARLOS VALENZUELA ACADEMY,56,0,NULL
Central Arizona College,1957,0,NULL
Brown Mackie College-Tucson,408,0,NULL
Charles of Italy Beauty College,20,0,NULL
Cochise County Community College District,3048,0,NULL
Empire Beauty School-Flagstaff,34,0,NULL
Empire Beauty School-Chandler,23,0,NULL
Cortiva Institute-Tucson,127,0.0079,NULL
DEVOE COLLEGE OF BEAUTY,32,0.0313,NULL
DEVRY INSTITUTE OF TECHNOLOGY,2846,0.0112,NULL
Avalon School of Cosmetology-Mesa,218,0,NULL
Eastern Arizona College,2306,0.0035,NULL
Glendale Community College,7132,0.0052,NULL
Grand Canyon University,1966,0.0387,NULL
HIGH-TECH INSTITUTE,876,0,NULL
International Academy of Hair Design,73,0,NULL
INTERSTATE CAREER COLLEGE,276,0,NULL
LAMSON JUNIOR COLLEGE,109,0.0092,NULL
CLASSIC BEAUTY COLLEGE,73,0,NULL
CLASSIC BEAUTY COLLEGE,103,0,NULL
CLASSIC BEAUTY COLLEGE,80,0,NULL
LONG MEDICAL INSTITUTE,215,0.0093,NULL
MARICOPA BEAUTY COLLEGE,30,0,NULL
GateWay Community College,1975,0.0025,NULL
Mesa Community College,6100,0.0156,NULL
ITT Technical Institute-Tucson,216,0,NULL
ITT Technical Institute-Tempe,361,0,NULL
Mohave Community College,1529,0,NULL
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,876,0.016,NULL
MUNDUS INSTITUTE,76,0.0132,NULL
Dine College,1718,0,NULL
Northern Arizona University,14114,0.0193,NULL
Northland Pioneer College,1153,0,NULL
Ottawa University-Phoenix,820,0,NULL
PHOENIX ACADEMY OF BEAUTY,126,0,NULL
Phoenix College,4110,0.01,NULL
Cortiva Institute-Scottsdale,100,0,NULL
UNIVERSITY OF PHOENIX-PHOENIX CAMPUS,3767,0,NULL
Pima Community College,26139,0.0192,NULL
Pima Medical Institute-Tucson,546,0,NULL
Pima Medical Institute-Albuquerque,322,0,NULL
Prescott College,767,0.0183,NULL
Refrigeration School Inc,254,0,NULL
Rio Salado College,888,0,NULL
Roberto-Venn School of Luthiery,27,0.037,NULL
PARKS COLLEGE,30,0,NULL
Scottsdale Community College,1591,0.022,NULL
South Mountain Community College,1145,0.0035,NULL
ARIZONA PARALEGAL TRAINING PROGRAM,NULL,NULL,NULL
Arizona Christian University,209,0.0191,NULL
Tucson College,184,0,NULL
UNITED ACADEMY OF BEAUTY,14,0,NULL
Universal Technical Institute of Arizona Inc,2022,0,NULL
METROPOLITAN COLLEGE OF COURT REPORTING,87,0,NULL
Western International University,805,0.159,NULL
Empire Beauty School-NW Phoenix,42,0.0238,NULL
Yavapai College,1659,0.0102,NULL
University of Arkansas at Little Rock,8232,0.0334,NULL
University of Arkansas for Medical Sciences,567,0.0018,NULL
ABC Beauty College Inc,15,0,NULL
Arkansas Baptist College,225,0,NULL
Arkansas Beauty School-Little Rock,18,0,NULL
Lyon College,539,0.0297,NULL
Arkansas College of Barbering and Hair Design,100,0,NULL
Arthur's Beauty College Inc-Fort Smith,52,0,NULL
University of Arkansas,11524,0.0225,NULL
University of Arkansas at Pine Bluff,2833,0.0018,NULL
Arkansas State University-Beebe,2533,0.0004,NULL
Arkansas State University-Main Campus,8762,0.0278,NULL
Arkansas Tech University,4027,0.0077,NULL
ARKANSAS VALLEY TECHNICAL INSTITUTE,506,0,NULL
University of Arkansas at Monticello,2025,0.004,NULL
Arthur's Beauty College Inc-Jacksonville,61,0,NULL
Baptist Health College-Little Rock,NULL,NULL,NULL
BEE JAYS ACADEMY,28,0,NULL
Black River Technical College,1090,0,NULL
University of Central Arkansas,7952,0.0482,NULL
Central Baptist College,268,0.0224,NULL
Cossatot Community College of the University of Arkansas,432,0,NULL
COTTON BOLL TECHNICAL INSTITUTE,232,0,NULL
Crowley's Ridge College,154,0.0065,NULL
Crowley's Ridge Technical Institute,243,0,NULL
DE LUXE BEAUTY SCHOOL,32,0,NULL
DELTA TECHNICAL INSTITUTE,1737,0,NULL
East Arkansas Community College,1051,0,NULL
Eastern College of Health Vocations-Little Rock,212,0,NULL
Imagine-Paul Mitchell Partner School,NULL,NULL,NULL
FOOTHILLS TECHNICAL INSTITUTE,200,0,NULL
FOREST ECHOES TECHNICAL INSTITUTE,291,0,NULL
National Park Community College,1583,0.0019,NULL
University of Arkansas Community College-Batesville,326,0,NULL
GREAT RIVERS VOCATIONAL TECHNICAL SCHOOL,111,0,NULL
HARDING UNIVERSITY GRADUATE SCHOOL OF RELIGION,NULL,NULL,NULL
Harding University,3537,0.0475,NULL
HARRISON SCHOOL OF COSMETOLOGY,11,0,NULL
Henderson State University,3236,0.0068,NULL
Hendrix College,982,0.0122,NULL
Hot Springs Beauty College,38,0,NULL
Jefferson Regional Medical Center School of Nursing,133,0,NULL
John Brown University,1214,0.0857,NULL
Lees School of Cosmetology,35,0,NULL
Career Academy of Hair Design,27,0,NULL
MARCEL-ROYALE BEAUTY ACADEMY,24,0,NULL
MARSHA KAY BEAUTY COLLEGE,10,0,NULL
Academy of Salon and Spa,34,0,NULL
Arkansas State University Mid-South,511,0.0117,NULL
Arkansas Northeastern College,948,0.0021,NULL
Margaret's Hair Academy Inc,9,0,NULL
New Tyler Barber College Inc,90,0,NULL
North Arkansas College,1255,0,NULL
NORTHWEST ARKANSAS COLLEGE OF COSMETOLOGY,35,0,NULL
Northwest Technical Institute,1263,0,NULL
Ouachita Baptist University,1604,0.0368,NULL
College of the Ouachitas,441,0,NULL
Ozarka College,592,0,NULL
University of the Ozarks,573,0.1169,NULL
University of Arkansas Community College-Morrilton,702,0.0014,NULL
Philander Smith College,925,0.0346,NULL
Phillips Community College of the University of Arkansas,759,0,NULL
Southeast Arkansas College,1166,0,NULL
PROFESSIONAL BEAUTY COLLEGE INC,31,0,NULL
Professional Cosmetology Education Center,54,0,NULL
Pulaski Technical College,1326,0,NULL
QUAPAW TECHNICAL INSTITUTE,186,0,NULL
University of Arkansas Community College-Hope,669,0,NULL
PHILLIPS COMMUNITY COLLEGE,107,0,NULL
Rich Mountain Community College,547,0,NULL
Paul Mitchell the School-Arkansas,25,0,NULL
Searcy Beauty College,53,0,NULL
Shorter College,252,0.1825,NULL
Williams Baptist College,564,0.0319,NULL
SOUTHERN INSTITUTE OF COSMETOLOGY,84,0,NULL
SPARKS REGIONAL MEDICAL CENTER SCH OF RADIOGRAPHY,NULL,NULL,NULL
South Arkansas Community College,813,0,NULL
Southern Arkansas University Main Campus,2279,0.0228,NULL
Southern Arkansas University Tech,443,0,NULL
University of Arkansas-Fort Smith,4096,0.0005,NULL
Academy of Art University,2244,0.3048,NULL
ITT Technical Institute-Rancho Cordova,488,0,NULL
ACADEMY OF COURT REPORTING INC,137,0,NULL
The Academy of Radio and TV Broadcasting,86,0.093,NULL
ACADEMY PACIFIC BUSINESS AND TRAVEL COLLEGE,232,0.0129,NULL
Avalon School of Cosmetology-Alameda,63,0,NULL
College of Alameda,3882,0.0613,NULL
Allan Hancock College,5971,0.0164,NULL
American Academy of Dramatic Arts-Los Angeles,208,0.1346,NULL
American Baptist Seminary of the West,NULL,NULL,NULL
American Film Institute Conservatory,NULL,NULL,NULL
American Beauty College,28,0,NULL
EDUTEK PROFESSIONAL COLLEGES,NULL,NULL,NULL
THE AMERICAN COLLEGE IN LOS ANGELES,515,0.5922,NULL
American Career College-Los Angeles,562,0.0445,NULL
INTERNATIONAL BUSINESS INSTITUTE,NULL,NULL,NULL
American Conservatory Theater,13,0,NULL
American River College,15325,0.0271,NULL
CONCORDE CAREER INSTITUTE,232,0,NULL
Antelope Valley College,7477,0.0068,NULL
Art Center College of Design,1383,0.3153,NULL
Associated Technical College-Los Angeles,697,0,NULL
Associated Technical College-San Diego,185,0,NULL
ASSOCIATED TECHNICAL COLLEGE-ANAHEIM,310,0,NULL
Azusa Pacific University,2475,0.0574,NULL
Bakersfield College,9211,0.0105,NULL
BARSTOW ACADEMY OF BEAUTY,15,0,NULL
Barstow Community College,1561,0.0032,NULL
Bellus Academy-National City,96,0,NULL
BETHANY COLLEGE OF THE ASSEMBLIES OF GOD,584,0.0103,NULL
Biola University,2121,0.0471,NULL
BJORNS HAIRSTYLING ACADEMY,33,0,NULL
BROOKS COLLEGE,969,0.0186,NULL
Brooks Institute,448,0.2522,NULL
Brownson Technical School,68,0,NULL
Bryan University,348,0,NULL
Butte College,6665,0.0342,NULL
Phillips Graduate Institute,NULL,NULL,NULL
California Institute of Integral Studies,55,0,NULL
CALIFORNIA PARAMEDIC AND TECHNICAL COLLEGE,432,0,NULL
Cabrillo College,8800,0.0175,NULL
California Baptist University,1446,0,NULL
California College of the Arts,977,0.1003,NULL
University of California-Hastings College of Law,NULL,NULL,NULL
California Institute of Technology,882,0.093,NULL
California Lutheran University,1508,0.0736,NULL
California Polytechnic State University-San Luis Obispo,15947,0.0068,NULL
CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-FRESNO,NULL,NULL,NULL
CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-LA,NULL,NULL,NULL
Alliant International University-San Diego,NULL,NULL,NULL
CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-ALAMEDA,NULL,NULL,NULL
California State University-Bakersfield,4189,0.0181,NULL
California State University-Stanislaus,4845,0.0124,NULL
California State University-San Bernardino,9094,0.0252,NULL
California State Polytechnic University-Pomona,14874,0.0417,NULL
California State University-Chico,12298,0.0176,NULL
California State University-Dominguez Hills,7186,0.0191,NULL
California State University-Fresno,14100,0.0389,NULL
California State University-Fullerton,20090,0.0407,NULL
California State University-East Bay,9905,0.0287,NULL
California State University-Long Beach,22052,0.0313,NULL
California State University-Los Angeles,13995,0.0414,NULL
California State University-Northridge,21749,0.0315,NULL
California State University-Sacramento,18713,0.0224,NULL
University of California-Berkeley,21226,0.0361,NULL
University of California-Davis,18738,0.0133,NULL
University of California-Irvine,14240,0.0287,NULL
University of California-Los Angeles,23912,0.0266,NULL
University of California-Riverside,7665,0.0133,NULL
University of California-San Diego,14595,0.0119,NULL
University of California-San Francisco,35,0,NULL
University of California-Santa Barbara,16272,0.013,NULL
University of California-Santa Cruz,9154,0.0085,NULL
Sofia University,NULL,NULL,NULL
California Beauty School,76,0.0658,NULL
CALIFORNIA BUSINESS INSTITUTE,167,0,NULL
California Christian College,47,0.0213,NULL
CALIFORNIA COLLEGE FOR HEALTH SCIENCES,65,0,NULL
CALIFORNIA COLLEGE OF PODIATRIC MEDICINE,NULL,NULL,NULL
Le Cordon Bleu College of Culinary Arts-San Francisco,610,0,NULL
California Hair Design Academy,69,0,NULL
California Institute of the Arts,718,0.0822,NULL
The California Maritime Academy,351,0.0142,NULL
CALIFORNIA PARAMEDICAL AND TECHNICAL COLLEGE,164,0,NULL
CALIFORNIA MEDICAL SCHOOL OF SHIATSU,10,0,NULL
California Western School of Law,NULL,NULL,NULL
Canada College,3255,0.0753,NULL
College of the Canyons,5061,0.016,NULL
Career Academy of Beauty,153,0,NULL
Casa Loma College-Van Nuys,115,0,NULL
CET-San Diego,91,0.7253,NULL
CET-Sobrato,374,0.5722,NULL
CET-El Centro,165,0.5333,NULL
CET-San Bernardino,129,0.3488,NULL
CET-Watsonville,135,0.763,NULL
CET-Gilroy,117,0.4017,NULL
CET-Salinas,68,0.6176,NULL
Cerritos College,16198,0.0169,NULL
Cerro Coso Community College,2819,0.0035,NULL
Chabot College,9979,0.0421,NULL
Chaffey College,10648,0.0327,NULL
Chapman University,2308,0.0403,NULL
Charles R Drew University of Medicine and Science,217,0,NULL
CHILDRENS HOSPITAL SCHOOL OF XRAY TECHNOLOGY,16,0,NULL
Concordia University-Irvine,617,0.0713,NULL
San Diego Christian College,549,0.0164,NULL
Church Divinity School of the Pacific,NULL,NULL,NULL
Citrus College,9135,0.0483,NULL
City College of San Francisco,15703,0.0199,NULL
Claremont Graduate University,NULL,NULL,NULL
Claremont McKenna College,954,0.0493,NULL
Milan Institute-Visalia,200,0,NULL
CLEVELAND CHIROPRACTIC COLLEGE OF LOS ANGELES,NULL,NULL,NULL
Clovis Adult Education,244,0.0082,NULL
Coastline Community College,5523,0.0413,NULL
Cogswell College,385,0.0416,NULL
Coleman University,941,0,NULL
COBA Academy,61,0,NULL
COLLEGE OF OCEANEERING,236,0,NULL
Western University of Health Sciences,116,0.0948,NULL
Columbia College,1712,0.0064,NULL
Columbia College-Hollywood,188,0.3138,NULL
El Camino College-Compton Center,3576,0.0425,NULL
COMPUTER LEARNING CENTER,1024,0,NULL
COMPUTER LEARNING CENTER,342,0,NULL
COMPUTER LEARNING CENTER OF ANAHEIM,633,0,NULL
CONSOLIDATED WELDING SCHOOL,64,0,NULL
CONTEMPO SCHOOL OF BEAUTY,72,0,NULL
SAN FERNANDO BEAUTY ACADEMY,113,0,NULL
Contra Costa College,4378,0.0338,NULL
Cosumnes River College,9548,0.0202,NULL
BRYAN COLLEGE-SAN FRANCISCO,100,0,NULL
Crafton Hills College,2937,0.0014,NULL
Cuesta College,6865,0.0111,NULL
Cuyamaca College,3966,0.0108,NULL
Cypress College,10868,0.0343,NULL
D-Q UNIVERSITY,274,0.4051,NULL
DANIEL FREEMAN HOSPITAL PARAMEDIC SCHOOL,63,0,NULL
De Anza College,15913,0.0561,NULL
DEEP SPRINGS COLLEGE,24,0,NULL
Dell'Arte International School of Physical Theatre,27,0.3333,NULL
College of the Desert,5787,0.0569,NULL
Design Institute of San Diego,217,0.0092,NULL
DEVRY INSTITUTE OF TECHNOLOGY-POMONA,3025,0.0212,NULL
Diablo Valley College,13289,0.0329,NULL
DICKINSON-WARREN COLLEGE,0,NULL,NULL
Dominican University of California,1016,0.0217,NULL
Dominican School of Philosophy & Theology,7,0,NULL
DON BOSCO TECHNICAL INSTITUTE,124,0.0161,NULL
DONS BEAUTY SCHOOL,57,0.0175,NULL
East Los Angeles College,11720,0.0436,NULL
EAST LOS ANGELES OCCUPATIONAL CENTER,3462,0,NULL
Marinello Schools of Beauty-Santa Clara,54,0,NULL
EDUCATIONAL CULTURAL COMPLEX,43,0,NULL
El Camino Community College District,17872,0.049,NULL
ELDORADO COLLEGE,220,0,NULL
ELDORADO COLLEGE,194,0,NULL
Elegance International,60,0.4333,NULL
ELEGANTE BEAUTY COLLEGE,49,0,NULL
Marinello Schools of Beauty-Burbank,44,0,NULL
Marinello Schools of Beauty-Moreno Valley,74,0,NULL
Emperor's College of Traditional Oriental Medicine,NULL,NULL,NULL
Empire College,472,0,NULL
Evergreen Valley College,7636,0.0744,NULL
Fashion Institute of Design & Merchandising-Los Angeles,1459,0.172,NULL
FASHION CAREERS OF CALIFORNIA,87,0,NULL
Fashion Institute of Design & Merchandising-San Francisco,436,0.0872,NULL
Fashion Institute of Design & Merchandising-Orange County,130,0.0538,NULL
Feather River Community College District,796,0,NULL
Federico Beauty Institute,113,0,NULL
FEDERICOS KERN COUNTY COLLEGE OF BEAUTY,NULL,NULL,NULL
Fielding Graduate University,NULL,NULL,NULL
Hair California Beauty Academy,5,0,NULL
Foothill College,7870,0.0639,NULL
Fredrick and Charles Beauty College,37,0,NULL
Fresno City College,13112,0.031,NULL
Fresno Pacific University,715,0.0434,NULL
Fuller Theological Seminary in California,NULL,NULL,NULL
Fullerton College,14424,0.0354,NULL
GALEN COLLEGE OF MEDICAL AND DENTAL ASSISTANTS,168,0,NULL
GALEN COLLEGE OF MEDICAL AND DENTAL ASSISTANTS,124,0,NULL
GALEN COLLEGE OF MEDICAL AND DENTAL ASSISTANTS,38,0,NULL
GANAYE ACADEMY OF COSMETOLOGY INC,134,0,NULL
Gavilan College,2774,0.0227,NULL
Gemological Institute of America-Carlsbad,9014,0.14,NULL
Glendale Community College,8998,0.118,NULL
Glendale Career College,2350,0,NULL
GOLDEN GATE BAPTIST SEMINARY,46,0,NULL
GOLDEN GATE UNIVERSITY-MONTEREY,160,0.1688,NULL
Golden Gate University-San Francisco,227,0.1366,NULL
Golden West College,8765,0.0577,NULL
Graduate Theological Union,NULL,NULL,NULL
Grossmont College,11551,0.0525,NULL
Salon Success Academy-Riverside,77,0,NULL
HARBOR OCCUPATIONAL CENTER,2348,0,NULL
Hartnell College,5153,0.0215,NULL
Harvey Mudd College,644,0.0202,NULL
HEALD BUSINESS COLLEGE-HAYWARD,517,0.0039,NULL
HEALD BUSINESS COLLEGE,341,0.0117,NULL
HEALD INSTITUTE OF TECHNOLOGY-SAN FRANCISCO,400,0,NULL
Heald College-Rancho Cordova,311,0,NULL
Heald College-Fresno,439,0,NULL
HEALD COLLEGE,119,0,NULL
Heald College-San Jose,631,0.0048,NULL
Heald College-San Francisco,500,0.07,NULL
Heald College-Concord,515,0.0097,NULL
HEALD INSTITUTE OF TECHNOLOGY-MARTINEZ,530,0,NULL
Hilltop Beauty School,124,0,NULL
Holy Names University,623,0.1027,NULL
Humboldt State University,6864,0.008,NULL
Humphreys College-Stockton and Modesto Campuses,132,0,NULL
HUNTINGTON COLLEGE OF DENTAL TECHNOLOGY,55,0,NULL
HUNTINGTON MEMORIAL HOSPITAL SCHOOL OF XRAY TECHN,3,0,NULL
Imperial Valley College,5133,0.0236,NULL
Institute for Business and Technology,233,0,NULL
INSTITUTE FOR CREATION RESEARCH,NULL,NULL,NULL
INSTITUTE OF COMPUTER TECHNOLOGY,0,0,NULL
Interior Designers Institute,268,0.0336,NULL
INTERNATIONAL AIR ACADEMY,195,0,NULL
INTERNATIONAL DEALERS SCHOOL,404,0.1238,NULL
Toni & Guy Hairdressing Academy-Santa Monica,58,0,NULL
Irvine Valley College,6989,0.0744,NULL
ITT Technical Institute-National City,817,0,NULL
ITT Technical Institute-San Dimas,706,0,NULL
ITT Technical Institute-Orange,750,0,NULL
Bellus Academy-El Cajon,146,0,NULL
JERRYLEE BEAUTY COLLEGE,NULL,NULL,NULL
JERRY LEE BEAUTY COLLEGE,23,0,NULL
JERRYLEE BEAUTY COLLEGE,18,0,NULL
JESUIT SCHOOL OF THEOLOGY AT BERKELEY,NULL,NULL,NULL
John F. Kennedy University,283,0,NULL
American Jewish University,100,0.03,NULL
Reedley College,5404,0.0163,NULL
Life Pacific College,411,0.0195,NULL
Argosy University-The Art Institute of California-San Diego,257,0.1012,NULL
University of La Verne,2881,0.0042,NULL
Laguna College of Art and Design,187,0.1123,NULL
Lake Tahoe Community College,1804,0.0177,NULL
Lancaster Beauty School,72,0,NULL
Laney College,8897,0.0592,NULL
Lassen Community College,1513,0.0093,NULL
Life Chiropractic College West,NULL,NULL,NULL
HARBOR-UCLA MEDICAL CENTER SCHOOL OF MEDICAL TECHN,NULL,NULL,NULL
La Sierra University,841,0.0987,NULL
Loma Linda University,1155,0.0468,NULL
Long Beach City College,12798,0.0337,NULL
Southern California University of Health Sciences,NULL,NULL,NULL
Los Angeles Harbor College,5744,0.0425,NULL
Los Angeles Pierce College,10496,0.0538,NULL
Los Angeles Southwest College,3616,0.023,NULL
Los Angeles Trade Technical College,9265,0.0515,NULL
Los Angeles Valley College,11673,0.0738,NULL
The Master's College and Seminary,843,0.0214,NULL
Los Angeles City College,10416,0.1497,NULL
Los Angeles County College of Nursing and Allied Health,170,0,NULL
Los Angeles Mission College,4811,0.0461,NULL
Los Medanos College,5373,0.0114,NULL
Argosy University-The Art Institute of California-San Francisco,25,0.24,NULL
LOYOLA LAW SCHOOL,2077,0.0443,NULL
Loyola Marymount University,2087,0.0441,NULL
Manchester Beauty College,59,0,NULL
Tulare Beauty College,39,0,NULL
Lyles Fresno College of Beauty,39,0,NULL
Lytles Redwood Empire Beauty College Inc,76,0,NULL
MTI Business College Inc,342,0,NULL
MTI College,554,0.0108,NULL
Brightwood College-Sacramento,118,0,NULL
Brightwood College-San Diego,873,0,NULL
Brightwood College-Vista,237,0,NULL
MARIN BEAUTY COLLEGE,41,0,NULL
College of Marin,5425,0.0358,NULL
Marinello Schools of Beauty-Los Angeles,72,0,NULL
MARINELLO SCHOOL OF BEAUTY,57,0,NULL
MARINELLO SCHOOL OF BEAUTY,20,0,NULL
MARINELLO SCHOOL OF BEAUTY,18,0,NULL
MARINELLO SCHOOL OF BEAUTY,47,0,NULL
MARINELLO SCHOOL OF BEAUTY,98,0,NULL
MARINELLO SCHOOL OF BEAUTY,46,0,NULL
MARINELLO SCHOOL OF BEAUTY,56,0,NULL
MARINELLO SCHOOL OF BEAUTY,78,0,NULL
MARINELLO SCHOOL OF BEAUTY,48,0,NULL
Marymount California University,829,0.193,NULL
MASTERS INSTITUTE,732,0.0055,NULL
UNIVERSITY OF THE PACIFIC-MCGEORGE SCHOOL OF LAW,1379,0.0522,NULL
Mendocino College,2388,0.0071,NULL
Menlo College,492,0.1118,NULL
MENNONITE BRETHREN BIBLICAL SEMINARY,NULL,NULL,NULL
Merced College,5687,0.0183,NULL
Merritt College,3944,0.0322,NULL
Mills College,869,0.0334,NULL
MILPITAS BEAUTY COLLEGE,68,0,NULL
MiraCosta College,6620,0.0292,NULL
Marinello Schools of Beauty-San Francisco,101,0,NULL
Mission College,6502,0.0437,NULL
Modern Beauty Academy,69,0,NULL
Brightwood College-North Hollywood,474,0,NULL
Modesto Junior College,10437,0.0282,NULL
MOLER BARBER COLLEGE,26,0,NULL
Moler Barber College,25,0,NULL
MONTEREY ACADEMY OF HAIR DESIGN,53,0,NULL
Middlebury Institute of International Studies at Monterey,32,0.2188,NULL
Monterey Peninsula College,4169,0.0374,NULL
Moorpark College,9234,0.0166,NULL
MORO BEAUTY COLLEGE,144,0,NULL
Mt San Antonio College,18716,0.0426,NULL
Mount Saint Mary's University,1596,0.0081,NULL
Mt San Jacinto Community College District,6000,0.0062,NULL
Musicians Institute,0,0,NULL
Napa Valley College,2919,0.0277,NULL
BRYMAN COLLEGE,509,0.0314,NULL
Everest College-Reseda,340,0,NULL
NATIONAL EDUCATION CENTER-BRYMAN CAMPUS,306,0.0033,NULL
NATIONAL EDUCATION CENTER-BRYMAN CAMPUS,247,0,NULL
Everest College-Gardena,356,0,NULL
Everest College-Alhambra,414,0,NULL
NATIONAL EDUCATION CENTER-SAWYER CAMPUS,216,0.0046,NULL
