INSTNM,UGDS,UGDS_NRA,TUITFTE
Arizona Academy of Beauty-East,55,0,6847
Arizona Automotive Institute,117,0,19174
Brookline College-Phoenix,914,0,2017
Arizona State University-Tempe,52883,0.0215,7870
Arizona Western College,6450,0.1217,884
University of Arizona,29354,0.0273,7419
Southwest University of Visual Arts-Tucson,355,0,14067
Toni & Guy Hairdressing Academy,288,0,7185
Central Arizona College,4132,0.0051,1286
Brown Mackie College-Tucson,384,0.0547,8116
Charles of Italy Beauty College,28,0,8202
Cochise County Community College District,3092,0.0026,638
Empire Beauty School-Flagstaff,42,0,7481
Empire Beauty School-Chandler,131,0,6912
Cortiva Institute-Tucson,128,0,4032
DeVry University-Arizona,1312,0.0061,17530
Avalon School of Cosmetology-Mesa,221,0,3629
Eastern Arizona College,4222,0.009,953
Embry-Riddle Aeronautical University-Prescott,1672,0.0425,29402
Glendale Community College,7944,0.0086,1724
Grand Canyon University,9720,0.0038,7403
Anthem College-Phoenix,2280,0,13036
International Academy of Hair Design,190,0,12722
Lamson College,643,0,17374
Kaplan College,560,0,1861
Maricopa Beauty College LLC,140,0,9589
GateWay Community College,6114,0.0043,1850
Mesa Community College,12392,0.0136,1891
ITT Technical Institute-Tucson,476,0,17827
ITT Technical Institute-Tempe,803,0,17070
Mohave Community College,5551,0,1027
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,1758,0,9102
Dine College,1510,0,585
Northern Arizona University,16584,0.0245,4957
Northland Pioneer College,1222,0,570
Ottawa University-Phoenix,505,0,2556
Empire Beauty School-Glendale,130,0,7585
Phoenix College,5351,0.0078,1722
Cortiva Institute-Scottsdale,145,0.0069,4613
University of Phoenix-Phoenix-Hohokam Campus,3980,0.0432,6823
Pima Community College,30622,0.0126,1575
Pima Medical Institute-Tucson,1062,0,5030
Pima Medical Institute-Albuquerque,781,0,6116
Prescott College,717,0.0098,9719
Refrigeration School Inc,442,0,4265
Rio Salado College,5572,0.0034,2194
Roberto-Venn School of Luthiery,35,0.0571,9689
Hair Academy of Safford,55,0,1881
Scottsdale Community College,5257,0.0177,2278
South Mountain Community College,2582,0.0112,1525
Arizona Christian University,381,0.0105,8964
Tucson College,355,0,14856
Universal Technical Institute of Arizona Inc,1730,0,10703
Western International University,2230,0.0099,9946
Empire Beauty School-NW Phoenix,163,0,7992
Yavapai College,5170,0.0037,1735
University of Arkansas at Little Rock,9195,0.0122,4854
University of Arkansas for Medical Sciences,870,0.0046,9052
ABC Beauty College Inc,54,0,3276
Arkansas Baptist College,625,0.0096,2388
Arkansas Beauty School-Little Rock,44,0,98
Arkansas Beauty College,44,0,1200
Lyon College,449,0.02,6531
Arkansas College of Barbering and Hair Design,109,0,4915
Arthur's Beauty College Inc-Fort Smith,56,0,6983
University of Arkansas,14861,0.0266,5224
University of Arkansas at Pine Bluff,3352,0.0104,2021
Arkansas State University-Beebe,3489,0.0003,1704
Arkansas State University-Main Campus,9234,0.0165,3324
Arkansas Tech University,6581,0.0318,3160
University of Arkansas at Monticello,2729,0.0022,1461
Arthur's Beauty College Inc-Jacksonville,80,0,14042
Baptist Health College-Little Rock,838,0,3050
Bee Jays Academy,50,0.02,2015
Black River Technical College,1571,0,1184
University of Central Arkansas,9670,0.0339,4496
Central Baptist College,548,0.0146,4514
Cossatot Community College of the University of Arkansas,1047,0,1040
Crowley's Ridge College,137,0,6800
Crowley's Ridge Technical Institute,284,0,625
De Luxe Beauty School,10,0,2248
East Arkansas Community College,1030,0,1219
Eastern College of Health Vocations-Little Rock,265,0,5442
National Park Community College,2734,0.0004,1263
University of Arkansas Community College-Batesville,1336,0,1287
Harding University,4131,0.0508,8069
Henderson State University,3098,0.0255,3242
Hendrix College,1341,0.0224,9034
Hot Springs Beauty College,31,0,4081
Jefferson Regional Medical Center School of Nursing,67,0,208
John Brown University,1674,0.0717,9393
Lees School of Cosmetology,37,0,3984
Career Academy of Hair Design,165,0,8570
Marsha Kay Beauty College,15,0,1209
Academy of Salon and Spa,86,0,3775
Arkansas State University Mid-South,1140,0.0061,1300
Arkansas Northeastern College,1404,0,1409
Margaret's Hair Academy Inc,84,0,2072
New Tyler Barber College Inc,70,0,5100
North Arkansas College,1789,0,965
Northwest Technical Institute,288,0,2010
Ouachita Baptist University,1437,0.0299,6796
College of the Ouachitas,821,0.0061,1604
Ozarka College,988,0,925
University of the Ozarks,636,0.1777,10066
University of Arkansas Community College-Morrilton,1854,0.0005,1472
Philander Smith College,582,0.0206,7185
Phillips Community College of the University of Arkansas,1154,0,785
Southeast Arkansas College,2048,0,1240
Professional Cosmetology Education Center,44,0,1540
Pulaski Technical College,7983,0.0016,1299
University of Arkansas Community College-Hope,963,0,1299
Rich Mountain Community College,571,0,1085
Paul Mitchell the School-Arkansas,78,0,1288
Searcy Beauty College,58,0,1670
Williams Baptist College,487,0.0123,5909
South Arkansas Community College,1404,0,1629
Southern Arkansas University Main Campus,2538,0.0477,2898
Southern Arkansas University Tech,884,0.0079,1625
Velvatex College of Beauty Culture,24,0,224
University of Arkansas-Fort Smith,6110,0.0015,2678
Abram Friedman Occupational Center,14127,0,16
Academy of Art University,9273,0.1463,15499
ITT Technical Institute-Rancho Cordova,716,0,16954
Academy of Chinese Culture and Health Sciences,NULL,NULL,7674
The Academy of Radio and TV Broadcasting,106,0,7887
Avalon School of Cosmetology-Alameda,137,0,2990
College of Alameda,5631,0.0334,529
Allan Hancock College,10304,0.0012,531
American Baptist Seminary of the West,NULL,NULL,11477
American Film Institute Conservatory,NULL,NULL,20427
American Beauty College,37,0,143
American Intercontinental University,229,0,16179
American Career College-Los Angeles,1732,0,13000
American Conservatory Theater,1,0,15184
American River College,31736,0.0083,516
Everest College-Hayward,180,0.0056,7776
Antelope Valley College,12888,0.0019,339
Art Center College of Design,1470,0.2054,30053
Associated Technical College-Los Angeles,305,0,4995
Associated Technical College-San Diego,86,0,18515
Azusa Pacific University,4858,0.0177,15697
Bakersfield College,17658,0.0023,451
Bridges Academy of Beauty,13,0,2295
Barstow Community College,3203,0.0006,344
Bellus Academy-National City,197,0,5575
Bethany University,430,0.0116,12127
Bethesda University,187,0,6424
Biola University,3936,0.0221,15240
Brooks Institute,1184,0,15448
Brownson Technical School,48,0,7234
Bryan University,874,0,9243
Butte College,11009,0.009,665
Phillips Graduate Institute,NULL,NULL,19506
California Institute of Integral Studies,84,0.0119,14486
Cabrillo College,13547,0.0035,555
California Baptist University,3072,0.0342,14713
California College of the Arts,1336,0.0853,22469
University of California-Hastings College of Law,NULL,NULL,15110
California Institute of Technology,921,0.1129,12269
California Lutheran University,2198,0.0437,14492
California Polytechnic State University-San Luis Obispo,18401,0.0082,4260
Alliant International University-San Diego,168,0.131,16784
California State University-Bakersfield,6133,0.0176,2758
California State University-Stanislaus,6876,0.0134,2110
California State University-San Bernardino,13989,0.0273,3570
California State Polytechnic University-Pomona,19060,0.0529,3121
California State University-Chico,15665,0.0204,3056
California State University-Dominguez Hills,8810,0.0152,3683
California State University-Fresno,18106,0.0256,2709
California State University-Fullerton,29868,0.0341,4005
California State University-East Bay,10832,0.0624,4391
California State University-Long Beach,31570,0.0428,3352
California State University-Los Angeles,15372,0.058,3392
California State University-Northridge,30291,0.0546,3316
California State University-Sacramento,23146,0.0099,4021
University of California-Berkeley,25151,0.0427,9025
University of California-Davis,24058,0.0206,8138
University of California-Irvine,22122,0.0271,7402
University of California-Los Angeles,26536,0.0448,8878
University of California-Riverside,15702,0.0175,7087
University of California-San Diego,22486,0.0324,8077
University of California-San Francisco,NULL,NULL,14315
University of California-Santa Barbara,18888,0.0118,7839
University of California-Santa Cruz,15125,0.0054,7607
Sofia University,NULL,NULL,20284
California Beauty School,72,0,4255
California Christian College,23,0,7872
California College-San Diego,817,0,9802
Le Cordon Bleu College of Culinary Arts-San Francisco,816,0.0319,20844
California Hair Design Academy,189,0,3416
California Institute of the Arts,863,0.0707,21742
The California Maritime Academy,809,0.0148,5109
California Western School of Law,NULL,NULL,31453
Canada College,4794,0.0065,114
College of the Canyons,18454,0.0069,719
Career Academy of Beauty,169,0,4600
Casa Loma College-Van Nuys,675,0,8747
CET-San Diego,238,0,2030
CET-Sobrato,515,0,2433
CET-El Centro,320,0,5209
CET-San Bernardino,138,0,1844
CET-Watsonville,157,0,2463
CET-Gilroy,162,0,4578
CET-Salinas,189,0,3797
Cerritos College,21940,0.0364,473
Cerro Coso Community College,4540,0.0009,475
Chabot College,11892,0.0095,696
Chaffey College,17750,0.0105,689
Chapman University,4264,0.0232,18630
Charles R Drew University of Medicine and Science,214,0,5686
Concordia University-Irvine,1333,0.0293,10277
San Diego Christian College,395,0.0127,16132
Church Divinity School of the Pacific,NULL,NULL,7967
Citrus College,11259,0.0257,819
City College of San Francisco,32134,0.0286,963
Claremont Graduate University,NULL,NULL,25946
Claremont McKenna College,1212,0.0586,22808
Milan Institute-Visalia,356,0,6730
Cleveland Chiropractic College of Los Angeles,75,0.04,15292
Clovis Adult Education,1457,0,1022
Coastline Community College,9346,0.0074,519
Cogswell College,224,0.0045,16213
Coleman University,433,0,5968
COBA Academy,101,0,7464
National Polytechnic College of Science,287,0,6080
Western University of Health Sciences,NULL,NULL,29642
Columbia College,3127,0,738
Columbia College-Hollywood,355,0.0845,13812
El Camino College-Compton Center,4134,0.0138,665
Western Beauty Institute,694,0,1972
Contra Costa College,6372,0.021,485
Cosumnes River College,13245,0.0084,466
Crafton Hills College,5408,0.0007,505
Cuesta College,9620,0.0043,706
Cuyamaca College,6813,0.0043,0
Cynthias Beauty Academy,116,0,3250
Cypress College,14089,0.0149,722
De Anza College,23446,0.0655,1770
International School of Beauty Inc,149,0,9162
Dell'Arte International School of Physical Theatre,23,0.2609,11540
College of the Desert,8556,0.0183,784
Design Institute of San Diego,253,0,25173
DeVry University-California,5998,0.0038,16902
Diablo Valley College,19115,0.0555,1131
Dominican University of California,1426,0.0224,17042
Dominican School of Philosophy & Theology,3,0,10354
East Los Angeles College,29988,0.0199,455
Marinello Schools of Beauty-Santa Clara,147,0,3550
San Diego Continuing Education,NULL,NULL,NULL
El Camino Community College District,23475,0.0269,894
Elegance International,113,0,12768
Marinello Schools of Beauty,140,0,5998
Marinello Schools of Beauty-Burbank,249,0,4771
Marinello Schools of Beauty-Moreno Valley,254,0,6307
Emperor's College of Traditional Oriental Medicine,NULL,NULL,21790
Empire College,827,0,6729
Evergreen Valley College,9407,0.0044,415
Fashion Institute of Design & Merchandising-Los Angeles,4651,0.0765,21401
Fashion Careers College,78,0.0641,25411
Fashion Institute of Design & Merchandising-San Francisco,950,0.04,19784
Fashion Institute of Design & Merchandising-Orange County,500,0.03,22355
Feather River Community College District,1405,0.0064,460
Federico Beauty Institute,227,0,5695
Fielding Graduate University,NULL,NULL,18293
Five Branches University,NULL,NULL,10703
Hair California Beauty Academy,174,0,658
Foothill College,16195,0.0527,1585
Franciscan School of Theology,NULL,NULL,9660
Fredrick and Charles Beauty College,92,0,4395
Fresno City College,22343,0.0013,421
Fresno Pacific University,1589,0.0289,13472
Fuller Theological Seminary in California,NULL,NULL,10784
Fullerton College,20017,0.0152,712
Galen College of Medical and Dental Assistants,130,0,6485
Gavilan College,6574,0.0003,506
Gemological Institute of America-Carlsbad,2366,0.0782,39438
Glendale Community College,14404,0.0315,915
Glendale Career College,213,0,26462
Golden Gate University-San Francisco,414,0.058,19481
Golden West College,12767,0.021,766
Graduate Theological Union,NULL,NULL,6125
Grossmont College,15054,0.0391,0
Salon Success Academy-Riverside,50,0.02,1952
Hartnell College,9508,0.0013,476
Harvey Mudd College,738,0.0339,20439
Heald College-Rancho Cordova,984,0,4272
Heald College-Fresno,1106,0,4682
Heald College-San Jose,984,0,4683
Heald College-San Francisco,777,0,4229
Heald College-Concord,1106,0,4861
Hilltop Beauty School,167,0,2344
Holy Names University,669,0.0314,12315
Pacifica Graduate Institute,NULL,NULL,38805
Humboldt State University,6813,0.0103,3369
Humphreys College-Stockton and Modesto Campuses,577,0.0035,5870
Imperial Valley College,7234,0.0015,346
Institute for Business and Technology,718,0,7920
LA College International,282,0,3938
Interior Designers Institute,360,0.0167,9789
Toni & Guy Hairdressing Academy-Santa Monica,27,0,3688
Irvine Valley College,7859,0.0471,935
ITT Technical Institute-National City,1190,0,16041
ITT Technical Institute-San Dimas,901,0,17087
ITT Technical Institute-Orange,834,0,16695
Bellus Academy-El Cajon,146,0.0068,8147
Jesuit School of Theology at Berkeley,NULL,NULL,10208
John F. Kennedy University,244,0.0082,20121
American Jewish University,96,0.0625,18548
Reedley College,12439,0.0006,495
Life Pacific College,414,0.0072,7492
Argosy University-The Art Institute of California-San Diego,2047,0,17532
University of La Verne,3720,0.007,15057
Laguna College of Art and Design,346,0.0289,13924
Lake Tahoe Community College,2944,0.0003,851
Lancaster Beauty School,203,0,4030
Laney College,11249,0.0364,592
Lassen Community College,1922,0.0021,730
Life Chiropractic College West,NULL,NULL,20136
Lincoln University,89,0.5169,12878
Southern California Seminary,66,0.0455,8677
La Sierra University,1442,0.1221,19947
Loma Linda University,1067,0.0356,23809
Long Beach City College,25576,0.0142,456
Southern California University of Health Sciences,NULL,NULL,72420
Los Angeles Harbor College,8236,0.0132,654
Los Angeles Pierce College,18932,0.0112,631
Los Angeles Southwest College,5208,0.0056,243
Los Angeles Trade Technical College,13348,0.0088,279
Los Angeles Valley College,15996,0.0066,454
The Master's College and Seminary,1017,0.0462,10290
Los Angeles City College,16200,0.0348,578
Los Angeles County College of Nursing and Allied Health,299,0,2937
Los Angeles Mission College,8015,0.0104,412
Los Medanos College,8417,0.0025,521
Argosy University-The Art Institute of California-San Francisco,1536,0.0352,16998
Loyola Marymount University,5509,0.0227,24474
Manchester Beauty College,101,0,5286
Tulare Beauty College,71,0,4153
Lyles Bakersfield College of Beauty,215,0.0047,4209
Lyles Fresno College of Beauty,65,0,7826
Lytles Redwood Empire Beauty College Inc,101,0,5030
MTI Business College Inc,251,0,1216
MTI College,636,0,9572
Brightwood College-Sacramento,624,0,231
Brightwood College-San Diego,1307,0,3601
Brightwood College-Vista,1074,0,2151
College of Marin,4984,0.0122,400
Marinello Schools of Beauty-Los Angeles,177,0,4330
Marinello School of Beauty,175,0,3898
Marinello School of Beauty,258,0,4843
Marinello School of Beauty,86,0,3480
Marinello School of Beauty,103,0,3791
Marinello School of Beauty,199,0,5854
Marinello School of Beauty,353,0,6986
Marinello School of Beauty,322,0,5435
Marinello School of Beauty,116,0,4596
Marymount California University,574,0.0976,21197
Mendocino College,3742,0,416
Menlo College,666,0.0991,15875
Mennonite Brethren Biblical Seminary,NULL,NULL,7820
Merced College,9662,0.0103,535
Merritt College,6331,0.0115,666
Mills College,956,0.0262,17937
MiraCosta College,11063,0.0163,973
Marinello Schools of Beauty-San Francisco,72,0,7509
Mission College,8077,0.0305,683
Modern Beauty Academy,62,0,4148
Brightwood College-North Hollywood,1182,0,1972
Modesto Junior College,17521,0.0026,567
Moler Barber College,29,0,4914
Middlebury Institute of International Studies at Monterey,13,0,14717
Monterey Peninsula College,8541,0.0082,600
Moorpark College,14586,0.0047,613
Mt San Antonio College,26831,0.0145,783
Mount Saint Mary's University,1883,0.0011,16994
Mt San Jacinto Community College District,14097,0.0004,535
Mueller College,165,0,5826
Musicians Institute,1173,0.2685,24513
Napa Valley College,6063,0.0016,745
Everest College-San Francisco,652,0.0015,7287
Everest College-Reseda,294,0,11458
Everest College-LA Wilshire,343,0.0146,11258
Everest College-San Jose,437,0,7134
Everest College-Gardena,398,0,9500
Everest College-Alhambra,333,0.015,6821
Everest College-San Bernardino,790,0,11611
The National Hispanic University,403,0,7093
National Holistic Institute,196,0,9819
National University,4472,0.0161,6901
Newschool of Architecture and Design,322,0.0217,14120
Marinello School of Beauty,166,0,5148
Newberry School of Beauty,204,0,3825
North Adrian's College of Beauty Inc,251,0,3150
North-West College-Pomona,153,0,1830
North-West College-West Covina,309,0,1486
North-West College-Pasadena,80,0,1642
Notre Dame de Namur University,799,0.025,16190
Occidental College,1834,0.0174,22211
Oceanside College of Beauty,92,0,4738
Ohlone College,9572,0.0185,991
Orange Coast College,23399,0.0266,666
Otis College of Art and Design,1139,0.1536,21192
Oxnard College,6590,0.0011,271
Hope International University,571,0.0385,10353
Concorde Career College-San Diego,649,0,9808
Palo Alto University,28,0.1429,26827
Pacific Lutheran Theological Seminary,NULL,NULL,6130
Pacific Oaks College,150,0.0067,24672
Pacific School of Religion,NULL,NULL,6559
Pacific States University,56,0.7679,11722
Pacific Union College,1201,0.0624,15467
University of the Pacific,3443,0.0349,26086
Palmer College of Chiropractic-West Campus,NULL,NULL,18095
Palo Verde College,3223,0.0003,175
Palomar College,23454,0.0107,729
Marinello Schools of Beauty,196,0,4127
Paris Beauty College,220,0,2013
Pasadena City College,24445,0.0439,1050
Patten University,998,0,4038
Pepperdine University,3386,0.0614,22187
Pitzer College,1025,0.0302,38669
Platt College-San Diego,289,0,12475
Point Loma Nazarene University,2394,0.0033,15132
Pomona College,1516,0.0402,19983
Porterville College,3809,0.0013,362
Westwood College-South Bay,778,0.0026,25986
Professional Institute of Beauty,102,0,3210
Santa Ana College,31895,0.0146,554
Pardee RAND Graduate School,NULL,NULL,19340
University of Redlands,2814,0.0195,15199
College of the Redwoods,5681,0.0007,936
Salon Success Academy-Upland,188,0,4302
Salon Success Academy-Corona,50,0,4157
Marinello School of Beauty,112,0,3730
Rio Hondo College,18096,0.0031,507
Riverside City College,31571,0.0074,598
Argosy University-San Francisco Bay Area,38,0,14931
Rosemead Beauty School,222,0,43
Dongguk University-Los Angeles,NULL,NULL,8183
Sacramento City College,23988,0.0085,485
Saddleback College,15407,0.0153,1038
Samra University of Oriental Medicine,NULL,NULL,5752
Samuel Merritt University,441,0,17695
San Diego City College,15243,0.0034,418
Golf Academy of America-Carlsbad,274,0.1642,7667
San Diego Mesa College,20610,0.0112,523
San Diego Miramar College,10593,0.0027,570
San Diego State University,28557,0.0228,4103
University of San Diego,5097,0.0304,28400
San Francisco Art Institute,346,0.0491,21851
San Francisco Conservatory of Music,200,0.22,20882
San Francisco State University,24617,0.0562,4413
San Francisco Theological Seminary,NULL,NULL,3162
University of San Francisco,5369,0.0799,19879
San Joaquin College of Law,NULL,NULL,35840
San Joaquin Delta College,17716,0.0038,476
San Joaquin Valley College-Visalia,887,0.0552,11654
San Joaquin Valley College-Bakersfield,541,0.0813,10981
William Jessup University,459,0.0044,10745
San Jose City College,9848,0.0067,396
San Jose State University,24985,0.0357,4598
College of San Mateo,9417,0.0066,137
Santa Barbara Business College-Bakersfield,708,0,7816
Westwood College-Los Angeles,1060,0.0009,25272
Santa Barbara Business College-Santa Maria,216,0,7164
Santa Barbara City College,15692,0.0613,1097
Santa Clara University,5234,0.0277,23006
Santa Monica College,28172,0.0975,1615
Santa Rosa Junior College,18514,0.0024,855
Saybrook University,NULL,NULL,16392
Scripps College,944,0.0127,25945
Wyotech-Fremont,486,0,13800
College of the Sequoias,11211,0.0012,414
Shasta Bible College and Graduate School,58,0.0172,6467
Shasta College,8987,0,787
Sierra College,18608,0.0113,789
Sierra College of Beauty,98,0,4301
Sierra Valley College of Court Reporting,179,0,7055
Trinity Law School,NULL,NULL,19477
Simpson University,936,0.0043,11123
College of the Siskiyous,2366,0.0038,574
Charles A Jones Career and Education Center,2264,0,363
Skyline College,8425,0.0071,109
San Bernardino Valley College,12750,0.0014,505
Saint Mary's College of California,2617,0.0195,21855
Solano Community College,9079,0.002,469
Sonoma State University,7686,0.0095,4230
Pinnacle College,68,0,16440
South Baylo University,166,0.3253,7150
South Coast College,336,0,9591
Vanguard University of Southern California,1854,0.014,13556
Concorde Career College-Garden Grove,587,0,10244
Southwestern College,13931,0.1128,509
Starr King School for the Ministry,NULL,NULL,11167
Marshall B Ketchum University,NULL,NULL,26252
Southern California Institute of Architecture,250,0.164,22137
University of Southern California,16283,0.0878,22729
Southwestern Law School,NULL,NULL,28421
Taft College,1760,0.0006,428
Claremont School of Theology,NULL,NULL,7435
Thomas Aquinas College,340,0.0735,16612
Marinello Schools of Beauty-Lake Forest,128,0,9208
Epic Bible College,175,0,7852
United Education Institute-Huntington Park Campus,2191,0,12194
Concorde Career College-San Bernardino,796,0,9613
Universal College of Beauty Inc-Los Angeles 1,28,0,2380
Vallecitos CET Inc,39,0,5236
Concorde Career College-North Hollywood,579,0,12183
Ventura College,12059,0.0049,422
Victor Valley Beauty College Inc,162,0,4061
Victor Valley College,10121,0.0008,420
Berkeley City College,5578,0.0364,405
Walden University,2466,0.3394,8774
Maxine Waters Employment Preparation Center,1387,0,34
West Hills College-Coalinga,2710,0.0417,727
West Los Angeles College,10490,0.0111,502
West Valley College,10037,0.009,779
Carrington College-Sacramento,1548,0,8413
Westminster Theological Seminary in California,NULL,NULL,6897
Westmont College,1327,0.0083,22065
Whittier College,1381,0.0196,21469
Woodbury University,1251,0.0799,16201
The Wright Institute,NULL,NULL,16056
Western State College of Law at Argosy University,NULL,NULL,31517
Thomas Jefferson School of Law,NULL,NULL,27767
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,118,0.1102,14740
Yuba College,7780,0.001,272
The Salon Professional Academy-Grand Junction,73,0.0137,4945
Adams State University,2173,0.0005,4469
Aims Community College,3529,0,2880
Arapahoe Community College,5354,0.0101,5342
Bel-Rea Institute of Animal Technology,627,0.008,7916
Everest College-Colorado Springs,632,0,8523
Boulder College of Massage Therapy,165,0,13042
University of Colorado Denver/Anschutz Medical Campus,9060,0.0353,8391
University of Colorado Colorado Springs,6470,0.0046,7861
Redstone College,581,0.0103,13764
University of Colorado Boulder,26110,0.0157,13007
Colorado Christian University,1981,0.001,11278
Colorado College,1972,0.0284,22296
Concorde Career College-Aurora,751,0,12347
The Art Institute of Colorado,2404,0,17616
Colorado Mountain College,2315,0.0017,2651
Colorado Northwestern Community College,687,0.0029,4597
Colorado School of Mines,3415,0.0656,12617
Colorado School of Trades,135,0,15191
Colorado State University-Fort Collins,21311,0.018,8713
Colorado Technical University-Colorado Springs,1878,0,10579
Empire Beauty School-Lakewood,73,0,7505
Community College of Aurora,4302,0.0221,4601
CollegeAmerica-Denver,416,0,13167
Delta Montrose Technical College,256,0,3010
Prince Institute-Rocky Mountains,108,0,7055
Community College of Denver,5257,0.0645,3377
Lincoln College of Technology-Denver,915,0,10810
Denver Seminary,NULL,NULL,9543
Westwood College-Denver North,5937,0.0002,24786
University of Denver,5305,0.0522,21994
Emily Griffith Technical College,2021,0.0242,1829
Fort Lewis College,3598,0.0078,5383
Front Range Community College,12857,0.0159,5074
Glenwood Beauty Academy,28,0.0714,5612
Hair Dynamics Education Center,195,0,2369
Iliff School of Theology,NULL,NULL,13893
International Salon and Spa Academy,221,0.0045,6367
Lamar Community College,573,0.0349,2834
Colorado Mesa University,5623,0.0034,5295
Metropolitan State University of Denver,20656,0.0057,5038
Morgan Community College,822,0.0061,3661
Naropa University,444,0.018,15421
National American University-Colorado Springs,275,0,11430
National American University-Denver,274,0.0219,10475
Nazarene Bible College,977,0,7780
Northeastern Junior College,1317,0.0137,3839
University of Northern Colorado,9722,0.0129,6956
Otero Junior College,1086,0.0285,2547
Everest College-Thornton,850,0,15053
Pikes Peak Community College,9935,0.0059,4423
IBMC College,301,0,4688
Pueblo Community College,4344,0.0051,3315
Red Rocks Community College,5519,0.0134,5449
Regis University,5197,0.0077,10423
Rocky Mountain College of Art and Design,568,0.0053,18032
Montessori Education Center of the Rockies,18,0,6372
San Juan Basin Technical College,835,0,1768
Colorado State University-Pueblo,4401,0.0204,3703
Pickens Technical College,1065,0,1314
Intellitec College-Colorado Springs,518,0,3592
Intellitec College-Grand Junction,744,0,1775
Artistic Beauty Colleges-Westminster,23,0,7854
Trinidad State Junior College,1308,0.0069,2742
Empire Beauty School-Thornton,90,0,7255
Western State Colorado University,2038,0,6147
Albertus Magnus College,1714,0.0018,10070
Paul Mitchell the School-Danbury,98,0.0204,4947
Asnuntuck Community College,1122,0,3409
Branford Hall Career Institute-Branford Campus,568,0,10573
Lincoln College of New England-Southington,702,0.0043,28275
Bridgeport Hospital School of Nursing,127,0,NULL
University of Bridgeport,2028,0.1262,13529
Butler Business School Inc,255,0,5412
Central Connecticut State University,9479,0.0099,6329
Charter Oak State College,1599,0.0006,5975
Connecticut Center for Massage Therapy-Newington,229,0,9628
Connecticut College,1741,0.0448,27826
Marinello Schools of Beauty-East Hartford,193,0,4482
Porter and Chester Institute of Branford,385,0,15268
University of Connecticut,16459,0.0112,9366
Goodwin College,1572,0.0006,16098
Lincoln Technical Institute-East Windsor,1210,0,9862
Eastern Connecticut State University,4896,0.0096,4868
Fairfield University,3948,0.0079,20292
Paul Mitchell the School-North Haven,254,0,8626
Capital Community College,3423,0.0061,2344
