INSTNM,UGDS,UGDS_NRA,TUITFTE
Academy of Salon and Spa,64,0,3533
Arkansas State University Mid-South,1785,0.0034,945
Arkansas Northeastern College,1728,0,1243
Margaret's Hair Academy Inc,39,0,2766
New Tyler Barber College Inc,86,0,3671
North Arkansas College,2119,0.0005,722
Northwest Technical Institute,351,0,2725
Ouachita Baptist University,1482,0.0277,8189
College of the Ouachitas,900,0.0067,1576
Ozarka College,1393,0,858
University of the Ozarks,615,0.1447,10599
University of Arkansas Community College-Morrilton,2369,0,1340
Philander Smith College,691,0.0535,6519
Phillips Community College of the University of Arkansas,1212,0,635
Southeast Arkansas College,1837,0.0076,1647
Professional Cosmetology Education Center,59,0,7651
Pulaski Technical College,10073,0.0003,1321
University of Arkansas Community College-Hope,1288,0,1278
Rich Mountain Community College,666,0.0045,835
Paul Mitchell the School-Arkansas,108,0,6862
Searcy Beauty College,96,0,1463
Williams Baptist College,563,0.016,6244
South Arkansas Community College,1436,0,1207
Southern Arkansas University Main Campus,2676,0.0329,3226
Southern Arkansas University Tech,954,0.0042,2162
Velvatex College of Beauty Culture,18,0,126
University of Arkansas-Fort Smith,6998,0.0054,2321
Abram Friedman Occupational Center,10801,0,24
Academy of Art University,11711,0.1507,18890
ITT Technical Institute-Rancho Cordova,755,0,17496
Academy of Chinese Culture and Health Sciences,NULL,NULL,4416
The Academy of Radio and TV Broadcasting,68,0,13647
Avalon School of Cosmetology-Alameda,167,0,3827
College of Alameda,5227,0.0409,615
Allan Hancock College,11065,0.0018,594
American Baptist Seminary of the West,NULL,NULL,10038
American Film Institute Conservatory,NULL,NULL,26349
American Beauty College,23,0,3212
American Career College-Los Angeles,1693,0,16639
American Conservatory Theater,1,0,17344
American River College,31000,0.0066,505
Everest College-Hayward,420,0,13440
Antelope Valley College,12465,0.0018,301
Art Center College of Design,1540,0.1883,28241
Associated Technical College-Los Angeles,667,0,4745
Associated Technical College-San Diego,135,0,11959
Azusa Pacific University,5511,0.0176,15679
Bakersfield College,17658,0.0023,413
Bridges Academy of Beauty,26,0,1344
Barstow Community College,2013,0.0015,257
Bellus Academy-National City,217,0,8147
Bethany University,361,0.0139,11215
Bethesda University,210,0.8714,8954
Biola University,4080,0.0137,17158
Brooks Institute,862,0,16152
Brownson Technical School,42,0,7361
Bryan University,1525,0,6493
Butte College,12061,0.0092,655
Phillips Graduate Institute,NULL,NULL,18199
California Institute of Integral Studies,91,0.011,15422
Cabrillo College,13740,0.0041,853
California Baptist University,3787,0.0341,15831
California College of the Arts,1389,0.1116,23880
University of California-Hastings College of Law,NULL,NULL,23315
California Institute of Technology,967,0.1169,13659
California Lutheran University,2533,0.0387,16074
California Polytechnic State University-San Luis Obispo,17276,0.0087,5840
Alliant International University-San Diego,161,0.1677,17056
California State University-Bakersfield,6630,0.0163,3093
California State University-Stanislaus,6963,0.0161,3234
California State University-San Bernardino,13575,0.0321,4466
California State Polytechnic University-Pomona,18647,0.0444,4110
California State University-Chico,14668,0.0288,4158
California State University-Dominguez Hills,10441,0.0204,4296
California State University-Fresno,17915,0.0258,3941
California State University-Fullerton,29876,0.0343,4949
California State University-East Bay,10254,0.081,5560
California State University-Long Beach,27416,0.0449,4193
California State University-Los Angeles,16009,0.0485,3189
California State University-Northridge,29967,0.0593,4461
California State University-Sacramento,23398,0.0126,4794
University of California-Berkeley,25540,0.0722,10824
University of California-Davis,24538,0.0253,9900
University of California-Irvine,21963,0.0275,8017
University of California-Los Angeles,26162,0.0582,11278
University of California-Riverside,18236,0.0143,8207
University of California-San Diego,23641,0.0455,10270
University of California-San Francisco,NULL,NULL,16296
University of California-Santa Barbara,19184,0.0144,9503
University of California-Santa Cruz,15668,0.004,8283
Sofia University,NULL,NULL,21523
California Beauty School,94,0,2858
California Christian College,20,0.05,8222
California College-San Diego,485,0,662
Le Cordon Bleu College of Culinary Arts-San Francisco,900,0,12198
California Hair Design Academy,195,0,5686
California Institute of the Arts,895,0.0737,24543
The California Maritime Academy,850,0.0082,5694
California Western School of Law,NULL,NULL,26660
Canada College,5461,0.0062,488
College of the Canyons,21374,0.0051,734
Career Academy of Beauty,209,0,5678
Casa Loma College-Van Nuys,587,0,5126
CET-San Diego,282,0,2666
CET-Sobrato,711,0,3233
CET-El Centro,305,0,5011
CET-San Bernardino,268,0,2929
CET-Watsonville,146,0,5367
CET-Gilroy,198,0,4696
CET-Salinas,227,0,4370
Cerritos College,20639,0.0342,930
Cerro Coso Community College,5756,0.0012,565
Chabot College,14015,0.0068,774
Chaffey College,17426,0.0079,615
Chapman University,4879,0.0318,20570
Charles R Drew University of Medicine and Science,124,0,13035
Concordia University-Irvine,1548,0.0284,10798
San Diego Christian College,471,0.0212,17040
Church Divinity School of the Pacific,NULL,NULL,8803
Citrus College,10710,0.024,874
City College of San Francisco,30413,0.036,853
Claremont Graduate University,NULL,NULL,28719
Claremont McKenna College,1253,0.067,23987
Milan Institute-Visalia,335,0,6844
Cleveland Chiropractic College of Los Angeles,80,0.0625,9522
Clovis Adult Education,829,0,2060
Coastline Community College,8725,0.007,965
Cogswell College,232,0.0086,15356
Coleman University,635,0.0142,6805
COBA Academy,118,0,8878
Western University of Health Sciences,NULL,NULL,35249
Columbia College,3138,0,529
Columbia College-Hollywood,336,0.0833,15978
El Camino College-Compton Center,7140,0.0034,381
Western Beauty Institute,758,0,2615
Contra Costa College,6876,0.0192,348
Cosumnes River College,14026,0.008,509
Crafton Hills College,5377,0.0011,553
Cuesta College,9810,0.003,810
Cuyamaca College,8764,0.0039,869
Marinello Schools of Beauty-Bell,192,0,5084
Cypress College,15019,0.0131,811
De Anza College,22478,0.0706,2000
Marinello Schools of Beauty-Hemet,498,0,5856
International School of Beauty Inc,249,0,6052
Dell'Arte International School of Physical Theatre,33,0.2727,13007
College of the Desert,8935,0.0214,718
Design Institute of San Diego,261,0.0115,16433
DeVry University-California,10839,0.0074,14710
Diablo Valley College,18691,0.0636,1349
Dominican University of California,1561,0.016,19863
Dominican School of Philosophy & Theology,NULL,NULL,12662
East Los Angeles College,31304,0.0258,563
Marinello Schools of Beauty-Santa Clara,793,0,5459
San Diego Continuing Education,4259,0,774
El Camino Community College District,22014,0.029,935
Elegance International,118,0,10891
Marinello Schools of Beauty-City of Industry,164,0,7373
Marinello Schools of Beauty-Burbank,513,0,6350
Marinello Schools of Beauty-Moreno Valley,410,0,5621
Emperor's College of Traditional Oriental Medicine,NULL,NULL,26711
Empire College,609,0,5771
Evergreen Valley College,8819,0.0043,506
Fashion Institute of Design & Merchandising-Los Angeles,4424,0.0922,24499
Fashion Careers College,83,0,14258
Fashion Institute of Design & Merchandising-San Francisco,960,0.049,24824
Fashion Institute of Design & Merchandising-Orange County,372,0.0296,23122
Feather River Community College District,1497,0.0033,243
Federico Beauty Institute,239,0,3864
Fielding Graduate University,NULL,NULL,19661
Five Branches University,NULL,NULL,12792
Hair California Beauty Academy,137,0,1754
Foothill College,17111,0.0558,1646
Franciscan School of Theology,NULL,NULL,9260
Fredrick and Charles Beauty College,90,0,4846
Fresno City College,21342,0.0007,439
Fresno Pacific University,2338,0.0171,14899
Fuller Theological Seminary in California,NULL,NULL,10983
Fullerton College,20714,0.0183,744
Galen College of Medical and Dental Assistants,127,0,5493
Gavilan College,6729,0,541
Gemological Institute of America-Carlsbad,2639,0.105,35496
Glendale Community College,15037,0.0281,837
Glendale Career College,321,0,7105
Golden Gate University-San Francisco,411,0.0243,20648
Golden West College,12769,0.0182,939
Graduate Theological Union,NULL,NULL,6849
Grossmont College,18016,0.0369,637
Salon Success Academy-Riverside,55,0,5188
Hartnell College,8981,0.0016,398
Harvey Mudd College,771,0.0467,21731
Heald College-Rancho Cordova,1452,0,9975
Heald College-Fresno,2077,0,9664
Heald College-San Jose,1680,0,10106
Heald College-San Francisco,1541,0,9770
Heald College-Concord,1775,0,10520
Hilltop Beauty School,201,0,399
Holy Names University,624,0.0256,14561
Pacifica Graduate Institute,NULL,NULL,39802
Humboldt State University,7221,0.0096,4373
Humphreys College-Stockton and Modesto Campuses,710,0.0028,9418
Imperial Valley College,7406,0.0008,332
Institute for Business and Technology,460,0,9579
LA College International,530,0,4313
Interior Designers Institute,310,0.0129,8860
Toni & Guy Hairdressing Academy-Santa Monica,105,0,7859
Irvine Valley College,11633,0.0312,988
ITT Technical Institute-National City,1654,0,15746
ITT Technical Institute-San Dimas,907,0,19460
ITT Technical Institute-Orange,994,0,17941
Bellus Academy-El Cajon,94,0,7099
Jesuit School of Theology of Santa Clara University,NULL,NULL,33842
John F. Kennedy University,216,0.0185,21678
American Jewish University,132,0,9953
Reedley College,12958,0.0002,451
Life Pacific College,388,0,9029
Argosy University-The Art Institute of California-San Diego,2184,0.0005,16970
University of La Verne,4052,0.0175,15639
Laguna College of Art and Design,411,0.0219,13202
Lake Tahoe Community College,2655,0.0008,461
Lancaster Beauty School,130,0,6391
Laney College,10436,0.0438,605
Lassen Community College,2729,0.0004,499
Life Chiropractic College West,NULL,NULL,8625
Lincoln University,103,0.233,13435
Southern California Seminary,79,0.0633,8486
La Sierra University,1471,0.1564,22686
Loma Linda University,960,0.0448,41997
Long Beach City College,25037,0.0093,556
Southern California University of Health Sciences,0,0,11090
Los Angeles Harbor College,9639,0.0074,707
Los Angeles Pierce College,18715,0.0098,746
Los Angeles Southwest College,5708,0.0053,264
Los Angeles Trade Technical College,13531,0.0061,334
Los Angeles Valley College,17776,0.0059,577
The Master's College and Seminary,1047,0.0554,11409
Los Angeles City College,17305,0.029,690
Los Angeles County College of Nursing and Allied Health,264,0,3096
Los Angeles Mission College,9456,0.017,512
Los Medanos College,8624,0.0022,434
Argosy University-The Art Institute of California-San Francisco,1637,0.0037,17642
Loyola Marymount University,5796,0.035,24816
Lu Ross Academy,202,0,3052
Manchester Beauty College,118,0,5751
Tulare Beauty College,77,0,4526
Lyles Bakersfield College of Beauty,140,0,5760
Lyles Fresno College of Beauty,71,0,6385
Lytles Redwood Empire Beauty College Inc,116,0,8072
MTI Business College Inc,201,0,1256
MTI College,630,0.0016,10566
Brightwood College-Sacramento,687,0,8079
Brightwood College-San Diego,1519,0,10691
Brightwood College-Vista,1215,0,8054
College of Marin,6431,0.0106,69
Marinello Schools of Beauty-Los Angeles,2536,0,5657
Marymount California University,793,0.0694,20210
Mendocino College,3763,0,451
Menlo College,646,0.1161,17469
Mennonite Brethren Biblical Seminary,NULL,NULL,9635
Merced College,10059,0.0085,457
Merritt College,5818,0.0177,581
Mills College,957,0.023,18006
MiraCosta College,13431,0.0123,500
Marinello Schools of Beauty-San Francisco,418,0,5942
Mission College,8502,0.0405,759
Modern Beauty Academy,62,0,3836
Brightwood College-North Hollywood,943,0,8786
Modesto Junior College,16847,0.0017,572
Moler Barber College,30,0,3873
Middlebury Institute of International Studies at Monterey,15,0.1333,14369
Monterey Peninsula College,8881,0.0062,697
Moorpark College,14636,0.005,655
Mt San Antonio College,26392,0.014,790
Mount Saint Mary's University,2276,0.0066,18434
Mt San Jacinto Community College District,14219,0.0001,515
Mueller College,197,0,22896
Musicians Institute,1234,0.1799,21934
Napa Valley College,5616,0.0018,788
Everest College-San Francisco,542,0,13511
Everest College-Reseda,864,0.0012,12967
Everest College-LA Wilshire,341,0,15297
Everest College-San Jose,522,0,14407
Everest College-Gardena,758,0,13305
Everest College-Alhambra,727,0,14306
Everest College-San Bernardino,847,0.0024,14505
The National Hispanic University,439,0,7544
National Holistic Institute,237,0.0042,13283
National University,6518,0.014,7599
Newschool of Architecture and Design,398,0.0352,16036
Newberry School of Beauty,198,0,3841
North Adrian's College of Beauty Inc,468,0,5518
North-West College-Pomona,105,0,4909
North-West College-West Covina,288,0,4404
North-West College-Pasadena,123,0,3746
Notre Dame de Namur University,994,0.0302,16937
Occidental College,2073,0.0193,23439
Oceanside College of Beauty,123,0,3350
Ohlone College,9406,0.0238,1100
Orange Coast College,22971,0.0298,842
Otis College of Art and Design,1156,0.1583,22948
Oxnard College,7242,0.0014,266
Hope International University,710,0.0183,11815
Concorde Career College-San Diego,621,0,10150
Palo Alto University,106,0.0472,26781
Pacific Lutheran Theological Seminary,NULL,NULL,5985
Pacific Oaks College,129,0,30026
Pacific School of Religion,NULL,NULL,9460
Pacific States University,50,0.78,13206
Pacific Union College,1450,0.0517,24319
University of the Pacific,3740,0.0329,26928
Palmer College of Chiropractic-San Jose,NULL,NULL,8246
Palo Verde College,3278,0.0003,201
Palomar College,23708,0.0095,856
Marinello Schools of Beauty-Paramount,212,0,4914
Paris Beauty College,167,0,1570
Pasadena City College,25204,0.0409,1098
Patten University,1087,0,4799
Pepperdine University,3431,0.0624,23666
Pitzer College,1080,0.0333,39413
Platt College-San Diego,358,0.0196,12434
Point Loma Nazarene University,2402,0.0067,16977
Pomona College,1546,0.044,20890
Porterville College,3683,0.0003,345
Westwood College-South Bay,779,0,14671
Professional Institute of Beauty,162,0,545
Santa Ana College,29098,0.01,578
Pardee RAND Graduate School,NULL,NULL,13768
Shasta School of Cosmetology,55,0,2904
University of Redlands,3020,0.002,15617
College of the Redwoods,5498,0,921
Salon Success Academy-Upland,159,0,4461
Salon Success Academy-Corona,80,0,6685
Marinello Schools of Beauty-Huntington Beach,120,0,5274
Rio Hondo College,17571,0,466
Riverside City College,18385,0.0136,629
Argosy University-San Francisco Bay Area,94,0.0106,18798
Rosemead Beauty School,209,0,3304
Dongguk University-Los Angeles,7,0,7854
Sacramento City College,23189,0.006,518
Saddleback College,20483,0.0102,1099
Samuel Merritt University,518,0,42658
San Diego City College,15569,0.0041,355
Golf Academy of America-Carlsbad,329,0.079,11893
San Diego Mesa College,22946,0.0102,355
San Diego Miramar College,10872,0.003,383
San Diego State University,23703,0.0284,5405
University of San Diego,5299,0.0438,24841
San Francisco Art Institute,356,0.0646,21769
San Francisco Conservatory of Music,186,0.1935,23890
San Francisco State University,24633,0.0591,5592
San Francisco Theological Seminary,NULL,NULL,6223
University of San Francisco,5734,0.1006,22449
San Joaquin College of Law,NULL,NULL,18301
San Joaquin Delta College,16752,0.0039,428
San Joaquin Valley College-Visalia,1361,0.0456,10864
San Joaquin Valley College-Bakersfield,984,0.0549,9316
William Jessup University,673,0.0089,18079
San Jose City College,9235,0.0095,565
San Jose State University,22841,0.0397,6141
College of San Mateo,9142,0.0042,649
Santa Barbara Business College-Bakersfield,972,0,8511
Westwood College-Los Angeles,5070,0.0002,15144
Santa Barbara Business College-Santa Maria,328,0,8697
Santa Barbara City College,15562,0.0656,1455
Santa Clara University,5072,0.0343,24226
Santa Monica College,28228,0.1046,1746
Santa Rosa Junior College,22012,0.0025,914
Saybrook University,NULL,NULL,20080
Scripps College,946,0.0338,24112
Wyotech-Fremont,2015,0,11559
College of the Sequoias,11952,0.0018,426
Shasta Bible College and Graduate School,54,0,5261
Shasta College,8749,0,784
Sierra College,18463,0.0081,864
Sierra College of Beauty,164,0,3641
Sierra Valley College of Court Reporting,159,0,8564
Trinity Law School,NULL,NULL,16953
Simpson University,971,0.0051,11720
College of the Siskiyous,2203,0.0018,614
Charles A Jones Career and Education Center,1572,0,23
Skyline College,8778,0.0075,466
San Bernardino Valley College,12511,0.0015,415
Saint Mary's College of California,2790,0.0215,20492
Solano Community College,10504,0.0014,524
Sonoma State University,7367,0.0086,5513
Pinnacle College,200,0,18183
South Baylo University,388,0.3351,5335
South Coast College,423,0,8239
Vanguard University of Southern California,1708,0.0076,15427
Concorde Career College-Garden Grove,695,0,12293
Southwestern College,17435,0.0029,533
Starr King School for the Ministry,NULL,NULL,12371
Marshall B Ketchum University,NULL,NULL,22779
Southern California Institute of Architecture,267,0.1835,28782
University of Southern California,17112,0.1071,24024
Southwestern Law School,NULL,NULL,21066
Taft College,7448,0.0009,407
Claremont School of Theology,NULL,NULL,6801
Thomas Aquinas College,355,0.062,18419
Marinello Schools of Beauty-Lake Forest,161,0,6854
Epic Bible College,303,0,9362
United Education Institute-Huntington Park Campus,4370,0,12608
Concorde Career College-San Bernardino,729,0,12468
Universal College of Beauty Inc-Los Angeles 1,54,0,1624
Concorde Career College-North Hollywood,643,0,13420
Ventura College,12550,0.0034,453
Victor Valley Beauty College Inc,165,0,1909
Victor Valley College,10857,0.0005,350
Berkeley City College,5842,0.0471,582
Walden University,9245,0.0994,6863
Maxine Waters Employment Preparation Center,1362,0,113
West Hills College-Coalinga,2638,0.0299,517
West Los Angeles College,10197,0.011,545
West Valley College,10985,0.0088,820
Carrington College-Sacramento,1690,0,13330
Westminster Theological Seminary in California,NULL,NULL,8415
Westmont College,1353,0.0074,20390
Whittier College,1520,0.0197,26626
Woodbury University,1253,0.1261,19107
The Wright Institute,NULL,NULL,16931
Western State College of Law at Argosy University,NULL,NULL,11261
Thomas Jefferson School of Law,NULL,NULL,101481
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,127,0.0394,16748
Yuba College,6827,0.0013,193
The Salon Professional Academy-Grand Junction,87,0,6295
Adams State University,2444,0,4247
Aims Community College,4184,0,3489
Arapahoe Community College,7751,0.007,3821
Bel-Rea Institute of Animal Technology,857,0.0012,7086
Everest College-Colorado Springs,719,0,15034
Boulder College of Massage Therapy,152,0.0132,15690
University of Colorado Denver/Anschutz Medical Campus,10299,0.0642,8970
University of Colorado Colorado Springs,7075,0.0051,7567
Redstone College,738,0,16807
University of Colorado Boulder,25822,0.0201,13701
Colorado Christian University,2298,0.0013,11363
Colorado College,2040,0.0466,24200
Concorde Career College-Aurora,651,0,14055
The Art Institute of Colorado,2235,0.0009,18213
Colorado Mountain College,3119,0.0019,2497
Colorado Northwestern Community College,995,0.007,4204
Colorado School of Mines,3702,0.0529,14006
Colorado School of Trades,164,0,13004
Colorado State University-Fort Collins,21805,0.019,8964
Colorado Technical University-Colorado Springs,2070,0,11824
Empire Beauty School-Lakewood,89,0,8321
Community College of Aurora,5596,0.0122,3405
CollegeAmerica-Denver,792,0.0013,13810
Delta Montrose Technical College,420,0,2549
Prince Institute-Rocky Mountains,145,0,5976
Community College of Denver,9316,0.0384,2600
Lincoln College of Technology-Denver,1233,0,10647
Denver Seminary,NULL,NULL,10671
Westwood College-Denver North,796,0,14723
University of Denver,5431,0.0714,25901
Emily Griffith Technical College,2093,0.1223,2146
Fort Lewis College,3709,0.0059,4752
Front Range Community College,17650,0.0108,3892
Glenwood Beauty Academy,50,0,9380
Hair Dynamics Education Center,257,0,4619
Iliff School of Theology,NULL,NULL,16327
International Salon and Spa Academy,238,0,13124
Lamar Community College,920,0.0239,1726
Colorado Mesa University,7472,0.0015,4906
Metropolitan State University of Denver,22974,0.0052,3819
Morgan Community College,1019,0.001,2442
Naropa University,445,0.0112,17601
National American University-Colorado Springs,403,0,11628
National American University-Denver,440,0,12424
Nazarene Bible College,949,0,8805
Northeastern Junior College,1441,0.0076,2496
University of Northern Colorado,9940,0.003,7155
Otero Junior College,1188,0.0185,1333
Everest College-Thornton,752,0,14713
Pikes Peak Community College,13169,0.0035,3097
IBMC College,487,0,2452
Pueblo Community College,5684,0.0019,1924
Red Rocks Community College,8133,0.0112,4085
Regis University,5301,0.0075,14684
Rocky Mountain College of Art and Design,679,0.0029,20830
Montessori Education Center of the Rockies,18,0,8801
Colorado State University-Pueblo,4853,0.0107,3418
Pickens Technical College,1195,0,937
Intellitec College-Colorado Springs,569,0,3088
Intellitec College-Grand Junction,834,0,3020
Trinidad State Junior College,1489,0.0094,1781
Empire Beauty School-Thornton,146,0,8931
Western State Colorado University,2028,0.0039,5145
Albertus Magnus College,1569,0.0019,11344
Paul Mitchell the School-Danbury,102,0.0392,8918
Asnuntuck Community College,1340,0,3243
Branford Hall Career Institute-Branford Campus,567,0,6392
Lincoln College of New England-Southington,950,0,16163
Bridgeport Hospital School of Nursing,151,0,NULL
University of Bridgeport,2534,0.0908,15020
Butler Business School Inc,300,0,5692
Central Connecticut State University,9720,0.0101,6957
Charter Oak State College,1957,0.001,5969
Connecticut Center for Massage Therapy-Newington,320,0,10013
Connecticut College,1770,0.0435,28104
Marinello Schools of Beauty-East Hartford,186,0,3976
Porter and Chester Institute of Branford,365,0,18799
University of Connecticut,16970,0.0166,10015
Goodwin College,2769,0,15306
Lincoln Technical Institute-East Windsor,1609,0,21633
Eastern Connecticut State University,5035,0.0107,5948
Fairfield University,3689,0.013,20870
Paul Mitchell the School-North Haven,257,0,9128
Capital Community College,3942,0.0053,1956
Rensselaer Hartford Graduate Center Inc,NULL,NULL,32168
American Institute-West Hartford,473,0,7999
Hartford Seminary,NULL,NULL,10266
University of Hartford,5216,0.0207,14234
Holy Apostles College and Seminary,36,0.1111,9832
Housatonic Community College,5627,0.0057,2316
Sanford-Brown College-Farmington,147,0,20093
The Leon Institute of Hair Design,50,0,2553
Lyme Academy College of Fine Arts,75,0,18261
