INSTNM,UGDS,UGDS_NRA,TUITFTE
Scottsdale Community College,7865,0.0112,2190
South Mountain Community College,4015,0.0042,976
Arizona Christian University,548,0.0109,8764
Tucson College,376,0,12477
Universal Technical Institute of Arizona Inc,2529,0,9214
Western International University,2089,0.0148,12329
Empire Beauty School-NW Phoenix,198,0,8013
Yavapai College,6287,0.0019,1998
University of Arkansas at Little Rock,8854,0.0279,6015
University of Arkansas for Medical Sciences,780,0.0026,10393
ABC Beauty College Inc,51,0,3141
Arkansas Baptist College,1077,0.0056,3033
Arkansas Beauty School-Little Rock,39,0,664
Arkansas Beauty College,29,0,13701
Lyon College,583,0.0429,10397
Arkansas College of Barbering and Hair Design,106,0,7680
Arthur's Beauty College Inc-Fort Smith,48,0,4683
University of Arkansas,19978,0.0255,6113
University of Arkansas at Pine Bluff,2707,0.0063,1817
Arkansas State University-Beebe,3566,0.0171,1672
Arkansas State University-Main Campus,9496,0.0638,3388
Arkansas Tech University,8643,0.0244,3157
University of Arkansas at Monticello,3186,0.0035,2682
Arthur's Beauty College Inc-Jacksonville,49,0,4968
Baptist Health College-Little Rock,910,0,4482
Black River Technical College,2014,0,922
University of Central Arkansas,9028,0.0331,4452
Central Baptist College,770,0.0338,7337
Cossatot Community College of the University of Arkansas,1112,0,962
Crowley's Ridge College,158,0,7580
Crowley's Ridge Technical Institute,279,0,433
East Arkansas Community College,1058,0.0009,1193
Eastern College of Health Vocations-Little Rock,375,0,5266
Imagine-Paul Mitchell Partner School,413,0,9833
National Park Community College,2753,0,1657
University of Arkansas Community College-Batesville,1223,0,820
Harding University,4313,0.0726,10779
Henderson State University,3354,0.0081,2827
Hendrix College,1365,0.0505,12711
Hot Springs Beauty College,51,0,7111
Jefferson Regional Medical Center School of Nursing,73,0,6039
John Brown University,1767,0.0656,9546
Lees School of Cosmetology,29,0,6105
Career Academy of Hair Design,376,0,3299
Marsha Kay Beauty College,19,0,1355
Academy of Salon and Spa,94,0,6217
Arkansas State University Mid-South,1431,0.0063,1244
Arkansas Northeastern College,1427,0,1022
Margaret's Hair Academy Inc,49,0,2521
New Tyler Barber College Inc,65,0,5970
North Arkansas College,2014,0,933
Northwest Technical Institute,262,0,3101
Ouachita Baptist University,1503,0.02,9893
College of the Ouachitas,772,0.0065,1533
Ozarka College,1310,0,658
University of the Ozarks,555,0.1009,11691
University of Arkansas Community College-Morrilton,2053,0.0185,1711
Philander Smith College,665,0.0647,7824
Phillips Community College of the University of Arkansas,1037,0,450
Southeast Arkansas College,1423,0,1899
Professional Cosmetology Education Center,40,0,11641
Pulaski Technical College,10838,0.0007,1114
University of Arkansas Community College-Hope,1194,0,1076
Rich Mountain Community College,632,0.0032,1016
Paul Mitchell the School-Arkansas,101,0,7933
Searcy Beauty College,106,0,2498
Shorter College,52,0,NULL
Williams Baptist College,509,0.0157,6764
South Arkansas Community College,1402,0,1251
Southern Arkansas University Main Campus,2600,0.0323,3175
Southern Arkansas University Tech,906,0.0044,2581
Velvatex College of Beauty Culture,23,0,253
University of Arkansas-Fort Smith,6677,0.0081,2241
Academy of Art University,11517,0.1985,21768
ITT Technical Institute-Rancho Cordova,577,0,20646
Academy of Chinese Culture and Health Sciences,NULL,NULL,8014
The Academy of Radio and TV Broadcasting,64,0,7461
Avalon School of Cosmetology-Alameda,115,0,7720
College of Alameda,4962,0.0365,685
Allan Hancock College,9644,0.0016,580
American Academy of Dramatic Arts-Los Angeles,222,0.2252,21017
American Baptist Seminary of the West,NULL,NULL,12642
American Film Institute Conservatory,NULL,NULL,25316
American Beauty College,44,0,3931
American Career College-Los Angeles,1743,0.0006,19743
American Conservatory Theater,0,0,24405
American River College,28605,0.0054,386
Everest College-Hayward,240,0,9465
Antelope Valley College,11819,0.0009,330
Art Center College of Design,1647,0.2119,29024
Associated Technical College-Los Angeles,290,0,16164
Associated Technical College-San Diego,127,0,7098
Azusa Pacific University,6224,0.0183,17710
Bakersfield College,15724,0.0016,248
Bridges Academy of Beauty,8,0,5485
Barstow Community College,2715,0.0015,429
Bellus Academy-National City,199,0,10820
Bethesda University,256,0.5273,5888
Biola University,4313,0.019,19184
Brooks Institute,661,0,17316
Brownson Technical School,34,0,7746
Bryan University,1315,0,11675
Butte College,11165,0.012,783
Phillips Graduate Institute,NULL,NULL,17691
California Institute of Integral Studies,93,0.0215,17178
Cabrillo College,12118,0.005,792
California Baptist University,4954,0.0248,17379
California College of the Arts,1450,0.1862,24889
University of California-Hastings College of Law,NULL,NULL,26749
California Institute of Technology,997,0.1073,15142
California Lutheran University,2788,0.0384,17475
California Polytechnic State University-San Luis Obispo,17599,0.0116,7419
Alliant International University-San Diego,140,0.2714,19541
California State University-Bakersfield,7220,0.0222,3380
California State University-Stanislaus,7619,0.0148,4830
California State University-San Bernardino,15777,0.0467,5889
California State Polytechnic University-Pomona,20461,0.0415,4616
California State University-Chico,15156,0.0312,5132
California State University-Dominguez Hills,10941,0.0168,5614
California State University-Fresno,19371,0.0266,4013
California State University-Fullerton,32278,0.0391,6187
California State University-East Bay,11506,0.073,6928
California State University-Long Beach,30918,0.0432,5324
California State University-Los Angeles,18055,0.0431,3927
California State University-Northridge,31237,0.0666,5998
California State University-Sacramento,25540,0.0121,5384
University of California-Berkeley,25774,0.1066,16191
University of California-Davis,25588,0.0426,12810
University of California-Irvine,22210,0.0589,12707
University of California-Los Angeles,27941,0.1036,14291
University of California-Riverside,18537,0.0235,11580
University of California-San Diego,22650,0.087,12812
University of California-San Francisco,NULL,NULL,18246
University of California-Santa Barbara,18974,0.0291,12816
University of California-Santa Cruz,15978,0.0029,11578
Sofia University,NULL,NULL,24119
California Beauty School,114,0,5074
California Christian College,25,0.04,10646
California College-San Diego,1139,0,16795
Le Cordon Bleu College of Culinary Arts-San Francisco,605,0,11706
California Hair Design Academy,218,0,8443
California Institute of the Arts,938,0.1269,27127
The California Maritime Academy,971,0.0082,7021
California Western School of Law,NULL,NULL,32006
Canada College,5394,0.01,664
College of the Canyons,13875,0.0084,844
Career Academy of Beauty,179,0,7365
Casa Loma College-Van Nuys,581,0,10240
CET-San Diego,267,0,4813
CET-Sobrato,468,0,6235
CET-El Centro,255,0,10383
CET-San Bernardino,164,0,5650
CET-Watsonville,114,0,8786
CET-Gilroy,143,0,8790
CET-Salinas,78,0,8232
Cerritos College,19459,0.0086,314
Cerro Coso Community College,4019,0.0025,954
Chabot College,12086,0.006,864
Chaffey College,15814,0.0095,728
Chapman University,5641,0.0353,23277
Charles R Drew University of Medicine and Science,96,0.0104,19353
Concordia University-Irvine,1729,0.0266,12011
San Diego Christian College,728,0.0055,18358
Church Divinity School of the Pacific,NULL,NULL,10499
Citrus College,10277,0.0284,875
Citrus Heights Beauty College,71,0,7309
City College of San Francisco,27680,0.0431,1200
Claremont Graduate University,NULL,NULL,29269
Claremont McKenna College,1254,0.1212,27715
Milan Institute-Visalia,333,0.003,7975
Clovis Adult Education,456,0.182,2889
Coastline Community College,7705,0.0069,865
Cogswell College,387,0.0181,18659
Coleman University,667,0.006,11863
COBA Academy,50,0,6347
Western University of Health Sciences,NULL,NULL,39072
Columbia College,2460,0,586
Columbia College-Hollywood,359,0.0864,19881
El Camino College-Compton Center,6604,0.0032,253
Western Beauty Institute,347,0,3021
Contra Costa College,5567,0.0194,535
Cosumnes River College,13077,0.007,413
Crafton Hills College,4490,0.0022,546
Cuesta College,8537,0.0033,919
Cuyamaca College,7442,0.0047,872
Cypress College,14244,0.0107,763
De Anza College,21147,0.082,1450
Marinello Schools of Beauty-Hemet,678,0.0015,7795
International School of Beauty Inc,233,0,4835
Dell'Arte International School of Physical Theatre,24,0,11504
College of the Desert,8114,0.0216,739
Design Institute of San Diego,204,0.0392,11678
DeVry University-California,9022,0.0115,16872
Diablo Valley College,18489,0.0719,1574
Dominican University of California,1600,0.0169,21292
Dominican School of Philosophy & Theology,NULL,NULL,11264
East Los Angeles College,34015,0.0213,623
Marinello Schools of Beauty-Santa Clara,713,0,5449
El Camino Community College District,21441,0.0277,1004
Elegance International,97,0.0825,18600
Marinello Schools of Beauty-Burbank,416,0,5482
Marinello Schools of Beauty-Moreno Valley,301,0,6736
Emperor's College of Traditional Oriental Medicine,NULL,NULL,25359
Empire College,224,0,6868
Evergreen Valley College,7581,0.0032,568
Fashion Institute of Design & Merchandising-Los Angeles,3743,0.121,26201
Fashion Institute of Design & Merchandising-San Francisco,750,0.036,27693
Fashion Institute of Design & Merchandising-Orange County,293,0.0273,33779
Feather River Community College District,1419,0.0141,584
Federico Beauty Institute,249,0,7664
Fielding Graduate University,NULL,NULL,22462
Five Branches University,NULL,NULL,9228
Hair California Beauty Academy,81,0,2142
Foothill College,13542,0.0819,1787
Franciscan School of Theology,NULL,NULL,9336
Fredrick and Charles Beauty College,75,0,8418
Fresno City College,19464,0.0004,385
Fresno Pacific University,2480,0.0198,14422
Fuller Theological Seminary in California,NULL,NULL,11218
Fullerton College,17970,0.0156,944
Galen College of Medical and Dental Assistants,64,0,8059
Gavilan College,6125,0.0003,510
Gemological Institute of America-Carlsbad,211,0,29259
Glendale Community College,14476,0.0338,653
Glendale Career College,344,0,15367
Golden Gate University-San Francisco,506,0.0296,21543
Golden West College,11377,0.0158,946
Graduate Theological Union,NULL,NULL,7423
Grossmont College,16283,0.0354,632
Salon Success Academy-Riverside,29,0,10319
Hartnell College,7508,0.0008,386
Harvey Mudd College,780,0.0795,25656
Heald College-Rancho Cordova,1324,0,13363
Heald College-Fresno,1981,0,13015
Heald College-San Jose,1736,0,14081
Heald College-San Francisco,1225,0,14512
Heald College-Concord,1657,0,14540
Hilltop Beauty School,146,0,440
Holy Names University,807,0.0434,16799
Pacifica Graduate Institute,NULL,NULL,29334
Humboldt State University,7580,0.0091,5182
Humphreys College-Stockton and Modesto Campuses,870,0,7494
Imperial Valley College,6526,0.0005,351
Institute for Business and Technology,270,0,7125
Interior Designers Institute,317,0.041,16354
Toni & Guy Hairdressing Academy-Santa Monica,234,0.0043,6960
Irvine Valley College,11468,0.0442,1134
ITT Technical Institute-National City,1385,0,18924
ITT Technical Institute-San Dimas,451,0.0022,23573
ITT Technical Institute-Orange,926,0,18784
Bellus Academy-El Cajon,175,0,8463
Joe Blasco Makeup Artist Training Center,60,0,14165
John F. Kennedy University,271,0,18297
American Jewish University,126,0,15433
Reedley College,12278,0,510
Life Pacific College,458,0.0109,8761
Argosy University-The Art Institute of California-San Diego,1978,0,12116
University of La Verne,4956,0.02,16149
Laguna College of Art and Design,457,0.035,15271
Lake Tahoe Community College,2290,0.0009,533
Lancaster Beauty School,100,0,5342
Laney College,10007,0.0396,704
Lassen Community College,1811,0.0017,601
Life Chiropractic College West,NULL,NULL,20572
Lincoln University,109,0.2569,15778
Southern California Seminary,74,0.0405,7478
La Sierra University,2001,0.1294,26198
Loma Linda University,1108,0.0397,29826
Long Beach City College,23477,0.0079,449
Southern California University of Health Sciences,0,0,19043
Los Angeles Harbor College,8736,0.0072,750
Los Angeles Pierce College,17628,0.0089,761
Los Angeles Southwest College,5264,0.0036,322
Los Angeles Trade Technical College,12070,0.0074,328
Los Angeles Valley College,16170,0.0053,615
The Master's College and Seminary,1134,0.0432,12007
Los Angeles City College,17500,0.024,641
Los Angeles County College of Nursing and Allied Health,208,0,3548
Los Angeles Mission College,8414,0.0156,577
Los Medanos College,7529,0.0041,523
Argosy University-The Art Institute of California-San Francisco,1440,0.0007,16509
Loyola Marymount University,5962,0.0423,28379
Lu Ross Academy,121,0,9959
Manchester Beauty College,90,0,6311
Tulare Beauty College,52,0,6147
Lyles Fresno College of Beauty,75,0,4997
Lytles Redwood Empire Beauty College Inc,119,0,9998
MTI Business College Inc,143,0,1153
MTI College,584,0.0017,18720
Brightwood College-Sacramento,553,0,7655
Brightwood College-San Diego,1363,0,9938
Brightwood College-Vista,794,0,8688
College of Marin,5940,0.0096,976
Marinello Schools of Beauty-Los Angeles,2551,0,6258
Marymount California University,1001,0.0569,18680
Mendocino College,3197,0,433
Menlo College,714,0.1008,17483
Merced College,8964,0.0088,428
Merritt College,5603,0.0139,680
Mills College,937,0.016,20187
MiraCosta College,13974,0.0107,1032
Marinello Schools of Beauty-San Francisco,524,0,8003
Mission College,8167,0.0253,836
Modern Beauty Academy,41,0,1984
Brightwood College-North Hollywood,870,0.0023,8958
Modesto Junior College,15730,0.0004,517
Moler Barber College,75,0,673
Middlebury Institute of International Studies at Monterey,22,0,19700
Monterey Peninsula College,9350,0.006,904
Moorpark College,13782,0.0054,530
Mt San Antonio College,25454,0.0164,789
Mount Saint Mary's University,2445,0.0053,21957
Mt San Jacinto Community College District,13165,0,498
Mueller College,161,0,6189
Musicians Institute,1253,0.2841,25841
Napa Valley College,5623,0.0023,1326
Everest College-San Francisco,317,0,10441
Everest College-Reseda,699,0,10451
Everest College-LA Wilshire,279,0,9565
Everest College-San Jose,301,0,10256
Everest College-Gardena,533,0,9570
Everest College-Alhambra,668,0,9855
Everest College-San Bernardino,820,0,10256
The National Hispanic University,500,0,3932
National Holistic Institute,250,0.032,10141
National University,9200,0.0137,8058
Newschool of Architecture and Design,389,0.1105,21581
Newberry School of Beauty,198,0,3252
North Adrian's College of Beauty Inc,277,0,7039
North-West College-Pomona,324,0,7207
North-West College-West Covina,549,0,8691
North-West College-Pasadena,207,0,7122
Notre Dame de Namur University,1180,0.0339,18974
Occidental College,2166,0.0286,23195
Oceanside College of Beauty,81,0,7853
Ohlone College,8478,0.0324,1379
Orange Coast College,19842,0.0315,908
Otis College of Art and Design,1100,0.1645,25955
Oxnard College,6471,0.0005,653
Hope International University,902,0.01,10200
Concorde Career College-San Diego,649,0,8473
Palo Alto University,170,0.0471,29092
Pacific Lutheran Theological Seminary,NULL,NULL,6183
Pacific Oaks College,374,0,16252
Pacific School of Religion,NULL,NULL,10757
Pacific States University,19,0.7895,12394
Pacific Union College,1524,0.0308,17026
University of the Pacific,3854,0.0483,29763
Palo Verde College,2508,0.0004,387
Palomar College,22640,0.0097,851
Paris Beauty College,115,0,3260
Pasadena City College,21328,0.0352,1214
Pepperdine University,3480,0.0836,24677
Pitzer College,1084,0.0378,41518
Platt College-San Diego,409,0.022,15038
Point Loma Nazarene University,2410,0.0037,17763
Pomona College,1585,0.0625,22163
Porterville College,3445,0.0015,861
Westwood College-South Bay,659,0,15700
Professional Institute of Beauty,135,0.0074,1557
Santa Ana College,30207,0.0073,579
Pardee RAND Graduate School,NULL,NULL,16142
Shasta School of Cosmetology,80,0,1210
University of Redlands,3346,0.0066,16920
College of the Redwoods,3248,0,751
Salon Success Academy-Upland,255,0,3930
Salon Success Academy-Corona,121,0,5992
Rio Hondo College,15831,0.0023,465
Riverside City College,15382,0.0164,669
Argosy University-San Francisco Bay Area,146,0,18317
Rosemead Beauty School,196,0,270
Dongguk University-Los Angeles,9,0.1111,4994
Sacramento City College,22510,0.0065,385
Saddleback College,20091,0.0142,1285
Samuel Merritt University,520,0,26905
San Diego City College,14254,0.0022,442
Golf Academy of America-Carlsbad,260,0.0038,14674
San Diego Mesa College,21578,0.013,306
San Diego Miramar College,10107,0.0031,286
San Diego State University,25746,0.0342,6463
University of San Diego,5369,0.0533,26139
San Francisco Art Institute,442,0.0928,25640
San Francisco Conservatory of Music,184,0.2174,24161
San Francisco State University,25793,0.0601,6760
San Francisco Theological Seminary,NULL,NULL,6073
University of San Francisco,6262,0.1552,25052
San Joaquin College of Law,NULL,NULL,21820
San Joaquin Delta College,14853,0.0032,403
San Joaquin Valley College-Visalia,1894,0.0285,6050
San Joaquin Valley College-Bakersfield,751,0.0386,6069
William Jessup University,976,0.0041,12926
San Jose City College,8361,0.005,612
San Jose State University,25046,0.041,7675
College of San Mateo,8576,0.0164,962
Santa Barbara Business College-Bakersfield,602,0,14860
Westwood College-Los Angeles,2687,0,12565
Santa Barbara Business College-Santa Maria,219,0,15187
Santa Barbara City College,15945,0.0896,1600
Santa Clara University,5205,0.0288,20642
Santa Monica College,27962,0.1076,2165
Santa Rosa Junior College,20435,0.0019,957
Saybrook University,NULL,NULL,22625
Scripps College,935,0.0439,27439
Wyotech-Fremont,1452,0,9855
College of the Sequoias,9883,0.0008,418
Shasta Bible College and Graduate School,52,0.0385,5010
Shasta College,7665,0,783
Sierra College,16913,0.0092,967
Sierra College of Beauty,164,0,3512
Sierra Valley College of Court Reporting,153,0,6849
Trinity Law School,NULL,NULL,16863
Simpson University,1033,0.001,12615
College of the Siskiyous,1800,0.0011,912
Charles A Jones Career and Education Center,1369,0,62
Skyline College,8443,0.0095,620
San Bernardino Valley College,10832,0.0017,577
Saint Mary's College of California,3017,0.0235,22178
Solano Community College,8528,0.0018,552
Sonoma State University,8084,0.011,6594
Pinnacle College,161,0,19132
South Baylo University,132,0.3409,4799
South Coast College,392,0,9258
Vanguard University of Southern California,1957,0.0102,14010
Concorde Career College-Garden Grove,1006,0,14014
Southwestern College,15551,0.0019,376
Starr King School for the Ministry,NULL,NULL,13052
Marshall B Ketchum University,NULL,NULL,31852
Southern California Institute of Architecture,278,0.2806,30601
University of Southern California,17994,0.1179,28504
Southwestern Law School,NULL,NULL,31807
Taft College,5080,0.0002,928
Claremont School of Theology,NULL,NULL,5786
Thomas Aquinas College,370,0.0432,18686
Marinello Schools of Beauty-Lake Forest,398,0,15105
Epic Bible College,271,0,11100
United Education Institute-Huntington Park Campus,796,0.0013,24315
Concorde Career College-San Bernardino,911,0.0011,13628
Universal College of Beauty Inc-Los Angeles 1,39,0,2041
Concorde Career College-North Hollywood,1050,0,13796
Ventura College,11776,0.0034,593
Victor Valley Beauty College Inc,110,0,3998
Victor Valley College,10301,0.0007,352
Berkeley City College,5332,0.0493,683
Walden University,8558,0.0068,7787
Waynes College of Beauty,33,0,11586
West Hills College-Coalinga,2384,0.0235,694
West Los Angeles College,9207,0.0174,648
West Valley College,9043,0.007,849
Carrington College-Sacramento,1392,0.0014,15750
Westminster Theological Seminary in California,NULL,NULL,8644
Westmont College,1336,0.012,18336
Whittier College,1583,0.0328,24485
Woodbury University,1424,0.1608,19382
The Wright Institute,NULL,NULL,18528
Western State College of Law at Argosy University,NULL,NULL,17168
Thomas Jefferson School of Law,NULL,NULL,35095
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,146,0.137,16668
Yuba College,6483,0.0006,377
The Salon Professional Academy-Grand Junction,82,0,7761
Adams State University,2382,0,5460
Aims Community College,4156,0.0019,3793
Arapahoe Community College,9924,0.0057,4576
Bel-Rea Institute of Animal Technology,682,0,6196
Everest College-Colorado Springs,435,0,10568
Boulder College of Massage Therapy,140,0,11990
University of Colorado Denver/Anschutz Medical Campus,10558,0.0942,11515
University of Colorado Colorado Springs,8118,0.0032,8856
Redstone College,651,0,10939
University of Colorado Boulder,25217,0.0298,16029
Colorado Christian University,3171,0.005,12983
Colorado College,1983,0.0519,25584
Concorde Career College-Aurora,764,0.0026,15331
The Art Institute of Colorado,1972,0,16243
Colorado Mountain College,3467,0.002,2074
Colorado Northwestern Community College,896,0.0078,4575
Colorado School of Mines,4062,0.0431,16608
Colorado School of Trades,187,0,12471
Colorado State University-Fort Collins,22424,0.0217,11570
Colorado Technical University-Colorado Springs,1473,0,13910
Empire Beauty School-Lakewood,52,0,9158
Community College of Aurora,6185,0.0103,3763
CollegeAmerica-Denver,581,0,9962
Delta Montrose Technical College,221,0,2305
Prince Institute-Rocky Mountains,35,0.0857,13133
Community College of Denver,8933,0.0367,3171
Lincoln College of Technology-Denver,1436,0,11712
Denver Seminary,NULL,NULL,11368
Westwood College-Denver North,455,0,16044
University of Denver,5379,0.0905,24575
Emily Griffith Technical College,2597,0.0004,2433
Fort Lewis College,3719,0.007,5190
Front Range Community College,18506,0.0108,4190
Glenwood Beauty Academy,65,0.0308,7272
Hair Dynamics Education Center,201,0,3515
Iliff School of Theology,NULL,NULL,16049
International Salon and Spa Academy,256,0,10270
Lamar Community College,903,0.041,2984
Colorado Mesa University,8505,0.0058,5785
Metropolitan State University of Denver,22373,0.0049,4952
Morgan Community College,1065,0.0066,3353
Naropa University,384,0.0104,19796
National American University-Colorado Springs,357,0,11882
National American University-Denver,269,0.0037,15325
Nazarene Bible College,858,0,9621
Northeastern Junior College,1318,0.0076,3317
University of Northern Colorado,9934,0.01,8778
Otero Junior College,1261,0.0238,2214
Everest College-Thornton,407,0,12169
Pikes Peak Community College,13822,0.0033,3440
IBMC College,380,0,7692
Pueblo Community College,5615,0.0004,2525
Red Rocks Community College,8057,0.0104,4592
Regis University,5369,0.0067,17372
Rocky Mountain College of Art and Design,604,0.0083,25611
Montessori Education Center of the Rockies,15,0,6312
Colorado State University-Pueblo,4611,0.0139,4630
Pickens Technical College,1378,0.0065,938
Intellitec College-Colorado Springs,299,0,15691
Intellitec College-Grand Junction,678,0,6539
Trinidad State Junior College,1358,0.0088,2412
Empire Beauty School-Thornton,145,0,9379
Western State Colorado University,1947,0.0072,6286
Albertus Magnus College,1355,0.0022,11812
Paul Mitchell the School-Danbury,99,0.0101,7556
Asnuntuck Community College,1344,0,3127
Branford Hall Career Institute-Branford Campus,596,0.0017,7261
Lincoln College of New England-Southington,1071,0,13965
Bridgeport Hospital School of Nursing,169,0,NULL
University of Bridgeport,2688,0.1071,16506
Central Connecticut State University,9630,0.0091,7423
Charter Oak State College,1477,0.0027,6731
Connecticut Center for Massage Therapy-Newington,134,0.0075,9123
Connecticut College,1816,0.0402,28242
Marinello Schools of Beauty-East Hartford,149,0,6078
Porter and Chester Institute of Branford,313,0,20840
University of Connecticut,17170,0.0305,10521
Goodwin College,3161,0.0009,15968
Lincoln Technical Institute-East Windsor,1069,0,22918
Eastern Connecticut State University,4990,0.0098,6265
Fairfield University,3696,0.0149,22629
Paul Mitchell the School-North Haven,178,0,13221
Capital Community College,3876,0.0013,1691
Rensselaer Hartford Graduate Center Inc,NULL,NULL,25829
American Institute-West Hartford,256,0,13224
Hartford Seminary,NULL,NULL,10789
University of Hartford,5067,0.0452,15026
Holy Apostles College and Seminary,49,0.2857,7456
Housatonic Community College,5623,0.0032,2091
Sanford-Brown College-Farmington,272,0,13945
The Leon Institute of Hair Design,19,0,2189
Lyme Academy College of Fine Arts,73,0,21601
Manchester Community College,6935,0.0043,3060
Naugatuck Valley Community College,6762,0.0009,3041
Middlesex Community College,2335,0.0013,3071
Mitchell College,785,0.0038,16755
Three Rivers Community College,4616,0.0019,2481
Lincoln Technical Institute-New Britain,596,0,14465
New England Tractor Trailer Training School of Connecticut,446,0,20239
University of New Haven,4635,0.0585,18267
Ridley-Lowell Business & Technical Institute-New London,350,0.0029,4871
Norwalk Community College,5241,0.0181,3345
Northwestern Connecticut Community College,1226,0.0033,2779
Paier College of Art Inc,164,0,10626
