INSTNM,UGDS,UGDS_NRA,TUITFTE
CET-San Bernardino,214,0,2035
CET-Watsonville,126,0,4488
CET-Gilroy,228,0,5250
CET-Salinas,200,0,3673
Cerritos College,20613,0.035,849
Cerro Coso Community College,5464,0.0018,542
Chabot College,14122,0.0082,810
Chaffey College,18733,0.0089,662
Chapman University,4437,0.0259,19297
Charles R Drew University of Medicine and Science,210,0,5447
Concordia University-Irvine,1423,0.0358,11677
San Diego Christian College,420,0.019,16957
Church Divinity School of the Pacific,NULL,NULL,8350
Citrus College,11086,0.0244,836
City College of San Francisco,30680,0.0345,970
Claremont Graduate University,NULL,NULL,27049
Claremont McKenna College,1211,0.0603,22800
Milan Institute-Visalia,323,0,7821
Cleveland Chiropractic College of Los Angeles,73,0,8120
Clovis Adult Education,921,0,1074
Coastline Community College,8884,0.0068,735
Cogswell College,192,0.0052,16934
Coleman University,530,0.017,7935
COBA Academy,98,0,7928
Western University of Health Sciences,NULL,NULL,34185
Columbia College,3278,0,705
Columbia College-Hollywood,341,0.0792,15772
El Camino College-Compton Center,5615,0.0094,403
Western Beauty Institute,663,0,318
Contra Costa College,6967,0.0214,488
Cosumnes River College,14632,0.008,480
Crafton Hills College,5689,0.0007,471
Cuesta College,10250,0.0024,736
Cuyamaca College,8295,0.0043,755
Marinello Schools of Beauty,162,0,5339
Cypress College,14341,0.0142,744
De Anza College,22531,0.0727,1811
Marinello Schools of Beauty-Hemet,428,0,6484
International School of Beauty Inc,93,0.0108,9348
Dell'Arte International School of Physical Theatre,27,0.2593,7414
College of the Desert,9081,0.017,746
Design Institute of San Diego,306,0,16468
DeVry University-California,7446,0.003,12150
Diablo Valley College,19525,0.0607,1229
Dominican University of California,1408,0.0192,19163
Dominican School of Philosophy & Theology,NULL,NULL,12014
East Los Angeles College,31412,0.022,464
Marinello Schools of Beauty-Santa Clara,654,0,6505
San Diego Continuing Education,NULL,NULL,NULL
El Camino Community College District,24192,0.0259,820
Elegance International,48,0,10640
Marinello Schools of Beauty,165,0,4405
Marinello Schools of Beauty-Burbank,369,0,6946
Marinello Schools of Beauty-Moreno Valley,357,0,4451
Emperor's College of Traditional Oriental Medicine,NULL,NULL,26337
Empire College,718,0,5403
Evergreen Valley College,9486,0.0043,368
Fashion Institute of Design & Merchandising-Los Angeles,4562,0.0785,21878
Fashion Careers College,75,0.0267,24011
Fashion Institute of Design & Merchandising-San Francisco,921,0.0326,23574
Fashion Institute of Design & Merchandising-Orange County,382,0.0262,26695
Feather River Community College District,1949,0.0021,599
Federico Beauty Institute,243,0,6407
Fielding Graduate University,NULL,NULL,16591
Five Branches University,NULL,NULL,12243
Hair California Beauty Academy,155,0,75
Foothill College,16342,0.0525,1655
Franciscan School of Theology,NULL,NULL,9697
Fredrick and Charles Beauty College,74,0,4959
Fresno City College,22773,0.0007,402
Fresno Pacific University,1798,0.0256,13820
Fuller Theological Seminary in California,NULL,NULL,11207
Fullerton College,20551,0.0183,733
Galen College of Medical and Dental Assistants,130,0,7476
Gavilan College,7048,0.0003,398
Gemological Institute of America-Carlsbad,1343,0,35455
Glendale Community College,15094,0.0288,897
Glendale Career College,262,0,9688
Golden Gate University-San Francisco,404,0.0421,19757
Golden West College,12679,0.0229,880
Graduate Theological Union,NULL,NULL,6332
Grossmont College,18610,0.037,634
Salon Success Academy-Riverside,55,0,3384
Hartnell College,9578,0.0019,414
Harvey Mudd College,757,0.0343,21107
Heald College-Rancho Cordova,1058,0,9392
Heald College-Fresno,1430,0,9942
Heald College-San Jose,1273,0,9763
Heald College-San Francisco,1083,0,9296
Heald College-Concord,1371,0,9821
Hilltop Beauty School,190,0,1280
Holy Names University,578,0.045,14129
Pacifica Graduate Institute,NULL,NULL,41816
Humboldt State University,7219,0.0097,3838
Humphreys College-Stockton and Modesto Campuses,726,0.0014,6718
Imperial Valley College,7348,0.0012,335
Institute for Business and Technology,691,0,10607
LA College International,589,0,5449
Interior Designers Institute,355,0.0197,10211
Toni & Guy Hairdressing Academy-Santa Monica,74,0.0135,9885
Irvine Valley College,11148,0.0378,880
ITT Technical Institute-National City,1430,0,16582
ITT Technical Institute-San Dimas,1030,0,17062
ITT Technical Institute-Orange,951,0,16753
Bellus Academy-El Cajon,129,0,8260
Jesuit School of Theology of Santa Clara University,NULL,NULL,16254
John F. Kennedy University,280,0.0071,25544
American Jewish University,111,0,14636
Reedley College,13315,0.0006,445
Life Pacific College,400,0.0075,8410
Argosy University-The Art Institute of California-San Diego,2039,0,17188
University of La Verne,3623,0.0058,15416
Laguna College of Art and Design,371,0.0135,13493
Lake Tahoe Community College,2885,0.0007,611
Lancaster Beauty School,128,0,5409
Laney College,11624,0.0405,497
Lassen Community College,1964,0.0005,638
Life Chiropractic College West,NULL,NULL,20428
Lincoln University,195,0.641,15693
Southern California Seminary,69,0.029,9557
La Sierra University,1455,0.121,21041
Loma Linda University,979,0.0388,38994
Long Beach City College,26138,0.0104,543
Southern California University of Health Sciences,NULL,NULL,9730
Los Angeles Harbor College,8831,0.0099,593
Los Angeles Pierce College,19037,0.0109,573
Los Angeles Southwest College,5901,0.0081,223
Los Angeles Trade Technical College,13079,0.0083,266
Los Angeles Valley College,16657,0.0062,434
The Master's College and Seminary,986,0.0548,11281
Los Angeles City College,16735,0.0338,559
Los Angeles County College of Nursing and Allied Health,317,0,2831
Los Angeles Mission College,8720,0.0133,399
Los Medanos College,9391,0.0017,501
Argosy University-The Art Institute of California-San Francisco,1447,0.0214,16314
Loyola Marymount University,5667,0.0314,25745
Lu Ross Academy,102,0,3266
Manchester Beauty College,115,0,6000
Tulare Beauty College,94,0,4379
Lyles Bakersfield College of Beauty,243,0,3951
Lyles Fresno College of Beauty,61,0,6779
Lytles Redwood Empire Beauty College Inc,108,0,5723
MTI Business College Inc,227,0,1232
MTI College,555,0,8912
Brightwood College-Sacramento,653,0.0031,1157
Brightwood College-San Diego,1402,0.0328,2364
Brightwood College-Vista,1235,0.0518,2718
College of Marin,6220,0.0096,108
Marinello Schools of Beauty-Los Angeles,2305,0,4234
Marymount California University,569,0.0773,21844
Mendocino College,3986,0,455
Menlo College,652,0.1074,17517
Mennonite Brethren Biblical Seminary,NULL,NULL,7149
Merced College,9473,0.0083,449
Merritt College,6219,0.015,592
Mills College,914,0.0252,19418
MiraCosta College,12262,0.0122,565
Marinello Schools of Beauty-San Francisco,340,0,20165
Mission College,8527,0.0386,653
Modern Beauty Academy,61,0,2029
Brightwood College-North Hollywood,1288,0.0505,1185
Modesto Junior College,16688,0.0025,560
Moler Barber College,25,0,5261
Middlebury Institute of International Studies at Monterey,7,0,15989
Monterey Peninsula College,8784,0.0073,710
Moorpark College,14984,0.0042,591
Mt San Antonio College,26677,0.0153,747
Mount Saint Mary's University,1969,0.0025,17746
Mt San Jacinto Community College District,15543,0.0002,483
Mueller College,239,0,7719
Musicians Institute,1405,0.2384,18613
Napa Valley College,6712,0.0019,698
Everest College-San Francisco,627,0,9780
Everest College-Reseda,1090,0,15843
Everest College-LA Wilshire,608,0,12327
Everest College-San Jose,672,0,13010
Everest College-Gardena,962,0,12807
Everest College-Alhambra,737,0,11954
Everest College-San Bernardino,1267,0.0024,12042
The National Hispanic University,403,0,6771
National Holistic Institute,187,0.0374,10653
National University,5131,0.0166,7119
Newschool of Architecture and Design,350,0.0343,7412
Newberry School of Beauty,213,0,4017
North Adrian's College of Beauty Inc,275,0,4773
North-West College-Pomona,78,0,4454
North-West College-West Covina,162,0,5483
North-West College-Pasadena,56,0,4700
Notre Dame de Namur University,873,0.0229,16166
Occidental College,1959,0.0128,22731
Oceanside College of Beauty,123,0,4971
Ohlone College,9189,0.0219,950
Orange Coast College,23770,0.0286,752
Otis College of Art and Design,1150,0.1557,19163
Oxnard College,7522,0.0005,240
Hope International University,673,0.0163,15706
Concorde Career College-San Diego,666,0,12133
Palo Alto University,65,0.0615,23989
Pacific Lutheran Theological Seminary,NULL,NULL,5234
Pacific Oaks College,83,0.0602,22848
Pacific School of Religion,NULL,NULL,8962
Pacific States University,36,0.8056,9856
Pacific Union College,1526,0.0511,15899
University of the Pacific,3489,0.039,27719
Palmer College of Chiropractic-West Campus,NULL,NULL,7632
Palo Verde College,2796,0.0004,261
Palomar College,24451,0.0099,782
Marinello Schools of Beauty,209,0,3121
Paris Beauty College,273,0,3142
Pasadena City College,24186,0.044,1009
Patten University,995,0,4116
Pepperdine University,3427,0.0578,24097
Pitzer College,1043,0.0307,39325
Platt College-San Diego,292,0.0103,9626
Point Loma Nazarene University,2367,0.0072,17230
Pomona College,1531,0.0418,19557
Porterville College,3938,0.002,336
Westwood College-South Bay,724,0.0041,26990
Professional Institute of Beauty,138,0,906
Santa Ana College,28664,0.0027,458
Pardee RAND Graduate School,NULL,NULL,17825
University of Redlands,2928,0.0188,15179
College of the Redwoods,6446,0.0012,884
Salon Success Academy-Upland,163,0.0982,5628
Salon Success Academy-Corona,71,0,4628
Marinello School of Beauty,103,0,3893
Rio Hondo College,20235,0.002,372
Riverside City College,31491,0.0082,571
Argosy University-San Francisco Bay Area,77,0.026,17839
Rosemead Beauty School,173,0,40
Dongguk University-Los Angeles,NULL,NULL,8411
Sacramento City College,25063,0.008,511
Saddleback College,21414,0.0122,1004
Samra University of Oriental Medicine,NULL,NULL,8347
Samuel Merritt University,517,0,37284
San Diego City College,14653,0.0033,399
Golf Academy of America-Carlsbad,303,0.1188,9685
San Diego Mesa College,20687,0.0103,407
San Diego Miramar College,10147,0.0033,391
San Diego State University,26556,0.0269,4458
University of San Diego,5066,0.0363,25601
San Francisco Art Institute,327,0.0459,20991
San Francisco Conservatory of Music,200,0.215,23325
San Francisco State University,25185,0.0582,4686
San Francisco Theological Seminary,NULL,NULL,6485
University of San Francisco,5439,0.0877,20949
San Joaquin College of Law,NULL,NULL,17190
San Joaquin Delta College,17691,0.0047,374
San Joaquin Valley College-Visalia,1252,0.0455,6252
San Joaquin Valley College-Bakersfield,877,0.0582,6119
William Jessup University,539,0.0093,19172
San Jose City College,10285,0.0082,337
San Jose State University,24035,0.0387,4858
College of San Mateo,9693,0.0046,691
Santa Barbara Business College-Bakersfield,737,0,7551
Westwood College-Los Angeles,3930,0.0163,20509
Santa Barbara Business College-Santa Maria,293,0,7866
Santa Barbara City College,16324,0.0629,940
Santa Clara University,5158,0.0312,24673
Santa Monica College,29404,0.0951,1503
Santa Rosa Junior College,22895,0.0021,822
Saybrook University,NULL,NULL,18627
Scripps College,898,0.0234,26625
Wyotech-Fremont,1926,0.0005,11994
College of the Sequoias,11659,0.002,405
Shasta Bible College and Graduate School,40,0.025,5478
Shasta College,9672,0,738
Sierra College,18693,0.0101,867
Sierra College of Beauty,85,0,2427
Sierra Valley College of Court Reporting,200,0,7133
Trinity Law School,NULL,NULL,19662
Simpson University,953,0.0021,11249
College of the Siskiyous,2542,0.0016,359
Charles A Jones Career and Education Center,1618,0,271
Skyline College,9434,0.0054,507
San Bernardino Valley College,13290,0.0017,481
Saint Mary's College of California,2525,0.0242,23614
Solano Community College,10674,0.0017,648
Sonoma State University,7450,0.0099,4426
Pinnacle College,148,0,10687
South Baylo University,327,0.4067,7948
South Coast College,366,0,9660
Vanguard University of Southern California,1584,0.0139,16928
Concorde Career College-Garden Grove,698,0,13089
Southwestern College,18552,0.0034,611
Starr King School for the Ministry,NULL,NULL,10346
Marshall B Ketchum University,NULL,NULL,16625
Southern California Institute of Architecture,242,0.1694,25235
University of Southern California,16445,0.1017,23702
Southwestern Law School,NULL,NULL,31548
Taft College,6558,0.0011,750
Claremont School of Theology,NULL,NULL,11005
Thomas Aquinas College,345,0.0667,17542
Marinello Schools of Beauty-Lake Forest,173,0,5205
Epic Bible College,156,0,8958
United Education Institute-Huntington Park Campus,9540,0,5158
Concorde Career College-San Bernardino,860,0,12772
Universal College of Beauty Inc-Los Angeles 1,30,0,6213
Concorde Career College-North Hollywood,650,0,13028
Ventura College,12448,0.0043,437
Victor Valley Beauty College Inc,158,0,3144
Victor Valley College,11081,0.0007,353
Berkeley City College,6033,0.0439,378
Walden University,5218,0.0117,6810
Maxine Waters Employment Preparation Center,1277,0,43
West Hills College-Coalinga,2709,0.0317,561
West Los Angeles College,9725,0.0086,406
West Valley College,10684,0.0099,473
Carrington College-Sacramento,1537,0.0007,15561
Westminster Theological Seminary in California,NULL,NULL,6761
Westmont College,1292,0.0077,22056
Whittier College,1355,0.0177,20779
Woodbury University,1269,0.1032,18861
The Wright Institute,NULL,NULL,16371
Western State College of Law at Argosy University,NULL,NULL,13809
Thomas Jefferson School of Law,NULL,NULL,93746
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,131,0.084,16647
Yuba College,7612,0.0014,190
The Salon Professional Academy-Grand Junction,88,0,6223
Adams State University,2349,0.0009,4566
Aims Community College,4113,0,3013
Arapahoe Community College,7818,0.0059,4473
Bel-Rea Institute of Animal Technology,776,0,7125
Everest College-Colorado Springs,790,0,15807
Boulder College of Massage Therapy,149,0,13892
University of Colorado Denver/Anschutz Medical Campus,9768,0.0506,8478
University of Colorado Colorado Springs,6692,0.0043,7763
Redstone College,666,0.0045,14386
University of Colorado Boulder,26426,0.0165,13548
Colorado Christian University,2026,0.001,11291
Colorado College,1966,0.0351,22705
Concorde Career College-Aurora,810,0,14909
The Art Institute of Colorado,2320,0,17448
Colorado Mountain College,2649,0.0023,2510
Colorado Northwestern Community College,726,0.0083,4745
Colorado School of Mines,3621,0.0624,13919
Colorado School of Trades,148,0,14628
Colorado State University-Fort Collins,21406,0.0159,9091
Colorado Technical University-Colorado Springs,1941,0,10399
Empire Beauty School-Lakewood,119,0,6692
Community College of Aurora,5198,0.0129,3966
CollegeAmerica-Denver,681,0,11059
Delta Montrose Technical College,379,0,2653
Prince Institute-Rocky Mountains,147,0,8679
Community College of Denver,7222,0.0465,3396
Lincoln College of Technology-Denver,1225,0,9186
Denver Seminary,NULL,NULL,9484
Westwood College-Denver North,829,0.0869,122209
University of Denver,5318,0.0585,22738
Emily Griffith Technical College,1704,0.0335,2343
Fort Lewis College,3630,0.0074,5084
Front Range Community College,15792,0.0107,4667
Glenwood Beauty Academy,22,0.0455,6451
Hair Dynamics Education Center,251,0,3076
Iliff School of Theology,NULL,NULL,14266
International Salon and Spa Academy,216,0,12689
Lamar Community College,608,0.0247,2705
Colorado Mesa University,6375,0.0024,5259
Metropolitan State University of Denver,21882,0.0057,4492
Morgan Community College,948,0.0021,3079
Naropa University,464,0.0259,16358
National American University-Colorado Springs,343,0.0029,10929
National American University-Denver,362,0.011,11249
Nazarene Bible College,991,0.002,7660
Northeastern Junior College,1367,0.0095,3348
University of Northern Colorado,9758,0.0101,7057
Otero Junior College,1112,0.0198,1981
Everest College-Thornton,1021,0,11068
Pikes Peak Community College,11510,0.0043,3984
IBMC College,324,0,6495
Pueblo Community College,5538,0.0025,2988
Red Rocks Community College,7201,0.0112,5037
Regis University,5307,0.0051,11422
Rocky Mountain College of Art and Design,576,0.0035,19072
Montessori Education Center of the Rockies,17,0,8629
San Juan Basin Technical College,0,NULL,1668
Colorado State University-Pueblo,4733,0.0097,3984
Pickens Technical College,1362,0,1045
Intellitec College-Colorado Springs,503,0,3995
Intellitec College-Grand Junction,729,0,1448
Trinidad State Junior College,1434,0.0056,2301
Empire Beauty School-Thornton,154,0,7052
Western State Colorado University,1966,0,5784
Albertus Magnus College,1612,0.0025,11246
Paul Mitchell the School-Danbury,73,0.0137,8093
Asnuntuck Community College,1213,0,3167
Branford Hall Career Institute-Branford Campus,634,0,8638
Lincoln College of New England-Southington,779,0,21604
Bridgeport Hospital School of Nursing,151,0,5650
University of Bridgeport,2248,0.1125,12671
Butler Business School Inc,296,0,6004
Central Connecticut State University,9570,0.0102,6634
Charter Oak State College,1685,0.0006,5749
Connecticut Center for Massage Therapy-Newington,269,0.0074,8298
Connecticut College,1777,0.0388,28037
Marinello Schools of Beauty-East Hartford,197,0,4995
Porter and Chester Institute of Branford,441,0,13090
University of Connecticut,16691,0.0129,10026
Goodwin College,2052,0,16738
Lincoln Technical Institute-East Windsor,1365,0,10087
Eastern Connecticut State University,5025,0.0123,5356
Fairfield University,3623,0.0105,21536
Paul Mitchell the School-North Haven,225,0.0044,10303
Capital Community College,3748,0.0064,1006
Rensselaer Hartford Graduate Center Inc,NULL,NULL,32144
Hartford School of Music,43,0,13453
American Institute-West Hartford,455,0.0022,7175
University of Hartford,5229,0.0325,13896
Holy Apostles College and Seminary,46,0.1304,11023
Housatonic Community College,5032,0.0062,2352
Gibbs College-Farmington,93,0,17240
The Leon Institute of Hair Design,6,0,1654
