INSTNM,UGDS,UGDS_NRA,TUITFTE
Henderson State University,3190,0.0094,2994
Hendrix College,1428,0.0364,12547
Hot Springs Beauty College,43,0,4823
Jefferson Regional Medical Center School of Nursing,76,0,2888
John Brown University,1770,0.0667,9545
Lees School of Cosmetology,27,0,5165
Career Academy of Hair Design,364,0,6357
Marsha Kay Beauty College,15,0,1486
Academy of Salon and Spa,75,0,4213
Arkansas State University Mid-South,1263,0.0063,1920
Arkansas Northeastern College,1141,0,1274
Margaret's Hair Academy Inc,65,0,6626
New Tyler Barber College Inc,79,0,4718
North Arkansas College,1885,0.0042,1006
Northwest Technical Institute,252,0,3293
Ouachita Baptist University,1513,0.0192,10088
College of the Ouachitas,817,0.0037,1320
Ozarka College,1226,0,758
University of the Ozarks,568,0.1092,11980
University of Arkansas Community College-Morrilton,2077,0.0212,1708
Philander Smith College,554,0.0776,7674
Phillips Community College of the University of Arkansas,986,0,365
Southeast Arkansas College,1415,0,2086
Professional Cosmetology Education Center,50,0,13022
Pulaski Technical College,9480,0.0008,1267
University of Arkansas Community College-Hope,1157,0,1094
Rich Mountain Community College,553,0.0036,1183
Paul Mitchell the School-Arkansas,96,0,8992
Searcy Beauty College,104,0,2506
Shorter College,330,0,6837
Williams Baptist College,501,0.0259,7323
South Arkansas Community College,1306,0,1405
Southern Arkansas University Main Campus,2640,0.0314,3465
Southern Arkansas University Tech,894,0.0034,2125
Velvatex College of Beauty Culture,25,0,342
University of Arkansas-Fort Smith,6508,0.0111,2204
Academy of Art University,10300,0.2197,23290
ITT Technical Institute-Rancho Cordova,510,0,19887
Academy of Chinese Culture and Health Sciences,NULL,NULL,9571
The Academy of Radio and TV Broadcasting,44,0,14743
Avalon School of Cosmetology-Alameda,186,0,1205
College of Alameda,5147,0.0301,1049
Allan Hancock College,9692,0.0021,710
American Academy of Dramatic Arts-Los Angeles,258,0.2248,23029
American Baptist Seminary of the West,NULL,NULL,12653
American Film Institute Conservatory,NULL,NULL,26351
American Beauty College,45,0,5490
American Career College-Los Angeles,1770,0,21889
American Conservatory Theater,0,0,31619
American River College,27332,0.0055,451
Everest College-Hayward,170,0,13508
Antelope Valley College,12416,0.0014,334
Art Center College of Design,1742,0.2428,29955
Associated Technical College-Los Angeles,404,0,16678
Associated Technical College-San Diego,110,0,7468
Azusa Pacific University,6543,0.0185,18430
Bakersfield College,15854,0.0018,482
Barstow Community College,2866,0.0007,326
Bellus Academy-National City,185,0,11350
Bethesda University,259,0.4286,5936
Biola University,4324,0.018,20770
Brooks Institute,492,0,22284
Brownson Technical School,45,0,10468
Bryan University,879,0,11179
Butte College,11123,0.0156,842
Phillips Graduate Institute,NULL,NULL,20047
California Institute of Integral Studies,75,0.04,17177
Cabrillo College,12724,0.005,996
California Baptist University,5797,0.0191,18014
California College of the Arts,1463,0.2228,28276
University of California-Hastings College of Law,NULL,NULL,29404
California Institute of Technology,977,0.089,15679
California Lutheran University,2882,0.0382,17980
California Polytechnic State University-San Luis Obispo,18664,0.0128,7908
Alliant International University-San Diego,254,0.1772,20681
California State University-Bakersfield,7226,0.0255,3182
California State University-Stanislaus,7751,0.0204,4704
California State University-San Bernardino,15887,0.0555,5417
California State Polytechnic University-Pomona,20857,0.0425,4577
California State University-Chico,15106,0.033,5091
California State University-Dominguez Hills,11894,0.0246,5563
California State University-Fresno,19911,0.0344,3990
California State University-Fullerton,33000,0.0445,6147
California State University-East Bay,12079,0.0659,6821
California State University-Long Beach,30440,0.0531,5322
California State University-Los Angeles,19525,0.0479,4287
California State University-Northridge,33581,0.0734,5994
California State University-Sacramento,25991,0.0149,5274
University of California-Berkeley,25951,0.1313,16733
University of California-Davis,26483,0.0618,13500
University of California-Irvine,23517,0.0894,13713
University of California-Los Angeles,28667,0.1176,15123
University of California-Riverside,18612,0.0315,11937
University of California-San Diego,23792,0.1181,13805
University of California-San Francisco,NULL,NULL,18422
University of California-Santa Barbara,19362,0.0397,13553
University of California-Santa Cruz,15695,0.0108,11066
Sofia University,20,0,24037
California Beauty School,114,0,5367
California Christian College,30,0.0333,12357
California College San Diego,280,0,16010
Le Cordon Bleu College of Culinary Arts-San Francisco,489,0,10694
California Hair Design Academy,219,0,7038
California Institute of the Arts,987,0.1256,28077
The California Maritime Academy,1044,0.0048,8025
California Western School of Law,NULL,NULL,38524
Canada College,5217,0.0107,723
College of the Canyons,16784,0.0062,963
Career Academy of Beauty,167,0,7053
Casa Loma College-Van Nuys,606,0,8512
CET-San Diego,267,0,5379
CET-Sobrato,345,0,5903
CET-El Centro,234,0,10520
CET-San Bernardino,103,0,4730
CET-Watsonville,88,0,8722
CET-Gilroy,104,0,9345
CET-Salinas,65,0,8824
Cerritos College,20011,0.0091,524
Cerro Coso Community College,4029,0.0017,993
Chabot College,12082,0.0056,1053
Chaffey College,17217,0.0099,858
Chapman University,5940,0.038,24444
Charles R Drew University of Medicine and Science,83,0.0241,18909
Concordia University-Irvine,1916,0.035,12540
San Diego Christian College,889,0.0045,18089
Church Divinity School of the Pacific,NULL,NULL,10359
Citrus College,11494,0.0303,976
Citrus Heights Beauty College,96,0,2723
City College of San Francisco,24662,0.0442,1347
Claremont Graduate University,NULL,NULL,31918
Claremont McKenna College,1311,0.1442,28851
Milan Institute-Visalia,354,0,8197
Clovis Adult Education,608,0,3556
Coastline Community College,8999,0.0053,945
Cogswell College,457,0.0088,19219
Coleman University,532,0.0075,10081
COBA Academy,40,0,8784
Western University of Health Sciences,NULL,NULL,40582
Columbia College,2425,0,637
Columbia College-Hollywood,314,0.0669,18411
El Camino College-Compton Center,6846,0.0022,363
Contra Costa College,5468,0.0241,578
Cosumnes River College,12852,0.0066,472
Crafton Hills College,4716,0.0017,548
Cuesta College,7964,0.0045,1098
Cuyamaca College,7778,0.0059,760
Cypress College,14923,0.0109,866
De Anza College,20496,0.0909,1664
Marinello Schools of Beauty-Hemet,1330,0,11067
International School of Beauty Inc,229,0,5281
Dell'Arte International School of Physical Theatre,14,0,7122
College of the Desert,8330,0.0226,815
Design Institute of San Diego,181,0.0773,18916
Diablo Valley College,18566,0.0847,1852
Dominican University of California,1567,0.0179,21979
Dominican School of Philosophy & Theology,NULL,NULL,12206
East Los Angeles College,33439,0.0211,665
Marinello Schools of Beauty-Santa Clara,566,0,7846
El Camino Community College District,22222,0.0256,1114
Elegance International,205,0.0195,19821
Marinello Schools of Beauty-Burbank,397,0.0025,10572
Marinello Schools of Beauty-Moreno Valley,254,0,12014
Emperor's College of Traditional Oriental Medicine,NULL,NULL,21998
Empire College,412,0,16292
Evergreen Valley College,7472,0.004,713
Fashion Institute of Design & Merchandising-Los Angeles,3459,0.1286,27124
Fashion Institute of Design & Merchandising-San Francisco,637,0.0455,29371
Fashion Institute of Design & Merchandising-Orange County,214,0.0374,19158
Feather River Community College District,1444,0.0222,1564
Federico Beauty Institute,246,0,7665
Fielding Graduate University,NULL,NULL,22349
Five Branches University,NULL,NULL,9678
Hair California Beauty Academy,47,0,3624
Foothill College,13362,0.0873,2036
Franciscan School of Theology,NULL,NULL,6829
Fredrick and Charles Beauty College,83,0.012,5749
Fresno City College,18888,0.0004,439
Fresno Pacific University,2496,0.0176,14221
Fuller Theological Seminary in California,NULL,NULL,11125
Fullerton College,22295,0.0122,1019
Gavilan College,5267,0.0008,716
Gemological Institute of America-Carlsbad,192,0,24199
Glendale Community College,14102,0.0424,859
Glendale Career College,293,0,6651
Golden Gate University-San Francisco,470,0.0149,21408
Golden West College,11689,0.0157,1022
Graduate Theological Union,NULL,NULL,7850
Grossmont College,17042,0.0332,482
Salon Success Academy-Riverside,30,0,6158
Hartnell College,8829,0.0006,391
Harvey Mudd College,803,0.1096,26798
Heald College-Rancho Cordova,1146,0,13461
Heald College-Fresno,1791,0,13380
Heald College-San Jose,1668,0,13528
Heald College-San Francisco,1070,0,14454
Heald College-Concord,1502,0,14059
Hilltop Beauty School,126,0,392
Holy Names University,800,0.02,17424
Pacifica Graduate Institute,NULL,NULL,28749
Humboldt State University,7748,0.0084,5300
Humphreys College-Stockton and Modesto Campuses,757,0,8460
Imperial Valley College,6663,0.0006,398
Institute for Business and Technology,173,0,17991
Interior Designers Institute,293,0.0273,16927
Toni & Guy Hairdressing Academy-Santa Monica,268,0.0037,7838
Irvine Valley College,11725,0.0557,1429
ITT Technical Institute-National City,1209,0,20888
ITT Technical Institute-San Dimas,534,0,18559
ITT Technical Institute-Orange,823,0,19372
Bellus Academy-El Cajon,184,0,11920
John F. Kennedy University,271,0,19566
American Jewish University,109,0,16960
Reedley College,12081,0.0001,524
Life Pacific College,475,0.0021,8619
Argosy University-The Art Institute of California-San Diego,1869,0.0005,10708
University of La Verne,5128,0.0242,16881
Laguna College of Art and Design,514,0.0311,16730
Lake Tahoe Community College,2155,0.0009,1263
Lancaster Beauty School,93,0,4640
Laney College,10140,0.0372,1158
Lassen Community College,2290,0.0031,966
Life Chiropractic College West,NULL,NULL,23405
Lincoln University,97,0.3918,12732
Southern California Seminary,68,0.0147,7628
La Sierra University,2060,0.1204,26008
Loma Linda University,1101,0.0363,30419
Long Beach City College,22475,0.0069,519
Southern California University of Health Sciences,0,0,20054
Los Angeles Harbor College,8719,0.006,842
Los Angeles Pierce College,17528,0.0084,828
Los Angeles Southwest College,6129,0.0028,289
Los Angeles Trade Technical College,12033,0.0067,350
Los Angeles Valley College,16111,0.0055,624
The Master's College and Seminary,1112,0.0414,12657
Los Angeles City College,16485,0.0254,689
Los Angeles County College of Nursing and Allied Health,182,0,2910
Los Angeles Mission College,7931,0.0115,581
Los Medanos College,7502,0.004,630
Argosy University-The Art Institute of California-San Francisco,1304,0,16603
Loyola Marymount University,6087,0.0524,29076
Lu Ross Academy,186,0,9231
Manchester Beauty College,67,0,6681
Tulare Beauty College,36,0,6744
Lyles Fresno College of Beauty,56,0,4516
Lytles Redwood Empire Beauty College Inc,126,0,10266
MTI Business College Inc,138,0,1819
MTI College,997,0.001,11238
Brightwood College-Sacramento,520,0,9119
Brightwood College-San Diego,1335,0,12975
Brightwood College-Vista,890,0,9282
College of Marin,5040,0.0109,996
Marinello Schools of Beauty-Los Angeles,2405,0,8709
Marymount California University,1033,0.1404,19258
Mendocino College,3130,0,517
Menlo College,742,0.128,18300
Merced College,9163,0.0067,588
Merritt College,5435,0.0116,1181
Mills College,974,0.0144,19608
MiraCosta College,13846,0.0103,1069
Marinello Schools of Beauty-San Francisco,616,0,8951
Mission College,7467,0.0226,958
Modern Beauty Academy,48,0,3449
Brightwood College-North Hollywood,786,0.0013,10446
Modesto Junior College,15904,0.0003,574
Moler Barber College,76,0,7589
Middlebury Institute of International Studies at Monterey,22,0,12643
Monterey Peninsula College,8781,0.0047,1014
Moorpark College,13437,0.0052,646
Mt San Antonio College,25800,0.0169,859
Mount Saint Mary's University,2617,0.0069,21833
Mt San Jacinto Community College District,13324,0,502
Mueller College,105,0,15180
Musicians Institute,1166,0.2916,22047
Napa Valley College,5707,0.0014,986
Everest College-San Francisco,267,0,7700
Everest College-Reseda,696,0,9881
Everest College-LA Wilshire,232,0,8017
Everest College-San Jose,172,0,7331
Everest College-Gardena,494,0,9514
Everest College-Alhambra,561,0,9512
Everest College-San Bernardino,747,0,9966
The National Hispanic University,434,0,2847
National Holistic Institute,764,0.0223,23734
National University,9788,0.0111,8423
Newschool of Architecture and Design,375,0.128,19559
Newberry School of Beauty,153,0.0065,4777
North Adrian's College of Beauty Inc,275,0,5036
North-West College-Pomona,280,0,5273
North-West College-West Covina,550,0,5839
North-West College-Pasadena,193,0,5084
Notre Dame de Namur University,1209,0.0389,18965
Occidental College,2028,0.038,24394
Oceanside College of Beauty,70,0,6881
Ohlone College,9184,0.0336,1558
Orange Coast College,20521,0.0367,995
Otis College of Art and Design,1029,0.1846,27612
Oxnard College,6450,0.0008,778
Hope International University,872,0.0057,11581
Concorde Career College-San Diego,895,0,6775
Palo Alto University,191,0.0209,26808
Pacific Lutheran Theological Seminary,NULL,NULL,4706
Pacific Oaks College,415,0.0048,13965
Pacific School of Religion,NULL,NULL,11052
Pacific States University,14,0.8571,13789
Pacific Union College,1601,0.0162,16425
University of the Pacific,3869,0.0538,29264
Palo Verde College,2946,0.0007,262
Palomar College,22535,0.0106,1001
Paris Beauty College,99,0,3196
Pasadena City College,23437,0.0438,1400
Pepperdine University,3516,0.0876,25896
Pitzer College,1081,0.0509,44463
Platt College-San Diego,369,0.0136,14002
Point Loma Nazarene University,2543,0.0016,18917
Pomona College,1587,0.0699,22496
Porterville College,3339,0.0012,474
Westwood College-South Bay,571,0,15626
Professional Institute of Beauty,108,0.0185,2575
Santa Ana College,28510,0.0071,598
Pardee RAND Graduate School,NULL,NULL,39812
Shasta School of Cosmetology,71,0,2272
University of Redlands,3462,0.0069,17280
College of the Redwoods,2585,0,743
Salon Success Academy-Upland,228,0,4352
Salon Success Academy-Corona,129,0,4554
Rio Hondo College,14709,0.0013,620
Riverside City College,16243,0.0175,769
Argosy University-San Francisco Bay Area,168,0,17856
Rosemead Beauty School,210,0,347
Dongguk University-Los Angeles,9,0,4819
Sacramento City College,21765,0.0068,440
Saddleback College,19229,0.0192,1481
Samuel Merritt University,506,0.0099,27755
San Diego City College,14054,0.0028,648
Golf Academy of America-Carlsbad,230,0.0087,25375
San Diego Mesa College,21314,0.0156,409
San Diego Miramar College,10709,0.0021,490
San Diego State University,26625,0.0409,6601
University of San Diego,5573,0.0599,25057
San Francisco Art Institute,468,0.1261,26288
San Francisco Conservatory of Music,172,0.2558,23119
San Francisco State University,25271,0.0668,6712
San Francisco Theological Seminary,NULL,NULL,6234
University of San Francisco,6308,0.1815,26745
San Joaquin College of Law,NULL,NULL,22472
San Joaquin Delta College,15393,0.0021,503
San Joaquin Valley College-Visalia,1616,0.026,6081
San Joaquin Valley College-Bakersfield,642,0.0327,6860
William Jessup University,1029,0.001,14067
San Jose City College,7960,0.0041,715
San Jose State University,25723,0.0453,7238
College of San Mateo,8378,0.0228,1070
Santa Barbara Business College-Bakersfield,543,0.0018,16212
Westwood College-Los Angeles,2106,0,21359
Santa Barbara Business College-Santa Maria,188,0,15943
Santa Barbara City College,16042,0.0893,1948
Santa Clara University,5404,0.0298,19663
Santa Monica College,27747,0.1126,2330
Santa Rosa Junior College,19533,0.0017,1140
Saybrook University,NULL,NULL,22709
Scripps College,980,0.0408,28151
Wyotech-Fremont,1199,0.0008,8266
College of the Sequoias,9747,0.0014,368
Shasta Bible College and Graduate School,45,0.0222,1545
Shasta College,7358,0.0001,847
Sierra College,17195,0.0087,1084
Sierra College of Beauty,181,0,2551
Sierra Valley College of Court Reporting,137,0,7735
Trinity Law School,NULL,NULL,17598
Simpson University,1024,0,12950
College of the Siskiyous,2168,0.0018,1046
Charles A Jones Career and Education Center,1032,0,64
Skyline College,8859,0.0122,699
San Bernardino Valley College,11057,0.0025,553
Saint Mary's College of California,3039,0.0194,22829
Solano Community College,8341,0.0032,601
Sonoma State University,8321,0.0148,6880
Pinnacle College,147,0,8890
South Baylo University,125,0.36,5689
South Coast College,374,0.0053,9455
Vanguard University of Southern California,2057,0.0083,15125
Concorde Career College-Garden Grove,898,0,9273
Southwestern College,17611,0.0023,431
Starr King School for the Ministry,NULL,NULL,15440
Marshall B Ketchum University,NULL,NULL,32514
Southern California Institute of Architecture,237,0.3418,36395
University of Southern California,18087,0.1209,29928
Southwestern Law School,NULL,NULL,35201
Taft College,5047,0.0008,958
Claremont School of Theology,NULL,NULL,3097
Thomas Aquinas College,366,0.0328,12168
Marinello Schools of Beauty-Lake Forest,568,0,12077
Epic Bible College,268,0.0037,11681
United Education Institute-Huntington Park Campus,2732,0.0011,16017
Concorde Career College-San Bernardino,753,0,11385
Universal College of Beauty Inc-Los Angeles 1,33,0,1872
Concorde Career College-North Hollywood,925,0,12239
Ventura College,11784,0.0022,713
Victor Valley Beauty College Inc,105,0,3870
Victor Valley College,9981,0.0006,395
Berkeley City College,6036,0.0442,1039
Walden University,8064,0.0099,7765
Waynes College of Beauty,42,0,8965
West Hills College-Coalinga,2793,0.0197,594
West Los Angeles College,9464,0.0136,785
West Valley College,8470,0.0081,1043
Carrington College-Sacramento,1267,0.0008,14389
Westminster Theological Seminary in California,NULL,NULL,8070
Westmont College,1295,0.0162,21159
Whittier College,1651,0.04,25047
Woodbury University,1353,0.1774,21113
The Wright Institute,NULL,NULL,19822
Western State College of Law at Argosy University,NULL,NULL,16420
Thomas Jefferson School of Law,NULL,NULL,42551
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,131,0.0763,12568
Yuba College,6345,0.0002,410
The Salon Professional Academy-Grand Junction,90,0,8482
Adams State University,2227,0,6026
Aims Community College,3852,0.0016,3776
Arapahoe Community College,8920,0.0053,4151
Bel-Rea Institute of Animal Technology,576,0.0017,5648
Everest College-Colorado Springs,389,0,9644
University of Colorado Denver/Anschutz Medical Campus,10470,0.0981,12112
University of Colorado Colorado Springs,8888,0.0086,9413
Redstone College,630,0,15337
University of Colorado Boulder,25461,0.0376,16762
Colorado Christian University,3614,0.0033,13423
Colorado College,2025,0.0612,28994
Concorde Career College-Aurora,847,0,6557
The Art Institute of Colorado,1794,0,16372
Colorado Mountain College,3559,0.0008,2303
Colorado Northwestern Community College,649,0.0031,4904
Colorado School of Mines,4197,0.0434,17863
Colorado School of Trades,182,0,13715
Colorado State University-Fort Collins,22482,0.0251,12292
Colorado Technical University-Colorado Springs,1200,0,14443
Empire Beauty School-Lakewood,62,0,20915
Community College of Aurora,5694,0.0179,3933
CollegeAmerica-Denver,190,0,15068
Delta Montrose Technical College,262,0,2761
Prince Institute-Rocky Mountains,34,0,13838
Community College of Denver,8003,0.043,3543
Lincoln College of Technology-Denver,1262,0,15728
Denver Seminary,NULL,NULL,11593
Westwood College-Denver North,438,0,14665
University of Denver,5505,0.0885,25538
Emily Griffith Technical College,2802,0,2332
Fort Lewis College,3859,0.0057,5566
Front Range Community College,16297,0.0116,4333
Glenwood Beauty Academy,53,0,8182
Hair Dynamics Education Center,174,0,4642
Iliff School of Theology,NULL,NULL,15854
International Salon and Spa Academy,205,0,5806
Lamar Community College,538,0.026,3259
Colorado Mesa University,8733,0.0046,6199
Metropolitan State University of Denver,21696,0.0046,5392
Morgan Community College,937,0.0587,3576
Naropa University,380,0.0289,20723
National American University-Colorado Springs,281,0,11643
National American University-Denver,258,0,14818
Nazarene Bible College,889,0.0011,9343
Northeastern Junior College,1257,0.0103,3604
University of Northern Colorado,9525,0.0117,9051
Otero Junior College,1011,0.0435,2442
Everest College-Thornton,371,0,11028
Pikes Peak Community College,12747,0.0045,3705
IBMC College,339,0,10554
Pueblo Community College,4922,0.0012,2703
Red Rocks Community College,8224,0.0125,4755
Regis University,4930,0.0085,14067
Rocky Mountain College of Art and Design,722,0.0042,19757
Montessori Education Center of the Rockies,11,0,6583
Colorado State University-Pueblo,4375,0.0139,5059
Pickens Technical College,1184,0,1504
Intellitec College-Colorado Springs,815,0,56785
Intellitec College-Grand Junction,536,0,8119
Trinidad State Junior College,1307,0.0122,2640
Empire Beauty School-Thornton,161,0,15259
Western State Colorado University,1956,0.0077,7032
Albertus Magnus College,1278,0.0016,12190
Paul Mitchell the School-Danbury,127,0,6707
Asnuntuck Community College,1360,0,3229
Branford Hall Career Institute-Branford Campus,524,0,5240
Lincoln College of New England-Southington,837,0,20529
Bridgeport Hospital School of Nursing,171,0,NULL
University of Bridgeport,2835,0.1379,16601
Central Connecticut State University,9512,0.0099,7671
Charter Oak State College,1471,0.0075,7207
Connecticut Center for Massage Therapy-Newington,304,0.0033,8941
Connecticut College,1878,0.0501,28998
Marinello Schools of Beauty-East Hartford,151,0,8319
Porter and Chester Institute of Branford,298,0,21018
University of Connecticut,17684,0.0344,11188
Goodwin College,3269,0.0009,16651
Lincoln Technical Institute-East Windsor,655,0,17245
Eastern Connecticut State University,4920,0.0112,6540
Fairfield University,3721,0.0175,23659
Paul Mitchell the School-North Haven,156,0,13323
Capital Community College,3732,0.0011,1721
Rensselaer Hartford Graduate Center Inc,NULL,NULL,35379
American Institute-West Hartford,327,0,11209
Hartford Seminary,NULL,NULL,13625
University of Hartford,5027,0.0529,15424
Holy Apostles College and Seminary,48,0.3333,7619
Housatonic Community College,5288,0.0028,2217
Sanford-Brown College-Farmington,62,0,12818
Lyme Academy College of Fine Arts,77,0.013,20752
Manchester Community College,6773,0.0025,2984
Naugatuck Valley Community College,6627,0.0008,2982
Middlesex Community College,2403,0.0012,3097
Mitchell College,802,0.0075,16771
Three Rivers Community College,4384,0.0011,2569
Lincoln Technical Institute-New Britain,465,0,14886
New England Tractor Trailer Training School of Connecticut,302,0,20506
University of New Haven,4759,0.075,17898
Ridley-Lowell Business & Technical Institute-New London,295,0,11101
Norwalk Community College,5133,0.0164,3425
Northwestern Connecticut Community College,1233,0.0008,2854
Paier College of Art Inc,137,0,11202
Marinello Schools of Beauty-Meriden,503,0.004,7423
Porter and Chester Institute of Stratford,2630,0,20675
Post University,6616,0.0057,14224
Quinebaug Valley Community College,1796,0,2408
Quinnipiac University,6486,0.0196,27202
Sacred Heart University,4409,0.0088,19498
University of Saint Joseph,971,0.0041,16296
