INSTNM,UGDS,UGDS_NRA,TUITFTE
AMERICAN INTERCONTINENTAL UNIVERSITY,NULL,NULL,13104
American Career College-Los Angeles,NULL,NULL,2539
American Conservatory Theater,NULL,NULL,15137
American River College,NULL,NULL,225
BRYMAN COLLEGE-SOUTH CAMPUS,NULL,NULL,5164
Antelope Valley College,NULL,NULL,368
Art Center College of Design,NULL,NULL,16857
Associated Technical College-Los Angeles,NULL,NULL,1428
Associated Technical College-San Diego,NULL,NULL,662678
ASSOCIATED TECHNICAL COLLEGE,NULL,NULL,118018
Azusa Pacific University,NULL,NULL,12478
Bakersfield College,NULL,NULL,366
Barstow Community College,NULL,NULL,278
Bellus Academy-National City,NULL,NULL,2087
BETHANY COLLEGE OF THE ASSEMBLIES OF GOD,NULL,NULL,8895
Bethesda University,NULL,NULL,NULL
Biola University,NULL,NULL,10753
BROOKS COLLEGE,NULL,NULL,8299
Brooks Institute,NULL,NULL,6570
Brownson Technical School,NULL,NULL,5389
Bryan University,NULL,NULL,5608
Butte College,NULL,NULL,524
Phillips Graduate Institute,NULL,NULL,1275715
California Institute of Integral Studies,NULL,NULL,13407
CALIFORNIA PARAMEDICAL AND TECHNICAL COLLEGE,NULL,NULL,NULL
Cabrillo College,NULL,NULL,585
California Baptist University,NULL,NULL,7061
California College of the Arts,NULL,NULL,27882
University of California-Hastings College of Law,NULL,NULL,428
California Institute of Technology,NULL,NULL,8969
California Lutheran University,NULL,NULL,9616
California Polytechnic State University-San Luis Obispo,NULL,NULL,2597
CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-FRESNO,NULL,NULL,12835
CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-LA,NULL,NULL,7027
Alliant International University-San Diego,NULL,NULL,9103
CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-ALAMEDA,NULL,NULL,8094
California State University-Bakersfield,NULL,NULL,2768
California State University-Stanislaus,NULL,NULL,2249
California State University-San Bernardino,NULL,NULL,3085
California State Polytechnic University-Pomona,NULL,NULL,2751
California State University-Chico,NULL,NULL,2702
California State University-Dominguez Hills,NULL,NULL,3489
California State University-Fresno,NULL,NULL,2844
California State University-Fullerton,NULL,NULL,3503
California State University-East Bay,NULL,NULL,3638
California State University-Long Beach,NULL,NULL,3825
California State University-Los Angeles,NULL,NULL,3036
California State University-Northridge,NULL,NULL,3314
California State University-Sacramento,NULL,NULL,3008
University of California-Berkeley,NULL,NULL,8115
University of California-Davis,NULL,NULL,6031
University of California-Irvine,NULL,NULL,5989
University of California-Los Angeles,NULL,NULL,6999
University of California-Riverside,NULL,NULL,5737
University of California-San Diego,NULL,NULL,6092
University of California-San Francisco,NULL,NULL,11320
University of California-Santa Barbara,NULL,NULL,4820
University of California-Santa Cruz,NULL,NULL,6796
Sofia University,NULL,NULL,NULL
California Beauty School,NULL,NULL,NULL
CALIFORNIA BUSINESS INSTITUTE,NULL,NULL,29038
California Christian College,NULL,NULL,2271
CALIFORNIA COLLEGE FOR HEALTH SCIENCES,NULL,NULL,170871
CALIFORNIA COLLEGE OF PODIATRIC MEDICINE,NULL,NULL,NULL
Le Cordon Bleu College of Culinary Arts-San Francisco,NULL,NULL,308
California Hair Design Academy,NULL,NULL,1436330
California Institute of the Arts,NULL,NULL,13344
The California Maritime Academy,NULL,NULL,3249
CALIFORNIA PARAMEDICAL AND TECHNICAL COLLEGE,NULL,NULL,NULL
California Western School of Law,NULL,NULL,20052
Canada College,NULL,NULL,633
College of the Canyons,NULL,NULL,428
Career Academy of Beauty,NULL,NULL,576
Casa Loma College-Van Nuys,NULL,NULL,10165
Cerritos College,NULL,NULL,387
Cerro Coso Community College,NULL,NULL,382
Chabot College,NULL,NULL,364
Chaffey College,NULL,NULL,571
Chapman University,NULL,NULL,14388
Charles R Drew University of Medicine and Science,NULL,NULL,5963
Concordia University-Irvine,NULL,NULL,8461
San Diego Christian College,NULL,NULL,6651
Church Divinity School of the Pacific,NULL,NULL,3823
Citrus College,NULL,NULL,589
City College of San Francisco,NULL,NULL,629
CITY UNIVERSITY-LOS ANGELES,NULL,NULL,NULL
Claremont Graduate University,NULL,NULL,19670
Claremont McKenna College,NULL,NULL,13778
Milan Institute-Visalia,NULL,NULL,85361
CLEVELAND CHIROPRACTIC COLLEGE OF LOS ANGELES,NULL,NULL,12614
Clovis Adult Education,NULL,NULL,2249
Coastline Community College,NULL,NULL,1177
Cogswell College,NULL,NULL,8952
Coleman University,NULL,NULL,8379
COBA Academy,NULL,NULL,83256
COLLEGE OF OCEANEERING,NULL,NULL,1102
Western University of Health Sciences,NULL,NULL,17729
Columbia College,NULL,NULL,1007
Columbia College-Hollywood,NULL,NULL,6452
El Camino College-Compton Center,NULL,NULL,206
SAN FERNANDO BEAUTY ACADEMY,NULL,NULL,2906
Contra Costa College,NULL,NULL,337
Cosumnes River College,NULL,NULL,400
Crafton Hills College,NULL,NULL,381
Cuesta College,NULL,NULL,580
Cuyamaca College,NULL,NULL,1012
CYNTHIAS BEAUTY ACADEMY,NULL,NULL,2107
Cypress College,NULL,NULL,283
D-Q UNIVERSITY,NULL,NULL,1210
De Anza College,NULL,NULL,928
DEEP SPRINGS COLLEGE,NULL,NULL,0
Dell'Arte International School of Physical Theatre,NULL,NULL,256967
College of the Desert,NULL,NULL,628
Design Institute of San Diego,NULL,NULL,625886
DEVRY INSTITUTE OF TECHNOLOGY-POMONA,NULL,NULL,4250
Diablo Valley College,NULL,NULL,547
Dominican University of California,NULL,NULL,12251
Dominican School of Philosophy & Theology,NULL,NULL,6947
DON BOSCO TECHNICAL INSTITUTE,NULL,NULL,28819
East Los Angeles College,NULL,NULL,274
EAST LOS ANGELES OCCUPATIONAL CENTER,NULL,NULL,NULL
Marinello Schools of Beauty-Santa Clara,NULL,NULL,2259
EDUCATIONAL CULTURAL COMPLEX,NULL,NULL,364
El Camino Community College District,NULL,NULL,450
ELEGANTE BEAUTY COLLEGE,NULL,NULL,2128
Marinello Schools of Beauty-Burbank,NULL,NULL,3799
Marinello Schools of Beauty-Moreno Valley,NULL,NULL,3695
Emperor's College of Traditional Oriental Medicine,NULL,NULL,43856
Empire College,NULL,NULL,NULL
Evergreen Valley College,NULL,NULL,681
Fashion Institute of Design & Merchandising-Los Angeles,NULL,NULL,15749
FASHION CAREERS OF CALIFORNIA,NULL,NULL,102803
Fashion Institute of Design & Merchandising-San Francisco,NULL,NULL,15553
Fashion Institute of Design & Merchandising-Orange County,NULL,NULL,21843
Feather River Community College District,NULL,NULL,594
Federico Beauty Institute,NULL,NULL,4221
Fielding Graduate University,NULL,NULL,NULL
Five Branches University,NULL,NULL,3023
Foothill College,NULL,NULL,915
Fredrick and Charles Beauty College,NULL,NULL,4168
Fresno City College,NULL,NULL,492
Fresno Pacific University,NULL,NULL,7702
Fuller Theological Seminary in California,NULL,NULL,3605
Fullerton College,NULL,NULL,220
GALEN COLLEGE OF MEDICAL AND DENTAL ASSISTANTS,NULL,NULL,50849
GALEN COLLEGE OF MEDICAL AND DENTAL ASSISTANTS,NULL,NULL,62291
GALEN COLLEGE OF MEDICAL AND DENTAL ASSISTANTS,NULL,NULL,13984
Gavilan College,NULL,NULL,239
Gemological Institute of America-Carlsbad,NULL,NULL,31064
Glendale Community College,NULL,NULL,723
Glendale Career College,NULL,NULL,7458
GOLDEN GATE UNIVERSITY-MONTEREY,NULL,NULL,11065
Golden Gate University-San Francisco,NULL,NULL,11171
Golden West College,NULL,NULL,553
Graduate Theological Union,NULL,NULL,3304
Grossmont College,NULL,NULL,307
Salon Success Academy-Riverside,NULL,NULL,29
Hartnell College,NULL,NULL,443
Harvey Mudd College,NULL,NULL,14285
Heald College-Rancho Cordova,NULL,NULL,3073
Heald College-Fresno,NULL,NULL,28458
HEALD COLLEGE-SCHOOLS OF BUSINESS AND TECHNOLOGY,NULL,NULL,28398
Heald College-San Jose,NULL,NULL,6029
Heald College-San Francisco,NULL,NULL,4901
Heald College-Concord,NULL,NULL,9186
HEALD COLLEGE-MARTINEZ,NULL,NULL,4616
Hilltop Beauty School,NULL,NULL,703
Holy Names University,NULL,NULL,10269
Pacifica Graduate Institute,NULL,NULL,17146
Humboldt State University,NULL,NULL,2669
Humphreys College-Stockton and Modesto Campuses,NULL,NULL,6129
HUNTINGTON COLLEGE OF DENTAL TECHNOLOGY,NULL,NULL,7990
HUNTINGTON MEMORIAL HOSPITAL SCHOOL OF XRAY TECHN,NULL,NULL,NULL
Imperial Valley College,NULL,NULL,286
Institute for Business and Technology,NULL,NULL,4862
INSTITUTE OF COMPUTER TECHNOLOGY,NULL,NULL,1052
Interior Designers Institute,NULL,NULL,6901
INTERNATIONAL AIR ACADEMY,NULL,NULL,3748
Toni & Guy Hairdressing Academy-Santa Monica,NULL,NULL,899
Irvine Valley College,NULL,NULL,618
ITT Technical Institute-National City,NULL,NULL,10161
ITT Technical Institute-San Dimas,NULL,NULL,10013
ITT Technical Institute-Orange,NULL,NULL,11272
Bellus Academy-El Cajon,NULL,NULL,2499
JESUIT SCHOOL OF THEOLOGY AT BERKELEY,NULL,NULL,8327
John F. Kennedy University,NULL,NULL,9050
American Jewish University,NULL,NULL,14951
Reedley College,NULL,NULL,410
Life Pacific College,NULL,NULL,6057
Argosy University-The Art Institute of California-San Diego,NULL,NULL,NULL
University of La Verne,NULL,NULL,8909
Laguna College of Art and Design,NULL,NULL,14761
LAKE FOREST BEAUTY COLLEGE,NULL,NULL,NULL
Lake Tahoe Community College,NULL,NULL,520
Lancaster Beauty School,NULL,NULL,436
Laney College,NULL,NULL,184
Lassen Community College,NULL,NULL,560
Life Chiropractic College West,NULL,NULL,4375
Southern California Seminary,NULL,NULL,3149
La Sierra University,NULL,NULL,12954
Loma Linda University,NULL,NULL,16827
Long Beach City College,NULL,NULL,425
Southern California University of Health Sciences,NULL,NULL,14604
Los Angeles Harbor College,NULL,NULL,362
Los Angeles Pierce College,NULL,NULL,307
Los Angeles Southwest College,NULL,NULL,478
Los Angeles Trade Technical College,NULL,NULL,383
Los Angeles Valley College,NULL,NULL,306
The Master's College and Seminary,NULL,NULL,8057
Los Angeles City College,NULL,NULL,391
Los Angeles County College of Nursing and Allied Health,NULL,NULL,6820
Los Angeles Mission College,NULL,NULL,386
Los Medanos College,NULL,NULL,357
Argosy University-The Art Institute of California-San Francisco,NULL,NULL,9886
LOYOLA LAW SCHOOL,NULL,NULL,16016
Loyola Marymount University,NULL,NULL,16016
Manchester Beauty College,NULL,NULL,NULL
Tulare Beauty College,NULL,NULL,NULL
Lyles Fresno College of Beauty,NULL,NULL,4127
Lytles Redwood Empire Beauty College Inc,NULL,NULL,NULL
MTI Business College Inc,NULL,NULL,921
MTI College,NULL,NULL,0
Brightwood College-Sacramento,NULL,NULL,12191
Brightwood College-San Diego,NULL,NULL,NULL
Brightwood College-Vista,NULL,NULL,446743
College of Marin,NULL,NULL,887
Marinello Schools of Beauty-Los Angeles,NULL,NULL,1006
MARINELLO SCHOOL OF BEAUTY,NULL,NULL,937
MARINELLO SCHOOL OF BEAUTY,NULL,NULL,910
MARINELLO SCHOOL OF BEAUTY,NULL,NULL,483
MARINELLO SCHOOL OF BEAUTY,NULL,NULL,882
MARINELLO SCHOOL OF BEAUTY,NULL,NULL,1572
MARINELLO SCHOOL OF BEAUTY,NULL,NULL,1029
MARINELLO SCHOOL OF BEAUTY,NULL,NULL,1760
MARINELLO SCHOOL OF BEAUTY,NULL,NULL,1135
MARINELLO SCHOOL OF BEAUTY,NULL,NULL,1915
Marymount California University,NULL,NULL,14573
MASTERS INSTITUTE,NULL,NULL,NULL
Mendocino College,NULL,NULL,307
Menlo College,NULL,NULL,159868
MENNONITE BRETHREN BIBLICAL SEMINARY,NULL,NULL,3878
Merced College,NULL,NULL,554
Merritt College,NULL,NULL,359
Mills College,NULL,NULL,9961
MiraCosta College,NULL,NULL,527
Marinello Schools of Beauty-San Francisco,NULL,NULL,1370
Mission College,NULL,NULL,1332
Modern Beauty Academy,NULL,NULL,807
Brightwood College-North Hollywood,NULL,NULL,176615
Modesto Junior College,NULL,NULL,161
Moler Barber College,NULL,NULL,632
Middlebury Institute of International Studies at Monterey,NULL,NULL,10229
Monterey Peninsula College,NULL,NULL,582
MONTESSORI WESTERN TEACHER TRAINING PROGRAM,NULL,NULL,33704
Moorpark College,NULL,NULL,378
MORO BEAUTY COLLEGE,NULL,NULL,NULL
Mt San Antonio College,NULL,NULL,684
Mount Saint Mary's University,NULL,NULL,10746
Mt San Jacinto Community College District,NULL,NULL,266
Musicians Institute,NULL,NULL,12078
Napa Valley College,NULL,NULL,481
BRYMAN COLLEGE,NULL,NULL,8817
Everest College-Reseda,NULL,NULL,4534
BRYMAN COLLEGE,NULL,NULL,NULL
BRYMAN COLLEGE-NORTH CAMPUS,NULL,NULL,3534
Everest College-Gardena,NULL,NULL,NULL
Everest College-Alhambra,NULL,NULL,8306
Everest College-San Bernardino,NULL,NULL,3968
The National Hispanic University,NULL,NULL,NULL
National Holistic Institute,NULL,NULL,5823
National University,NULL,NULL,74
NEW COLLEGE OF CALIFORNIA,NULL,NULL,55344
Newschool of Architecture and Design,NULL,NULL,2802
MARINELLO SCHOOL OF BEAUTY,NULL,NULL,1172
NEWBERRY SCHOOL OF BEAUTY,NULL,NULL,2510
Newberry School of Beauty,NULL,NULL,2510
North Adrian's College of Beauty Inc,NULL,NULL,1148
North-West College-Pomona,NULL,NULL,0
North-West College-West Covina,NULL,NULL,0
North-West College-Pasadena,NULL,NULL,0
Notre Dame de Namur University,NULL,NULL,11467
Occidental College,NULL,NULL,14042
Oceanside College of Beauty,NULL,NULL,1514
Ohlone College,NULL,NULL,472
Orange Coast College,NULL,NULL,264
Otis College of Art and Design,NULL,NULL,17858
Oxnard College,NULL,NULL,361
Hope International University,NULL,NULL,7826
Palo Alto University,NULL,NULL,17940
Pacific Lutheran Theological Seminary,NULL,NULL,3204
Pacific Oaks College,NULL,NULL,7294
Pacific School of Religion,NULL,NULL,4094
Pacific States University,NULL,NULL,0
Pacific Union College,NULL,NULL,12387
University of the Pacific,NULL,NULL,13915
PAGE ANTELOPE VALLEY BEAUTY SCHOOL,NULL,NULL,709
PALMER COLLEGE OF CHIROPRACTIC-WEST,NULL,NULL,18896
Palo Verde College,NULL,NULL,240
Palomar College,NULL,NULL,663
PARAMOUNT SCHOOL OF BEAUTY,NULL,NULL,NULL
Paris Beauty College,NULL,NULL,NULL
Pasadena City College,NULL,NULL,857
PATTEN COLLEGE,NULL,NULL,4959
Pepperdine University,NULL,NULL,14294
Pitzer College,NULL,NULL,17483
Platt College-San Diego,NULL,NULL,840764
Point Loma Nazarene University,NULL,NULL,10184
Pomona College,NULL,NULL,17002
Porterville College,NULL,NULL,399
Westwood College-South Bay,NULL,NULL,9615
Professional Institute of Beauty,NULL,NULL,1507
Santa Ana College,NULL,NULL,198
Pardee RAND Graduate School,NULL,NULL,NULL
University of Redlands,NULL,NULL,8300
College of the Redwoods,NULL,NULL,417
Salon Success Academy-Upland,NULL,NULL,414
Salon Success Academy-Corona,NULL,NULL,95
Rio Hondo College,NULL,NULL,479
Riverside City College,NULL,NULL,389
Argosy University-San Francisco Bay Area,NULL,NULL,14880
Rosemead Beauty School,NULL,NULL,1726
EDUCORP CAREER COLLEGE,NULL,NULL,NULL
Dongguk University-Los Angeles,NULL,NULL,NULL
Sacramento City College,NULL,NULL,279
Saddleback College,NULL,NULL,331
ST JOHN'S SEMINARY COLLEGE,NULL,NULL,5516
SAMRA UNIVERSITY OF ORIENTAL MEDICINE,NULL,NULL,247237
Samuel Merritt University,NULL,NULL,11860
San Diego City College,NULL,NULL,364
Golf Academy of America-Carlsbad,NULL,NULL,6192
San Diego Mesa College,NULL,NULL,146
San Diego Miramar College,NULL,NULL,486
San Diego State University,NULL,NULL,3704
University of San Diego,NULL,NULL,17092
San Francisco Art Institute,NULL,NULL,15943
San Francisco Conservatory of Music,NULL,NULL,15030
San Francisco State University,NULL,NULL,3662
San Francisco Theological Seminary,NULL,NULL,5582
University of San Francisco,NULL,NULL,14933
