INSTNM,UGDS,UGDS_NRA,TUITFTE
University of Arkansas,11978,0.0316,4208
University of Arkansas at Pine Bluff,2863,0.0059,2360
Arkansas State University-Beebe,3014,0.0013,1232
Arkansas State University-Main Campus,9398,0.0151,2938
Arkansas Tech University,4576,0.0155,2290
ARKANSAS VALLEY TECHNICAL INSTITUTE,465,0,674
University of Arkansas at Monticello,2074,0.001,2344
Arthur's Beauty College Inc-Jacksonville,46,0,1550
Baptist Health College-Little Rock,548,0,1544
BEE JAYS ACADEMY,14,0,1384
Black River Technical College,502,0,1305
University of Central Arkansas,7692,0.0285,2652
Central Baptist College,312,0.0224,4720
BLYTHEVILLE ACADEMY OF COSMETOLOGY,23,0,1733
Cossatot Community College of the University of Arkansas,582,0,1787
COTTON BOLL TECHNICAL INSTITUTE,267,0,1920
Crowley's Ridge College,162,0.0309,3625
Crowley's Ridge Technical Institute,394,0,378
DE LUXE BEAUTY SCHOOL,25,0,805
DELTA TECHNICAL INSTITUTE,288,0,NULL
East Arkansas Community College,966,0.001,967
Eastern College of Health Vocations-Little Rock,274,0,2512
Imagine-Paul Mitchell Partner School,13,0,521
FOOTHILLS TECHNICAL INSTITUTE,266,0,675
FOREST ECHOES TECHNICAL INSTITUTE,158,0,944
National Park Community College,2041,0.0034,1288
University of Arkansas Community College-Batesville,686,0,1276
GREAT RIVERS VOCATIONAL TECHNICAL SCHOOL,567,0.4727,177
HARDING UNIVERSITY GRADUATE SCHOOL OF RELIGION,NULL,NULL,2831
Harding University,3752,0.0413,6254
Henderson State University,2982,0.0195,2341
Hendrix College,1143,0.0096,6950
Hot Springs Beauty College,51,0,2091
Jefferson Regional Medical Center School of Nursing,124,0,1638
John Brown University,1368,0.0914,7482
Lees School of Cosmetology,32,0,757
Career Academy of Hair Design,43,0,1467
MARCEL-ROYALE BEAUTY ACADEMY,35,0,807
MARSHA KAY BEAUTY COLLEGE,9,0,1072
Academy of Salon and Spa,25,0,1479
Arkansas State University Mid-South,760,0.0066,1351
Arkansas Northeastern College,1264,0,1126
New Tyler Barber College Inc,51,0,1539
North Arkansas College,1389,0,1364
Northwest Technical Institute,2218,0,319
Ouachita Baptist University,1638,0.0433,4257
College of the Ouachitas,613,0,1441
Ozarka College,655,0,984
University of the Ozarks,596,0.1409,5605
University of Arkansas Community College-Morrilton,1178,0.0051,823
Philander Smith College,932,0.0408,1744
Phillips Community College of the University of Arkansas,1169,0,1156
Southeast Arkansas College,1628,0.0025,942
PROFESSIONAL BEAUTY COLLEGE INC,17,0,1023
Professional Cosmetology Education Center,71,0,1769
Pulaski Technical College,3752,0.0037,945
QUAPAW TECHNICAL INSTITUTE,190,0,273
University of Arkansas Community College-Hope,873,0,1056
Rich Mountain Community College,393,0,1267
Paul Mitchell the School-Arkansas,28,0,633
Searcy Beauty College,43,0,2567
Williams Baptist College,614,0.0309,4232
SOUTHERN INSTITUTE OF COSMETOLOGY,156,0,224
South Arkansas Community College,872,0,1308
Southern Arkansas University Main Campus,2465,0.0462,2246
Southern Arkansas University Tech,512,0,1162
Velvatex College of Beauty Culture,21,0,1588
University of Arkansas-Fort Smith,4243,0.0014,1583
Academy of Art University,4723,0.2553,11564
ITT Technical Institute-Rancho Cordova,438,0.0959,6308
Academy of Chinese Culture and Health Sciences,NULL,NULL,13214
ACADEMY OF COURT REPORTING INC,209,0,3480
The Academy of Radio and TV Broadcasting,72,0,9823
ACADEMY PACIFIC BUSINESS AND TRAVEL COLLEGE,259,0.0039,8065
Avalon School of Cosmetology-Alameda,91,0,1262
College of Alameda,3483,0.0221,328
Allan Hancock College,6192,0.0024,238
American Academy of Dramatic Arts-Los Angeles,173,0.1272,NULL
American Baptist Seminary of the West,NULL,NULL,6894
American Film Institute Conservatory,NULL,NULL,11208
American Beauty College,24,0,1966
AMERICAN INTERCONTINENTAL UNIVERSITY,93,0.4946,6200
American Career College-Los Angeles,1321,0,1079
American Conservatory Theater,0,0,7998
American River College,16383,0.0068,231
BRYMAN COLLEGE-SOUTH CAMPUS,59,0,3165
Antelope Valley College,7001,0.0017,345
Art Center College of Design,1345,0.1993,14063
Associated Technical College-Los Angeles,479,0,5644
Associated Technical College-San Diego,157,0,7052
ASSOCIATED TECHNICAL COLLEGE,12,0,3279
Azusa Pacific University,3091,0.0349,13303
Bakersfield College,9903,0.0055,501
Barstow Community College,1788,0.0006,286
Bellus Academy-National City,115,0,10458
BETHANY COLLEGE OF THE ASSEMBLIES OF GOD,511,0.0215,7705
Biola University,2500,0.0348,10957
BROOKS COLLEGE,1407,0.0242,7780
Brooks Institute,469,0.1471,6581
Brownson Technical School,51,0,3956
Bryan University,266,0,3790
Butte College,7687,0.0225,520
Phillips Graduate Institute,NULL,NULL,NULL
California Institute of Integral Studies,51,0,9987
CALIFORNIA PARAMEDICAL AND TECHNICAL COLLEGE,404,0,6110
Cabrillo College,8448,0.0105,NULL
California Baptist University,1616,0.0006,4170
California College of the Arts,1062,0.1017,13656
University of California-Hastings College of Law,NULL,NULL,11023
California Institute of Technology,907,0.0882,8327
California Lutheran University,1850,0.04,8540
California Polytechnic State University-San Luis Obispo,15503,0.0089,2465
CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-FRESNO,NULL,NULL,15271
CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-LA,NULL,NULL,10463
Alliant International University-San Diego,NULL,NULL,8078
CALIFORNIA SCHOOL OF PROFESSIONAL PSYCH-ALAMEDA,NULL,NULL,9202
California State University-Bakersfield,4691,0.0185,2875
California State University-Stanislaus,5048,0.0131,1996
California State University-San Bernardino,9934,0.0267,3231
California State Polytechnic University-Pomona,15842,0.0527,2616
California State University-Chico,13397,0.02,2334
California State University-Dominguez Hills,7683,0.0181,3124
California State University-Fresno,14765,0.0352,2432
California State University-Fullerton,22449,0.0373,3311
California State University-East Bay,9364,0.0404,3090
California State University-Long Beach,24109,0.0482,2922
California State University-Los Angeles,13732,0.0409,2327
California State University-Northridge,21560,0.0313,3120
California State University-Sacramento,19343,0.018,2766
University of California-Berkeley,22593,0.0374,7432
University of California-Davis,19393,0.0144,5647
University of California-Irvine,15361,0.0212,5899
University of California-Los Angeles,24667,0.0251,7090
University of California-Riverside,10118,0.0163,5893
University of California-San Diego,16211,0.0105,6068
University of California-San Francisco,91,0,7935
University of California-Santa Barbara,17685,0.012,4963
University of California-Santa Cruz,10228,0.0074,6623
Sofia University,NULL,NULL,5953
California Beauty School,71,0,386
CALIFORNIA BUSINESS INSTITUTE,485,0,1616
California Christian College,99,0,887
CALIFORNIA COLLEGE FOR HEALTH SCIENCES,85,0,4564
CALIFORNIA COLLEGE OF PODIATRIC MEDICINE,NULL,NULL,NULL
Le Cordon Bleu College of Culinary Arts-San Francisco,658,0,22292
California Hair Design Academy,84,0,NULL
California Institute of the Arts,804,0.0983,12578
The California Maritime Academy,568,0.0475,4894
CALIFORNIA PARAMEDICAL AND TECHNICAL COLLEGE,154,0,8795
California Western School of Law,NULL,NULL,19384
Canada College,2668,0.0217,640
College of the Canyons,6960,0.0103,421
Career Academy of Beauty,168,0,2182
Casa Loma College-Van Nuys,147,0,5105
Cerritos College,16478,0.0131,497
Cerro Coso Community College,2849,0.0025,529
Chabot College,9182,0.0193,NULL
Chaffey College,9408,0,574
Chapman University,2537,0.0351,NULL
Charles R Drew University of Medicine and Science,134,0,7107
Concordia University-Irvine,723,0.0387,8213
San Diego Christian College,613,0.0294,6363
Church Divinity School of the Pacific,NULL,NULL,3805
Citrus College,9116,0.034,NULL
City College of San Francisco,16442,0.0023,304
Claremont Graduate University,NULL,NULL,15757
Claremont McKenna College,1043,0.0326,13032
Milan Institute-Visalia,199,0,3493
CLEVELAND CHIROPRACTIC COLLEGE OF LOS ANGELES,84,0.0238,14481
Clovis Adult Education,521,0,1822
Coastline Community College,1593,0.0038,NULL
Cogswell College,444,0,8077
Coleman University,1061,0,5973
COBA Academy,188,0,NULL
COLLEGE OF OCEANEERING,331,0.0393,1889
Western University of Health Sciences,196,0.0102,20975
Columbia College,1773,0.0034,1086
Columbia College-Hollywood,134,0.2463,10896
El Camino College-Compton Center,4019,0.001,NULL
COMPUTER LEARNING CENTERS INC,660,0,3597
COMPUTER LEARNING CENTERS INC,9,0,30894
COMPUTER LEARNING CENTERS INC OF ANAHEIM,282,0.0816,10193
CONTEMPO SCHOOL OF BEAUTY,63,0,2613
SAN FERNANDO BEAUTY ACADEMY,169,0,565
Contra Costa College,3237,0,301
Cosumnes River College,10496,0.0078,426
BRYAN COLLEGE-SAN FRANCISCO,77,0,3109
Crafton Hills College,2227,0.0004,379
Cuesta College,7240,0.0058,493
Cuyamaca College,4908,0.0102,1016
CYNTHIAS BEAUTY ACADEMY,329,0,13729
Cypress College,10276,0.0023,330
D-Q UNIVERSITY,61,0,1816
DANIEL FREEMAN HOSPITAL PARAMEDIC SCHOOL,79,0,NULL
De Anza College,498,0.0141,459
DEEP SPRINGS COLLEGE,23,0,NULL
Dell'Arte International School of Physical Theatre,36,0.3889,7123
College of the Desert,5923,0.0201,1121
Design Institute of San Diego,301,0.0432,9794
DEVRY INSTITUTE OF TECHNOLOGY-POMONA,3491,0.0126,5455
Diablo Valley College,12229,0,12
Dominican University of California,974,0.0267,10875
Dominican School of Philosophy & Theology,7,0.1429,6484
DON BOSCO TECHNICAL INSTITUTE,144,0,32011
East Los Angeles College,11467,0.0252,272
EAST LOS ANGELES OCCUPATIONAL CENTER,2755,0,NULL
Marinello Schools of Beauty-Santa Clara,37,0,1908
EDUCATIONAL CULTURAL COMPLEX,1432,0.0196,4
El Camino Community College District,17411,0.0234,364
ELEGANTE BEAUTY COLLEGE,21,0,33
Marinello Schools of Beauty-Burbank,22,0,10109
Marinello Schools of Beauty-Moreno Valley,22,0,227
Emperor's College of Traditional Oriental Medicine,NULL,NULL,7278
Empire College,355,0,4450
Evergreen Valley College,7710,0.0058,NULL
Fashion Institute of Design & Merchandising-Los Angeles,2104,0.1145,10765
FASHION CAREERS OF CALIFORNIA,92,0.0761,8010
Fashion Institute of Design & Merchandising-San Francisco,607,0.0643,12094
Fashion Institute of Design & Merchandising-Orange County,223,0.0269,12251
Feather River Community College District,626,0.0032,584
Federico Beauty Institute,139,0,2772
Fielding Graduate University,NULL,NULL,11301
Five Branches University,NULL,NULL,NULL
Foothill College,444,0.0338,844
Fredrick and Charles Beauty College,48,0,1116
Fresno City College,13983,0.0053,488
Fresno Pacific University,872,0.0447,7308
Fuller Theological Seminary in California,NULL,NULL,39899
Fullerton College,14403,0.0052,242
GALEN COLLEGE OF MEDICAL AND DENTAL ASSISTANTS,139,0,4235
GALEN COLLEGE OF MEDICAL AND DENTAL ASSISTANTS,175,0,4311
GALEN COLLEGE OF MEDICAL AND DENTAL ASSISTANTS,32,0,4519
Gavilan College,2775,0.0022,112
Gemological Institute of America-Carlsbad,13110,0.0182,2280
Glendale Community College,8978,0.0432,694
Glendale Career College,957,0,9105
GOLDEN GATE UNIVERSITY-MONTEREY,116,0.181,118339
Golden Gate University-San Francisco,178,0.2022,112270
Golden West College,7945,0.0086,NULL
Graduate Theological Union,NULL,NULL,3467
Grossmont College,12769,0.0486,296
Salon Success Academy-Riverside,62,0,143
HARBOR OCCUPATIONAL CENTER,292,0,434
Hartnell College,5550,0.0063,463
Harvey Mudd College,695,0.0259,15249
Heald College-Rancho Cordova,647,0,13174
Heald College-Fresno,664,0,12294
HEALD COLLEGE-SCHOOLS OF BUSINESS AND TECHNOLOGY,213,0.0094,8369
Heald College-San Jose,1184,0,17561
Heald College-San Francisco,1054,0,8835
Heald College-Concord,480,0,12835
HEALD COLLEGE SCHOOL OF TECHNOLOGY,655,0,10192
Hilltop Beauty School,153,0,1896
Holy Names University,591,0.0423,9801
Pacifica Graduate Institute,NULL,NULL,14808
Humboldt State University,6570,0.0052,2306
Humphreys College-Stockton and Modesto Campuses,0,0,7598
HUNTINGTON COLLEGE OF DENTAL TECHNOLOGY,119,0.1092,9258
HUNTINGTON MEMORIAL HOSPITAL SCHOOL OF XRAY TECHN,7,0,0
Imperial Valley College,4714,0.0015,186
Institute for Business and Technology,251,0,12438
INSTITUTE OF COMPUTER TECHNOLOGY,236,0.1907,1964
Interior Designers Institute,271,0.0258,3609
INTERNATIONAL AIR ACADEMY,188,0,4905
Toni & Guy Hairdressing Academy-Santa Monica,61,0,1332
Irvine Valley College,6601,0.0595,608
ITT Technical Institute-National City,873,0.1478,5382
ITT Technical Institute-San Dimas,834,0.1595,5349
ITT Technical Institute-Orange,762,0.2152,4943
Bellus Academy-El Cajon,204,0,12808
JESUIT SCHOOL OF THEOLOGY AT BERKELEY,NULL,NULL,8694
John F. Kennedy University,245,0,15634
American Jewish University,102,0.0196,15768
Reedley College,5858,0.0014,447
Life Pacific College,501,0.008,5192
Argosy University-The Art Institute of California-San Diego,277,0.0722,NULL
University of La Verne,3500,0.008,7897
Laguna College of Art and Design,212,0.0991,12651
LAKE FOREST BEAUTY COLLEGE,97,0.0309,3825
Lake Tahoe Community College,1789,0.0011,159
Lancaster Beauty School,107,0,2963
Laney College,7456,0.0331,154
Lassen Community College,1263,0.0024,120
Life Chiropractic College West,NULL,NULL,12028
Southern California Seminary,100,0.23,NULL
La Sierra University,857,0.1669,9892
Loma Linda University,988,0.0435,18128
Long Beach City College,13468,0.0112,441
Southern California University of Health Sciences,NULL,NULL,14789
Los Angeles Harbor College,5062,0.018,334
Los Angeles Pierce College,8910,0.0152,291
Los Angeles Southwest College,3384,0.0012,391
Los Angeles Trade Technical College,5118,0.0039,346
Los Angeles Valley College,10238,0.0093,265
The Master's College and Seminary,1032,0.0068,7697
Los Angeles City College,8534,0.0491,311
Los Angeles County College of Nursing and Allied Health,172,0,6709
Los Angeles Mission College,4064,0.0221,360
Los Medanos College,3632,0,499
Argosy University-The Art Institute of California-San Francisco,215,0.0558,9880
LOYOLA LAW SCHOOL,NULL,NULL,719
Loyola Marymount University,4431,0.0334,30157
Manchester Beauty College,51,0,184
Tulare Beauty College,58,0,154
Lyles Fresno College of Beauty,30,0,1654
Lytles Redwood Empire Beauty College Inc,70,0,1065
MTI Business College Inc,107,0,562
MTI College,746,0,8969
Brightwood College-Sacramento,146,0,3815
Brightwood College-San Diego,384,0,6331
Brightwood College-Vista,0,0,16971
MARIN BEAUTY COLLEGE,48,0,NULL
College of Marin,5048,0.0168,883
Marinello Schools of Beauty-Los Angeles,55,0,2337
MARINELLO SCHOOL OF BEAUTY,42,0,1270
MARINELLO SCHOOL OF BEAUTY,32,0,1610
MARINELLO SCHOOL OF BEAUTY,39,0,2656
MARINELLO SCHOOL OF BEAUTY,57,0,2722
MARINELLO SCHOOL OF BEAUTY,101,0,2367
MARINELLO SCHOOL OF BEAUTY,41,0,1228
MARINELLO SCHOOL OF BEAUTY,32,0,2679
MARINELLO SCHOOL OF BEAUTY,91,0,1442
MARINELLO SCHOOL OF BEAUTY,67,0,1358
Marymount California University,905,0.1669,14534
MASTERS INSTITUTE,1109,0,NULL
UNIVERSITY OF THE PACIFIC-MCGEORGE SCHOOL OF LAW,NULL,NULL,134
Mendocino College,2347,0,295
Menlo College,626,0.0655,9421
MENNONITE BRETHREN BIBLICAL SEMINARY,NULL,NULL,8369
Merced College,3115,0.0058,NULL
Merritt College,3710,0.0121,309
Mills College,727,0.0041,10023
MiraCosta College,6700,0.0264,539
Marinello Schools of Beauty-San Francisco,104,0,3202
Mission College,6520,0.0143,NULL
Modern Beauty Academy,44,0,2363
Brightwood College-North Hollywood,383,0.0026,7513
Modesto Junior College,11093,0.004,155
MOLER BARBER COLLEGE,12,0,3522
Moler Barber College,28,0,1697
Middlebury Institute of International Studies at Monterey,20,0.4,10821
Monterey Peninsula College,3726,0.0311,600
MONTESSORI WESTERN TEACHER TRAINING PROGRAM,6,0,2130
Moorpark College,8304,0.0135,460
MORO BEAUTY COLLEGE,160,0,NULL
Mt San Antonio College,15073,0,701
Mount Saint Mary's University,1753,0.0017,9892
Mt San Jacinto Community College District,4173,0.0007,276
Musicians Institute,524,0.4351,7832
Napa Valley College,2928,0.0048,521
BRYMAN COLLEGE,466,0.0021,2265
Everest College-Reseda,434,0.0023,5180
BRYMAN COLLEGE,404,0.0322,2885
BRYMAN COLLEGE-NORTH CAMPUS,27,0,9255
Everest College-Gardena,453,0,3282
Everest College-Alhambra,552,0,4148
Everest College-San Bernardino,357,0,8797
The National Hispanic University,213,0.0845,3147
National Holistic Institute,452,0,5484
National University,1246,0.0562,6262
NEW COLLEGE FOR ADVANCED CHRISTIAN STUDY-BERKELEY,NULL,NULL,NULL
NEW COLLEGE OF CALIFORNIA,193,0.0155,6561
Newschool of Architecture and Design,8,0,11911
MARINELLO SCHOOL OF BEAUTY,112,0,2579
NEWBERRY SCHOOL OF BEAUTY,100,0,2231
Newberry School of Beauty,98,0,2198
North Adrian's College of Beauty Inc,42,0.0238,1678
North-West College-Pomona,172,0,1840
North-West College-West Covina,239,0,2111
North-West College-Pasadena,109,0,2371
Notre Dame de Namur University,978,0.0736,10901
Occidental College,1541,0.0324,12950
Oceanside College of Beauty,90,0,1594
Ohlone College,7385,0.0103,575
Orange Coast College,17275,0.0346,NULL
Otis College of Art and Design,811,0.1258,16687
Oxnard College,4552,0.0174,418
Hope International University,711,0.0619,6587
Palo Alto University,NULL,NULL,1102
Pacific Lutheran Theological Seminary,NULL,NULL,3507
Pacific Oaks College,253,0.004,11480
Pacific School of Religion,NULL,NULL,5258
Pacific States University,31,0.9677,26264
PACIFIC TRAVEL TRADE SCHOOL,597,0,2182
Pacific Union College,1623,0.1331,11579
University of the Pacific,2937,0.047,31488
PAGE ANTELOPE VALLEY BEAUTY SCHOOL,88,0,1380
PALMER COLLEGE OF CHIROPRACTIC-WEST,NULL,NULL,14802
Palo Verde College,464,0,100
Palomar College,12338,0,451
PARAMOUNT SCHOOL OF BEAUTY,51,0,219
Paris Beauty College,160,0,5038
Pasadena City College,18091,0.0472,800
PATTEN COLLEGE,635,0.0047,6596
Pepperdine University,3035,0.0718,14849
Pitzer College,930,0.0473,16708
Platt College-San Diego,298,0.0101,8618
Point Loma Nazarene University,2343,0.0094,9635
Pomona College,1530,0.0183,13778
Porterville College,2566,0.0035,NULL
Westwood College-South Bay,85,0,10053
Professional Institute of Beauty,74,0,1487
LAREI,NULL,NULL,14017
Santa Ana College,12619,0.0288,460
Pardee RAND Graduate School,NULL,NULL,16699
University of Redlands,2908,0.0182,9609
College of the Redwoods,5045,0.0036,597
Salon Success Academy-Upland,89,0,130
Salon Success Academy-Corona,58,0,117
Rio Hondo College,9613,0.0242,531
Riverside City College,19508,0.0112,359
Argosy University-San Francisco Bay Area,NULL,NULL,NULL
Rosemead Beauty School,141,0.0071,1604
EDUCORP CAREER COLLEGE,477,0,9716
Dongguk University-Los Angeles,NULL,NULL,6526
Sacramento City College,12431,0.0149,283
Saddleback College,12909,0.0202,343
SAINT JOHNS SEMINARY,84,0,6695
SAMRA UNIVERSITY OF ORIENTAL MEDICINE,NULL,NULL,NULL
Samuel Merritt University,285,0.0035,15866
San Diego City College,9867,0.0052,308
Golf Academy of America-Carlsbad,190,0.2053,5319
San Diego Mesa College,13631,0.0152,290
San Diego Miramar College,4127,0.007,315
San Diego State University,25631,0.0205,3786
University of San Diego,4623,0.0389,14863
San Francisco Art Institute,473,0.0761,NULL
San Francisco Conservatory of Music,131,0.1679,19050
San Francisco State University,21135,0.0573,3396
San Francisco Theological Seminary,NULL,NULL,4067
University of San Francisco,4447,0.0801,15527
San Joaquin College of Law,0,0,21269
San Joaquin Delta College,11932,0.006,291
SAN JOAQUIN GENERAL HOSPITAL SCHOOL OF RAD TECHN,19,0,305
San Joaquin Valley College-Visalia,534,0,26521
SAN JOAQUIN VALLEY COLLEGE,623,0,7822
William Jessup University,372,0.1478,7891
San Jose City College,7284,0.0092,NULL
San Jose State University,20732,0.0375,3093
College of San Mateo,6761,0.0241,685
Santa Barbara Business College-Bakersfield,332,0,7286
Westwood College-Los Angeles,42,0,NULL
Santa Barbara Business College-Santa Maria,274,0,7511
Santa Barbara City College,9586,0.034,723
Santa Clara University,4461,0.0314,13242
Santa Monica College,19911,0.1078,1299
Santa Rosa Junior College,13730,0.0068,561
Saybrook University,NULL,NULL,14930
SCHOOL OF COMMUNICATIONS ELECTRONICS,37,0,7756
Scripps College,739,0.0257,15576
Wyotech-Fremont,1487,0,NULL
College of the Sequoias,7627,0.0016,230
Shasta College,6431,0.004,294
Sierra College,11134,0.0003,631
Sierra College of Beauty,51,0,3209
Sierra Valley College of Court Reporting,137,0,3283
Simpson University,963,0.0083,5168
College of the Siskiyous,1492,0.0201,529
